ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction
TLT,2026-03-23 14:50:05.134651+00:00,CALL,90.0,2026-06-30,20200,200,807,3580,86.475,REPEATEDHITS,False,False,0,20200,99,BID,
TSLA,2026-03-23 14:50:05.134651+00:00,CALL,460.0,2026-05-15,136350,303,674,5521,384.09,REPEATEDHITS,False,False,0,136350,53,BID,
LLY,2026-03-23 14:50:05.134651+00:00,CALL,950.0,2026-03-27,171991,430,520,261,919.67,REPEATEDHITS,False,False,171991,0,4,ASK,LONG
CVNA,2026-03-23 14:50:03.123865+00:00,CALL,305.0,2026-03-27,95510,90,414,299,303.565,REPEATEDHITS,True,False,67705,10445,4,ASK,LONG
CVNA,2026-03-23 14:50:03.123865+00:00,PUT,307.5,2026-03-27,45560,35,46,34,303.565,REPEATEDHITSASCENDINGFILL,True,False,29975,15585,4,ASK,SHORT
CVNA,2026-03-23 14:50:03.123865+00:00,PUT,307.5,2026-03-27,14355,11,11,34,303.94,REPEATEDHITS,False,False,14355,0,4,ASK,SHORT
CVNA,2026-03-23 14:50:03.123865+00:00,PUT,302.5,2026-03-27,13710,13,37,66,303.565,REPEATEDHITS,True,False,9515,4195,4,ASK,SHORT
CVNA,2026-03-23 14:50:03.123865+00:00,CALL,307.5,2026-03-27,33635,36,282,72,303.565,REPEATEDHITS,True,False,29895,3740,4,ASK,LONG
CVNA,2026-03-23 14:50:03.123865+00:00,PUT,297.5,2026-03-27,34780,41,161,76,303.565,REPEATEDHITS,True,False,28845,5935,4,ASK,SHORT
CVNA,2026-03-23 14:50:03.123865+00:00,PUT,300.0,2026-03-27,102057,108,1757,401,303.57,REPEATEDHITS,False,False,102057,0,4,ASK,SHORT
CVNA,2026-03-23 14:50:03.123865+00:00,PUT,305.0,2026-03-27,23475,20,49,46,303.565,REPEATEDHITS,True,False,17600,5875,4,ASK,SHORT
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,300.0,2026-04-17,29980,12,53,201,303.41,REPEATEDHITSASCENDINGFILL,False,False,22420,7560,25,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,290.0,2026-04-02,2144491,903,923,48,303.51,REPEATEDHITSDESCENDINGFILL,True,False,2106576,37915,10,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,310.0,2026-04-17,17795,9,15,168,303.51,REPEATEDHITS,False,False,17795,0,25,ASK,LONG
CRM,2026-03-23 14:49:59.508321+00:00,PUT,195.0,2026-05-15,71495,65,1850,2097,195.54,REPEATEDHITS,True,False,71495,0,53,ASK,SHORT
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,302.5,2026-03-27,20880,18,390,214,303.055,REPEATEDHITS,False,False,20880,0,4,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,325.0,2026-04-02,28330,45,50,41,302.905,REPEATEDHITS,True,False,27720,610,10,ASK,LONG
SLV,2026-03-23 14:49:59.508321+00:00,CALL,72.0,2026-03-27,10020,334,1416,1654,63.41,REPEATEDHITS,False,False,10020,0,4,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,310.0,2026-04-10,49685,30,32,65,303.41,REPEATEDHITSASCENDINGFILL,True,False,48040,1645,18,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,285.0,2026-04-02,18930,7,17,27,303.29,REPEATEDHITSASCENDINGFILL,False,False,16225,2705,10,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,325.0,2026-04-10,21401,21,39,31,303.51,REPEATEDHITSDESCENDINGFILL,False,False,19375,2026,18,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,290.0,2026-04-10,91506,33,48,27,303.51,REPEATEDHITSDESCENDINGFILL,False,False,80571,10935,18,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,310.0,2026-04-02,56044,46,69,143,303.51,REPEATEDHITSASCENDINGFILL,True,False,52414,3630,10,ASK,LONG
CVNA,2026-03-23 14:49:59.508321+00:00,CALL,320.0,2026-04-17,108910,70,80,601,303.41,REPEATEDHITSASCENDINGFILL,False,False,108910,0,25,ASK,LONG
GLXY,2026-03-23 14:49:55.496926+00:00,CALL,23.0,2026-04-02,33650,500,513,49,21.44,REPEATEDHITSDESCENDINGFILL,False,False,2800,30850,10,BID,
OKTA,2026-03-23 14:49:55.496926+00:00,CALL,82.5,2026-05-15,47520,96,133,4321,81.04,REPEATEDHITS,False,False,0,47520,53,BID,
NVDA,2026-03-23 14:49:55.496926+00:00,CALL,185.0,2026-06-18,247520,221,1335,14819,177.55,REPEATEDHITS,False,False,247520,0,87,ASK,LONG
NVDA,2026-03-23 14:49:55.496926+00:00,CALL,175.0,2026-06-18,407500,250,490,8369,177.54,REPEATEDHITS,False,False,407500,0,87,ASK,LONG
AFRM,2026-03-23 14:49:55.496926+00:00,CALL,48.5,2026-04-10,50412,268,270,0,46.03,REPEATEDHITS,False,False,49084,1328,18,ASK,LONG
SLV,2026-03-23 14:49:55.496926+00:00,CALL,99.0,2026-09-18,241995,663,713,6313,63.455,REPEATEDHITS,False,False,0,241995,179,BID,
HYMC,2026-03-23 14:49:55.496926+00:00,PUT,30.0,2026-04-17,120959,432,544,255,32.32,REPEATEDHITS,False,False,118159,2800,25,ASK,SHORT
KWEB,2026-03-23 14:49:47.290812+00:00,PUT,24.0,2027-01-15,55028,373,10374,50098,28.715,REPEATEDHITS,False,False,29156,25872,298,ASK,SHORT
ALLY,2026-03-23 14:49:41.882429+00:00,CALL,40.0,2026-04-17,331412,2000,2088,274,39.6,REPEATEDHITSDESCENDINGFILL,False,False,0,331412,25,BID,
XOM,2026-03-23 14:49:41.882429+00:00,CALL,150.0,2026-04-17,120436,93,420,7259,160.93,REPEATEDHITSDESCENDINGFILL,False,False,0,120436,25,BID,
ONDS,2026-03-23 14:49:41.882429+00:00,CALL,13.0,2026-04-17,39864,906,2218,4347,10.415,REPEATEDHITS,False,False,0,37708,25,BID,
TLT,2026-03-23 14:49:33.476209+00:00,CALL,90.0,2026-06-30,20200,200,407,3580,86.47,REPEATEDHITS,False,False,0,20200,99,BID,
SPY,2026-03-23 14:49:28.869190+00:00,PUT,610.0,2026-05-15,680180,958,1304,5894,661.1987,REPEATEDHITS,False,False,680180,0,53,ASK,SHORT
SPY,2026-03-23 14:49:28.869190+00:00,PUT,610.0,2026-05-15,384820,542,1846,5894,661.21,REPEATEDHITS,False,False,384820,0,53,ASK,SHORT
SMCI,2026-03-23 14:49:28.869190+00:00,CALL,21.0,2026-03-27,10220,93,10500,4302,21.25,REPEATEDHITSASCENDINGFILL,True,False,10220,0,4,ASK,LONG
SMCI,2026-03-23 14:49:28.869190+00:00,CALL,23.0,2026-04-02,11968,187,1342,2166,21.28,REPEATEDHITS,False,False,11712,0,10,ASK,LONG
UUUU,2026-03-23 14:49:24.662440+00:00,CALL,20.0,2026-04-17,128352,1528,2034,4419,17.5,REPEATEDHITS,False,False,128352,0,25,ASK,LONG
IREN,2026-03-23 14:49:24.662440+00:00,CALL,85.0,2028-01-21,11776,9,61,5233,43.2,REPEATEDHITS,False,False,2630,9146,669,BID,
LITE,2026-03-23 14:49:24.662440+00:00,PUT,765.0,2026-04-24,60270,7,11,0,756.495,REPEATEDHITS,True,False,51660,8610,32,ASK,SHORT
JEF,2026-03-23 14:49:24.662440+00:00,CALL,42.5,2026-04-17,77500,500,1353,381,39.97,LOWHISTORICVOLUMEFLOOR,False,True,0,0,25,MIXED,
LMND,2026-03-23 14:49:17.054094+00:00,CALL,70.0,2026-05-15,21500,25,45,362,68.515,REPEATEDHITS,False,False,0,21500,53,BID,
GLD,2026-03-23 14:49:17.054094+00:00,PUT,265.0,2028-01-21,37700,65,65,9,410.97,REPEATEDHITS,False,False,37700,0,669,ASK,SHORT
KWEB,2026-03-23 14:49:11.846056+00:00,PUT,24.0,2027-01-15,857089,5718,5824,50098,28.715,SWEEPSFOLLOWEDBYFLOOR,True,True,857089,0,298,ASK,SHORT
SMCI,2026-03-23 14:49:04.640868+00:00,PUT,20.0,2026-03-27,10900,218,13576,25764,21.205,REPEATEDHITS,False,False,0,10900,4,BID,
SE,2026-03-23 14:49:03.037226+00:00,PUT,80.0,2026-04-17,165585,399,427,415,80.29,REPEATEDHITS,False,False,165585,0,25,ASK,SHORT
AMZN,2026-03-23 14:49:03.037226+00:00,CALL,220.0,2026-04-17,136000,400,3505,25801,211.99,REPEATEDHITS,False,False,0,136000,25,BID,
CLSK,2026-03-23 14:48:56.832310+00:00,PUT,7.0,2026-05-15,35760,1192,8017,121,10.13,REPEATEDHITS,False,False,0,35760,53,BID,
SMTC,2026-03-23 14:48:53.426335+00:00,PUT,80.0,2026-04-17,18480,28,31,118,77.1,REPEATEDHITS,False,False,18480,0,25,ASK,SHORT
MU,2026-03-23 14:48:53.426335+00:00,PUT,410.0,2027-01-15,388970,44,58,425,421.42,REPEATEDHITS,False,False,123760,265210,298,BID,
RIVN,2026-03-23 14:48:53.426335+00:00,CALL,15.5,2026-03-27,16600,200,3442,4632,16.0301,REPEATEDHITS,False,False,0,16600,4,BID,
XLF,2026-03-23 14:48:47.620609+00:00,CALL,54.0,2026-06-18,37500,750,2215,76442,49.7101,REPEATEDHITS,False,False,37500,0,87,ASK,LONG
NFLX,2026-03-23 14:48:47.620609+00:00,PUT,93.0,2026-04-02,858081,4227,4420,1016,93.04,REPEATEDHITS,False,False,858081,0,10,ASK,SHORT
CLSK,2026-03-23 14:48:39.810843+00:00,PUT,7.0,2026-05-15,137666,4476,4566,121,10.135,REPEATEDHITSDESCENDINGFILL,False,False,0,137666,53,BID,
CLSK,2026-03-23 14:48:39.810843+00:00,PUT,7.0,2026-05-15,54630,1821,6494,121,10.14,REPEATEDHITS,False,False,0,54630,53,BID,
CDE,2026-03-23 14:48:33.204342+00:00,CALL,22.5,2026-05-15,52514,500,4180,17649,18.57,REPEATEDHITSASCENDINGFILL,False,False,6300,46214,53,BID,
EWZ,2026-03-23 14:48:33.204342+00:00,CALL,40.0,2026-04-17,22500,500,11596,47499,36.97,REPEATEDHITS,False,False,22500,0,25,ASK,LONG
SPY,2026-03-23 14:48:28.400314+00:00,PUT,450.0,2026-09-18,1676675,4326,4335,3930,661.39,REPEATEDHITSDESCENDINGFILL,False,False,0,1362007,179,BID,
FOUR,2026-03-23 14:48:21.594828+00:00,PUT,35.0,2026-09-18,12000,30,387,555,42.5,REPEATEDHITS,False,False,0,12000,179,BID,
GLD,2026-03-23 14:48:15.585770+00:00,PUT,470.0,2026-04-10,47200,8,8,192,411.79,REPEATEDHITS,False,False,11800,35400,18,BID,
CRWV,2026-03-23 14:48:15.585770+00:00,CALL,140.0,2027-01-15,38430,32,36,7360,83.72,REPEATEDHITSASCENDINGFILL,False,False,2420,36010,298,BID,
XLE,2026-03-23 14:48:15.585770+00:00,CALL,60.0,2026-04-17,18981,111,2508,156012,59.7,REPEATEDHITS,False,False,0,18981,25,BID,
AMAT,2026-03-23 14:48:15.585770+00:00,PUT,350.0,2026-03-27,111328,392,536,299,371.16,REPEATEDHITS,False,False,111328,0,4,ASK,SHORT
CVNA,2026-03-23 14:48:04.775409+00:00,CALL,330.0,2026-04-02,426601,1000,1008,43,301.95,REPEATEDHITSDESCENDINGFILL,False,False,17662,408939,10,BID,
TNA,2026-03-23 14:48:04.775409+00:00,PUT,35.0,2026-05-01,12161,79,289,193,45.61,REPEATEDHITSASCENDINGFILL,False,False,0,12161,39,BID,
AAL,2026-03-23 14:48:04.775409+00:00,CALL,12.5,2026-04-17,50418,2801,2926,0,11.03,REPEATEDHITS,False,False,40518,0,25,ASK,LONG
CVNA,2026-03-23 14:48:03.171165+00:00,CALL,310.0,2026-03-27,29455,43,302,167,301.585,REPEATEDHITS,False,False,15655,13800,4,ASK,LONG
TSLA,2026-03-23 14:48:03.171165+00:00,CALL,380.0,2026-03-23,157687,300,53292,4619,384.428,REPEATEDHITSASCENDINGFILL,True,False,157687,0,0,ASK,LONG
KWEB,2026-03-23 14:48:01.167596+00:00,PUT,24.0,2027-01-15,106684,716,717,50098,28.74,REPEATEDHITS,True,False,106684,0,298,ASK,SHORT
PYPL,2026-03-23 14:47:59.761491+00:00,CALL,47.0,2026-04-02,10230,165,377,414,45.355,REPEATEDHITS,False,False,0,10230,10,BID,
SPY,2026-03-23 14:47:59.761491+00:00,CALL,685.0,2026-04-17,171308,452,3823,11104,661.7,REPEATEDHITS,False,False,171308,0,25,ASK,LONG
TSLA,2026-03-23 14:47:59.761491+00:00,CALL,420.0,2027-06-17,695980,89,216,2286,384.56,REPEATEDHITS,False,False,7820,688160,451,BID,
TSLA,2026-03-23 14:47:54.550894+00:00,PUT,425.0,2026-06-18,224690,41,45,1399,384.53,REPEATEDHITS,True,False,5490,219200,87,BID,
CCJ,2026-03-23 14:47:54.550894+00:00,CALL,106.0,2026-03-27,35898,114,176,32,105.87,REPEATEDHITSDESCENDINGFILL,False,False,29608,620,4,ASK,LONG
EBAY,2026-03-23 14:47:54.550894+00:00,CALL,90.0,2026-03-27,20317,107,109,76,90.55,REPEATEDHITSDESCENDINGFILL,True,False,20131,186,4,ASK,LONG
UCO,2026-03-23 14:47:54.550894+00:00,CALL,40.0,2026-04-17,20000,50,1362,2982,38.37,REPEATEDHITS,False,False,0,20000,25,BID,
IREN,2026-03-23 14:47:54.550894+00:00,CALL,50.0,2026-04-17,38994,201,4124,12089,43.41,REPEATEDHITS,False,False,38218,0,25,ASK,LONG
NFG,2026-03-23 14:47:54.550894+00:00,CALL,95.0,2026-07-17,41097,95,95,237,94.18,REPEATEDHITSASCENDINGFILL,False,False,6450,34647,116,BID,
SQQQ,2026-03-23 14:47:50.945573+00:00,CALL,75.0,2026-04-02,11220,34,123,340,75.02,REPEATEDHITS,True,False,1980,9240,10,BID,
SLV,2026-03-23 14:47:48.740304+00:00,PUT,62.5,2026-09-18,12744,14,15,462,63.58,REPEATEDHITSDESCENDINGFILL,False,False,0,12744,179,BID,
MRNA,2026-03-23 14:47:48.740304+00:00,CALL,55.0,2026-04-17,25600,100,120,7468,51.71,REPEATEDHITS,False,False,25600,0,25,ASK,LONG
MP,2026-03-23 14:47:46.536478+00:00,CALL,60.0,2026-05-15,16500,50,222,1028,53.54,REPEATEDHITS,False,False,0,16500,53,BID,
CF,2026-03-23 14:47:43.727978+00:00,PUT,120.0,2026-04-17,48000,60,89,377,118.41,REPEATEDHITS,False,False,48000,0,25,ASK,SHORT
APP,2026-03-23 14:47:43.727978+00:00,CALL,520.0,2026-03-27,59840,307,564,323,469.09,REPEATEDHITSDESCENDINGFILL,False,False,59840,0,4,ASK,LONG
CF,2026-03-23 14:47:43.727978+00:00,PUT,125.0,2026-04-17,194878,174,182,3088,118.41,REPEATEDHITS,False,False,194878,0,25,ASK,SHORT
RIOT,2026-03-23 14:47:43.727978+00:00,CALL,14.0,2026-03-27,16140,200,1752,5298,14.385,REPEATEDHITS,False,False,11340,4800,4,ASK,LONG
THC,2026-03-23 14:47:43.727978+00:00,CALL,210.0,2026-04-17,167250,223,302,33,205.2,REPEATEDHITS,False,False,0,167250,25,BID,
QQQ,2026-03-23 14:47:38.721481+00:00,PUT,550.0,2026-03-27,159800,3995,27166,30079,594.0495,REPEATEDHITS,False,False,159800,0,4,ASK,SHORT
IREN,2026-03-23 14:47:35.917204+00:00,CALL,50.0,2026-04-17,10389,53,3117,12089,43.5501,REPEATEDHITS,False,False,6665,3724,25,ASK,LONG
QQQ,2026-03-23 14:47:30.909790+00:00,PUT,590.0,2026-05-15,1245361,677,8502,6294,593.935,REPEATEDHITSDESCENDINGFILL,True,False,1142328,103033,53,ASK,SHORT
QQQ,2026-03-23 14:47:30.909790+00:00,PUT,590.0,2026-05-15,577578,314,8817,6294,594.0,REPEATEDHITSDESCENDINGFILL,True,False,329178,248400,53,ASK,SHORT
MAR,2026-03-23 14:47:30.909790+00:00,CALL,330.0,2026-04-10,59950,55,55,41,332.455,REPEATEDHITS,False,False,59950,0,18,ASK,LONG
GS,2026-03-23 14:47:30.909790+00:00,CALL,870.0,2026-03-27,54439,98,418,311,843.875,REPEATEDHITSASCENDINGFILL,True,False,53339,1100,4,ASK,LONG
