ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
IWM,LONG,0.33750417896713325,3.3750417896713323,0.0,2.025,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543276,1.8e-05,1.3e-05,14403.765407295403,39313.6432589587,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.442457,0.430218,0.0,0.0,,,,,8.695279,,
CIEN,LONG,0.3327095903771712,3.3270959037717116,5.59,4.1205,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target,3.9,NEUTRAL,ema_pullback,,,510.0,480.0,2.74,3.3,34573.0,30328.0,0.877,29471.0,17598.0,17832.0,83.2,0.853,2.32,0.44,0.13,1.2,1.14,0.37,3,1.0,99.0,3.4e-05,1.1e-05,0.00027712760669065724,2.5342463337273896e-09,22.028571,1,0,0.464773,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.613022,0.444494,0.0,0.0,,,,,8.272727,,
FTNT,LONG,0.3303594257137481,3.303594257137481,5.1,4.2818,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.5,NEUTRAL,trend_continuation,,,100.0,80.0,15.92,7.27,80035.0,107151.0,1.339,53503.0,58613.0,75070.0,99.5,0.605,1.63,0.26,0.12,1.4,1.65,0.04,1,1.0,99.0,8e-06,0.0,372261.9330571854,0.0,8.419355,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3e-06,0.0,0.439968,0.0,0.0,0.0,,,,,,,
ALAB,LONG,0.3126543520530927,3.126543520530927,7.07,4.4443,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.8,NEUTRAL,trend_continuation,,,200.0,80.0,3.7,58.52,112832.0,93437.0,0.828,80275.0,35216.0,90778.0,92.9,1.039,2.59,0.0,1.0,1.4,1.63,0.46,1,1.0,99.0,4.9e-05,0.0,1.860244454959819e-05,0.0,23.857143,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.632484,0.0,0.0,0.0,,,,,,,
ORCL,LONG,0.3021506856292627,3.0215068562926275,7.05,4.5458,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,4.6,POSITIVE,flag_breakout,87992790.35,187.43,200.0,140.0,6.77,25.26,1367298.0,1062366.0,0.777,774715.0,574565.0,1080384.0,68.4,0.556,2.28,0.0,1.0,1.6,1.76,0.41,1,1.0,99.0,1e-06,0.0,472100.47802194324,0.0,14.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.499918,0.0,0.0,0.0,,,,,,,
NOW,LONG,0.29054861986612923,2.9054861986612925,5.18,3.7667,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",3.8,POSITIVE,support_ema_confluence,432293.53,102.72,120.0,85.0,16.74,17.31,553118.0,438071.0,0.792,304137.0,210166.0,476886.0,99.4,0.701,0.0,0.67,1.0,1.6,1.63,0.29,2,1.0,2.2460729332368066e-06,5e-06,2e-06,1.3656633822824231e-09,0.0006080227236051375,12.770667,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.047215,0.774521,0.0,0.0,,,,,1.258303,,
META,LONG,0.2867020039261928,2.867020039261928,0.0,1.7202,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.154033533515695e-08,0.0,1e-06,0.0001632186149296164,5174.916918136952,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,,,,,6.085714,,
AXTI,LONG,0.28543300478095207,2.854330047809521,5.89,4.0142,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.1,POSITIVE,trend_continuation,496256.28,79.92,105.0,45.0,31.39,43.69,182387.0,69650.0,0.382,118179.0,33396.0,100462.0,96.7,1.998,2.49,0.26,0.0,1.4,1.34,0.4,1,1.0,99.0,8e-05,0.0,262529.8663846017,0.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1e-05,0.0,0.175845,0.0,0.0,0.0,,,,,,,
GOOGL,LONG,0.27561655605028507,2.7561655605028506,5.47,4.1791,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.8,NEGATIVE,trend_continuation,-20992488.94,338.31,350.0,300.0,3.47,11.31,1518324.0,1256648.0,0.828,702084.0,616584.0,1456304.0,67.5,0.365,2.41,0.0,0.35,1.4,1.26,0.06,2,1.0,99.0,1e-06,0.0,9.174444395652972e-05,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,,,,,
VRT,LONG,0.2686403675292551,2.6864036752925506,0.0,1.6118,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,7e-06,2.3e-05,116826.32559634943,0.022128134928488502,263.786859,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.003145,0.163024,0.0,0.0,,,,,30.976787,,
TTD,LONG,0.26840183218056735,2.6840183218056737,0.0,1.6104,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.958854400551716,3.1e-05,3.2e-05,238150.6938000331,248370.02746507016,1.745955,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9e-06,3e-06,0.373217,0.134058,0.0,0.0,,,,,2.343345,,
MU,LONG,0.25561034577860864,2.5561034577860866,7.06,3.8561,poor_rr (0.3:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,2.3,POSITIVE,flag_breakout,251177584.73,483.93,500.0,300.0,3.4,37.96,1185940.0,1360623.0,1.147,861749.0,631907.0,1052907.0,87.4,0.749,1.96,0.29,1.0,1.6,1.87,0.34,1,1.0,99.0,5e-06,0.0,1937391.4278116694,0.0,9.277778,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3e-06,0.0,0.783834,0.0,0.0,0.0,483.58,425.55,500.0,0.28,,,
QBTS,LONG,0.24942100262986056,2.4942100262986058,5.7,3.8571,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.5,POSITIVE,trend_continuation,1386554.82,20.91,30.0,5.0,43.51,76.08,307346.0,211978.0,0.69,167457.0,94419.0,257448.0,81.3,1.113,2.19,0.02,1.0,1.4,0.65,0.44,1,1.0,99.0,3.4e-05,0.0,0.0006967935459706185,0.0,2.417592,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.109074,0.0,0.0,0.0,,,,,,,
MSFT,LONG,0.24139628468835755,2.4139628468835754,6.6,4.527,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.7,NEGATIVE,trend_continuation,-121014995.93,,575.0,400.0,33.37,7.22,2590561.0,1219223.0,0.471,1099612.0,755873.0,1954299.0,94.6,0.364,2.27,0.0,1.0,1.4,1.8,0.13,1,1.0,99.0,0.0,0.0,352099.96040195285,0.0,2.395833,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.29198,0.0,0.0,0.0,,,,,,,
TLT,LONG,0.19566136632192072,1.956613663219207,4.51,3.1313,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.0,POSITIVE,ema_pullback,563313517.13,86.87,90.0,85.0,3.61,2.15,4670167.0,2856498.0,0.612,2052460.0,1447078.0,4027127.0,21.6,0.104,0.0,0.98,1.0,1.2,1.32,0.0,1,1.0,99.0,1.5e-05,0.0,0.026978221830179384,0.0,2.08607,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.521645,0.0,0.0,0.0,,,,,,,
VG,LONG,0.16576118452373523,1.6576118452373523,4.28,2.4528,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",1.7,POSITIVE,bounce_and_fail,3065481.74,12.45,12.5,7.5,0.48,39.71,479489.0,278225.0,0.58,207369.0,96161.0,454184.0,95.5,0.945,0.0,0.67,1.0,1.0,1.57,0.04,1,1.0,99.0,7.2e-05,0.0,7.842638178931378e-05,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,,,,,
HOOD,LONG,0.1620653932288106,1.6206539322881062,0.0,0.9724,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,7.618199244713023e-08,2.6e-05,1.9e-05,1.4937467127518148e-11,0.00019607608895087176,1.288969,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.673487,0.76237,0.0,0.0,,,,,1.046053,,
AMZN,LONG,0.13463536121653097,1.3463536121653097,0.0,0.8078,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.28433906365981,0.0,1e-06,1.0982481057306979,0.13256918835544615,1.240876,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,,1.219573,,
INFQ,SHORT,0.5238203903520084,5.238203903520084,5.67,5.3401,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,5.1,NEUTRAL,unknown,,,20.0,10.0,36.52,31.74,80363.0,72693.0,0.905,92908.0,31972.0,28176.0,72.2,1.218,0.0,0.59,1.0,1.4,1.82,0.86,1,1.0,0.0,0.0,0.000175,0.0,461993.67430902313,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,7.4e-05,0.0,0.520879,0.0,0.0,,,,,1.723404,,
CAR,SHORT,0.41489052630001405,4.148905263000141,0.0,2.4893,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.6268291504663153,6.9e-05,2.5e-05,1495487.0642155446,569312.6497968341,14.314286,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3e-06,0.0,0.058548,0.012474,0.0,0.0,,,,,3.473684,,
EQNR,SHORT,0.40062339956511667,4.006233995651167,3.41,4.1261,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.5,NEUTRAL,ema_rally,,,40.0,24.0,5.0,37.0,44435.0,41329.0,0.93,16882.0,28510.0,40372.0,87.5,0.47,0.0,1.0,1.0,1.2,0.21,0.0,1,1.0,0.0,0.0,7e-06,0.0,38176.17242994707,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.432414,0.0,0.0,,,,,17.020833,,
SOXX,SHORT,0.39044105190870176,3.9044105190870178,0.0,2.3426,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,4.3e-05,0.0,1131044.4980093425,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.1e-05,0.0,0.273659,0.0,0.0,,,,,2.243182,,
APH,SHORT,0.333261096776552,3.33261096776552,4.56,4.0543,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,NEUTRAL,bounce_and_fail,,,150.0,95.0,2.12,35.32,53035.0,76926.0,1.45,70936.0,28224.0,30801.0,98.8,0.613,0.0,0.48,1.0,1.0,1.7,0.38,1,1.0,0.0,0.0,4e-06,0.0,595564.4900544503,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2e-06,0.0,0.53164,0.0,0.0,,,,,13.848485,,
DIA,SHORT,0.3278720852059578,3.278720852059578,0.0,1.9672,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.5467339181793176,0.0,0.0,1.18537196709921,0.46544790511395195,172.0,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.645876,0.421066,0.0,0.0,,,,,3.242812,,
ON,SHORT,0.3261973413134008,3.2619734131340077,0.0,1.9572,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.8e-05,0.0,29768.025774147478,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.188261,0.0,0.0,,,,,14.234694,,
CRDO,SHORT,0.31510116735899846,3.1510116735899847,0.0,1.8906,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,4.5e-05,0.0,294862.19742355874,,0,0,0.0,0.041926,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.1e-05,0.0,0.603376,0.0,0.0,,,,,2.403081,,
TTD,SHORT,0.31413784900695657,3.141378490069566,0.0,1.8848,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.958854400551716,3.1e-05,3.2e-05,238150.6938000331,248370.02746507016,1.745955,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9e-06,3e-06,0.373217,0.134058,0.0,0.0,,,,,2.343345,,
VRT,SHORT,0.30743001283442706,3.0743001283442704,4.64,4.1692,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.2,NEGATIVE,bounce_and_fail,-2809069.89,303.6,350.0,135.0,15.34,55.51,216437.0,201421.0,0.931,152572.0,99235.0,166051.0,75.0,0.686,0.0,0.41,1.0,1.0,1.29,0.93,5,1.0,99.0,7e-06,2.3e-05,116826.32559634943,0.022128134928488502,263.786859,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.003145,0.163024,0.0,0.0,,,,,30.976787,,
CORZ,SHORT,0.2918674062695031,2.9186740626950307,1.61,2.9223,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.9,POSITIVE,unknown,20065616.53,21.36,27.0,12.0,26.46,43.79,1148526.0,575343.0,0.501,500689.0,575901.0,647279.0,71.2,0.926,0.0,0.0,1.0,0.0,0.16,0.45,1,1.0,0.0,0.0,9.4e-05,0.0,2.5496832036865932e-14,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.586924,0.0,0.0,,,,,13.419811,,
CRCL,SHORT,0.28048308274992295,2.8048308274992295,0.0,1.6829,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,0.000199,2.5e-05,661582.2620881358,7.370240056116283e-06,8.857671,2,0,0.281338,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.6e-05,0.0,0.714855,0.546425,0.0,0.0,,,,,5.478417,,
META,SHORT,0.2757145479176144,2.757145479176144,2.22,3.2846,price_validation_failed,"momentum_aligned, room_to_target","confirmation_volume, continuation_pattern, not_extended, trend_aligned",6.2,NEGATIVE,unknown,-5452.21,676.78,750.0,600.0,10.82,11.34,1860186.0,920502.0,0.495,765340.0,616213.0,1399135.0,81.2,0.42,0.0,0.0,1.0,0.0,1.22,0.0,2,1.0,3.154033533515695e-08,0.0,1e-06,0.0001632186149296164,5174.916918136952,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,,,,,6.085714,,
LRCX,SHORT,0.27059764684494414,2.7059764684494416,3.51,3.826,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",7.1,NEGATIVE,trend_continuation,-193888.41,,370.0,240.0,39.99,9.19,237537.0,245858.0,1.035,128165.0,143680.0,211550.0,92.2,0.687,0.0,0.29,1.0,1.4,0.74,0.08,2,1.0,0.0,0.0,5e-06,0.0,1004.6622254253809,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.230452,0.0,0.0,,,,,48.555804,,
