ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio
INFQ,LONG,0.4564703664356504,4.564703664356504,0.0,2.7388,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,15.44206753692117,5,0.7,1.6435803398401372,0.000168,4e-05,2718.844208610984,2481.3306742967907,0.823039,0.095197,0,0,0.069212,0.157322,0.0,0.0,0.0,0.0,0.0,0.0,,,,
BP,LONG,0.45586008206104933,4.5586008206104935,5.18,4.7133,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",4.4,POSITIVE,trend_continuation,22522839.86,45.91,55.0,38.0,19.77,17.25,347282.0,174329.0,0.502,147044.0,72635.0,301932.0,93.2,0.345,9.768616260714698e+23,16,1.0,0.04862417814991459,1.4e-05,9e-06,0.00022784589089369227,0.0036445545701301535,3.380744,44.060504,0,2,0.121762,0.0,1.91,0.81,0.59,1.4,0.42,0.05,,,,
IDYA,LONG,0.4383821597168194,4.383821597168193,3.37,4.4629,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.3,NEUTRAL,ema_pullback,,,35.0,20.0,11.68,36.18,45958.0,12755.0,0.278,53979.0,0.0,4734.0,14.0,0.682,2.930646704652228e+33,4,1.0,99.0,6.1e-05,0.0,2163.916087690721,0.0,1.28038,,0,0,0.0,0.0,0.0,0.85,0.32,1.2,0.29,0.72,,,,
DVA,LONG,0.42426220112785673,4.242622011278567,4.6,4.4813,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.9,NEUTRAL,ema_pullback,,,165.0,110.0,13.51,24.33,14077.0,11427.0,0.812,9548.0,0.0,15956.0,92.2,0.438,1.6450235246578203e+29,2,1.0,99.0,2.6e-05,0.0,0.025116179218283328,0.0,4.613082,,0,0,0.0,0.0,1.59,0.43,1.0,1.2,0.11,0.27,,,,
AMAT,LONG,0.4147039300310869,4.147039300310869,4.76,4.7415,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.2,NEGATIVE,trend_continuation,-2033142.16,,430.0,240.0,11.17,37.95,183986.0,172060.0,0.935,150330.0,64546.0,141170.0,94.0,0.581,13.917230611900202,18,1.0,5.235080892574826,4e-06,2e-06,12921.060478491601,4936.336512705346,0.819715,4.647333,3,2,0.762343,0.542345,1.9,0.45,0.32,1.4,0.39,0.3,,,,
OKLO,LONG,0.4135207301344815,4.135207301344815,0.0,2.4811,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.7287359506049874,7,1.0,3.2410271636914016,8e-05,1.6e-05,30024.06805637646,12351.667764561504,1.161156,0.129097,0,1,0.53221,0.531867,0.0,0.0,0.0,0.0,0.0,0.0,,,,
IBIT,LONG,0.4045269565423903,4.045269565423903,6.07,5.5836,watchlist_reeval_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,8.7,NEGATIVE,unknown,-35601879.92,41.95,45.0,35.0,7.28,16.56,3893141.0,2521146.0,0.648,2224160.0,1347465.0,2842662.0,48.9,0.442,1.1336095397059205,29,1.0,1.9214618737926057,3.3e-05,1.7e-05,30538.337380665853,12913.2924572768,0.538828,2.643197,3,4,0.726494,0.798754,1.64,0.6,1.0,1.2,1.23,0.41,,,,
SJM,LONG,0.3995327657445012,3.995327657445012,4.01,4.3807,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.9,NEUTRAL,bounce_and_fail,,,110.0,90.0,18.78,2.81,21061.0,8420.0,0.4,9346.0,9761.0,10374.0,88.0,0.3,0.0,3,1.0,11.256944444444445,6.8e-05,6e-06,2.6417271764162344e-28,4.693506642861663e-29,4.625531,2.108527,0,0,0.07773,0.0,0.0,0.36,1.0,1.0,1.58,0.07,,,,
BABA,LONG,0.3952633025906862,3.952633025906862,5.23,4.7453,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.0,POSITIVE,trend_continuation,13700564.79,132.49,150.0,120.0,13.14,9.49,1109949.0,729887.0,0.658,609481.0,367632.0,862723.0,34.7,0.424,3.8185800430780916,28,1.0,2.0156012125053957,7e-06,3e-06,13555.373274946,12105.40643829737,0.388915,0.206558,2,1,0.788048,0.586817,0.0,0.52,1.0,1.4,1.93,0.38,,,,
BTDR,SHORT,0.7950000000000002,7.950000000000001,0.0,4.77,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,3.4220198952074266,8,1.0,0.3180152264751656,0.000725,0.001713,62770.24485933455,197381.25609603914,0.417138,384.737101,1,2,0.238867,0.053927,0.0,0.0,0.0,0.0,0.0,0.0,,,,
TVTX,SHORT,0.6058333333333333,6.058333333333334,0.0,3.635,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,2522.6693165011543,2,1.0,0.0,0.0,0.000241,0.0,174.91696666290275,,103.190476,0,1,0.0,0.000396,0.0,0.0,0.0,0.0,0.0,0.0,,,,
MRVL,SHORT,0.587274295859462,5.87274295859462,0.0,3.5236,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,2.999297790509573,22,1.0,0.8598584170627925,5e-06,2.6e-05,11008.332703161326,5974.497459349517,0.850729,13.186675,2,1,0.6385,0.714262,0.0,0.0,0.0,0.0,0.0,0.0,,,,
GSAT,SHORT,0.5514717868271888,5.514717868271887,0.0,3.3088,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,53270.543664743396,3,1.0,99.0,8e-06,8.5e-05,3027.736824711965,2.0580766476270007,1.144263,7.709447,0,0,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
DELL,SHORT,0.5334750348219273,5.334750348219273,4.37,5.5384,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.8,NEGATIVE,bounce_and_fail,-8441147.84,,185.0,100.0,2.42,44.64,241541.0,322613.0,1.336,213071.0,88887.0,262196.0,63.7,0.519,12.979420795826647,27,1.0,0.30015541059011264,2.4e-05,3.6e-05,4295.612670536457,13289.059778158004,0.953508,0.595703,2,8,0.70851,0.363999,0.0,0.52,1.0,1.0,1.5,0.36,,,,
CHTR,SHORT,0.5293397432484691,5.293397432484691,4.54,5.1487,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,NEUTRAL,ema_rally,,,400.0,200.0,80.89,9.55,71433.0,58546.0,0.82,27420.0,29538.0,73021.0,76.6,0.609,81.61138085217449,10,1.0,2.2061063278336754,3.1e-05,6.9e-05,16798.618720978582,5076.4004463539095,0.949654,1.624003,2,2,0.006031,0.126065,0.0,0.95,1.0,1.2,1.04,0.35,,,,
TTWO,SHORT,0.5236625870356371,5.23662587035637,2.52,4.4143,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.2,NEUTRAL,ema_rally,,,290.0,185.0,36.97,12.62,82876.0,65198.0,0.787,34415.0,45882.0,67777.0,96.3,0.454,8008478948.465133,6,1.0,8.297436495782673e-12,9e-06,0.000288,1.2764565332712e-05,307674.9147571019,0.492126,0.383026,0,1,0.0,0.0,0.0,0.18,1.0,1.2,0.03,0.11,,,,
WEX,SHORT,0.45,4.5,1.74,3.752,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.9,NEUTRAL,unknown,,,175.0,150.0,1.99,12.58,1312.0,7294.0,5.559,6370.0,0.0,2236.0,77.9,0.443,0.0,1,1.0,0.0,0.0,0.0003,0.0,6.757506352215963e-29,,250.0,0,0,0.0,0.0,0.0,0.06,1.0,0.0,0.24,0.45,,,,
XLV,SHORT,0.4202839761904762,4.202839761904762,6.12,5.8774,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,9.7,NEGATIVE,retest_and_confirm,-30597138.79,,150.0,70.0,1.64,52.57,117052.0,306651.0,2.62,48787.0,104596.0,270320.0,49.1,0.158,4.3124470451349,6,1.0,0.1030949766327577,0.0,0.0,8571.007109211369,16627.400071572432,1.062593,31.304751,0,2,0.0,0.267309,1.79,0.88,0.66,1.4,1.32,0.07,,,,
CRDO,SHORT,0.4030830965451446,4.030830965451447,0.0,2.4185,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,4.469635944868681,8,1.0,0.6365299209355619,1.8e-05,2.7e-05,46240.243245964535,24214.752375924625,0.457463,0.927355,0,1,0.11447,0.557516,0.0,0.0,0.0,0.0,0.0,0.0,,,,
DB,SHORT,0.3992206290535445,3.992206290535445,3.07,4.0771,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.8,NEUTRAL,ema_rally,,,40.0,30.0,19.58,10.31,46042.0,66770.0,1.45,55765.0,0.0,57047.0,85.3,0.437,1.9698240372217393e+26,3,1.0,0.0,0.0,5e-06,0.0,6558.90135914194,,20.304842,0,0,0.0,0.49678,0.0,0.03,1.0,1.2,0.32,0.52,,,,
XLK,SHORT,0.37104099999999995,3.7104099999999995,0.0,2.2262,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,48.15008649542399,6,1.0,0.6318051845199918,0.0,0.0,13981.396660491575,11064.642237079624,3.764716,3.919418,0,0,0.071414,0.114574,0.0,0.0,0.0,0.0,0.0,0.0,,,,
WDAY,SHORT,0.36667024395238895,3.6667024395238896,5.59,3.9704,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",2.3,NEUTRAL,trend_continuation,,,200.0,120.0,65.49,0.7,97585.0,61676.0,0.632,54800.0,28535.0,75926.0,89.8,0.562,4.205960829401943,7,1.0,0.35571761504160687,1.5e-05,4.8e-05,14040.727269568964,52628.73948642915,0.609699,0.444285,0,0,0.30766,0.300301,2.55,0.61,0.46,1.4,0.33,0.26,,,,
