ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
ASTS,LONG,0.4117165878248359,4.117165878248359,6.63,5.0276,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,POSITIVE,trend_continuation,38619495.75,94.27,100.0,70.0,5.72,25.99,924093.0,364534.0,0.394,664223.0,119829.0,504575.0,69.8,1.094,2,0.7,2.227164864979234,0.000131,6.3e-05,2173143.775637981,975744.4587103986,3.479718,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-05,0.0,0.242161,0.002543,0.0,0.0,False,1.63,0.46,1.0,1.4,1.7,0.44,False,consolidation_break,3.0,False,1.0,0.4117165878248359,0.4117165878248359,n/a,2026-05-21,2026-05-21,2.597326,,,,
FORM,LONG,0.3807631218981825,3.8076312189818253,0.0,2.2846,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,1.2956276638145392,6.3e-05,4.7e-05,3.0647596383299247e-07,2.3654632607232023e-07,5.145833,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.445361,0.757954,0.0,0.0,False,,,,,,,,,,,,,,,,,1.310559,,,,
QCOM,LONG,0.36303768312060475,3.6303768312060476,6.71,4.8082,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.9,NEGATIVE,bounce_and_fail,-9962809.79,,220.0,200.0,4.67,4.85,611857.0,438367.0,0.716,463747.0,116399.0,470078.0,98.0,0.719,5,1.0,99.0,1.1e-05,4e-06,431.8477195065661,0.0001214752342856314,12.849845,0,1,0.055628,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.153183,0.495014,0.0,0.0,False,2.56,0.43,0.88,1.0,1.67,0.18,False,default,2.5,False,1.0,0.36303768312060475,0.36303768312060475,n/a,2026-05-21,2026-05-21,18.804878,,,,
DHI,LONG,0.357086300879425,3.57086300879425,5.49,4.4924,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,pullback_to_support,,,150.0,140.0,4.52,2.45,25670.0,32751.0,1.276,26459.0,464.0,31498.0,45.9,0.372,1,1.0,99.0,1.1e-05,0.0,3.8370637227951306e-06,0.0,3.121118,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.403212,0.0,0.0,0.0,False,0.0,0.97,1.0,1.4,1.93,0.19,False,default,2.5,False,1.0,0.357086300879425,0.357086300879425,n/a,2026-05-21,2026-05-21,,,,,
W,LONG,0.35156740950183957,3.5156740950183956,5.37,4.4288,price_validation_failed,"momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, trend_aligned",5.3,NEUTRAL,unknown,,,70.0,50.0,4.75,25.18,61072.0,87277.0,1.429,66285.0,1209.0,80855.0,56.1,0.687,1,1.0,99.0,8e-05,0.0,0.02196054427783518,0.0,65.372549,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.050949,0.0,0.0,0.0,False,0.0,0.85,1.0,1.4,1.81,0.31,False,default,2.5,False,1.0,0.35156740950183957,0.35156740950183957,n/a,2026-05-21,2026-05-21,,,,,
MRNA,LONG,0.3461569487297149,3.461569487297149,2.25,3.9658,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.8,NEGATIVE,unknown,-3597310.59,,50.0,25.0,5.69,47.16,349412.0,308321.0,0.882,270868.0,78012.0,308853.0,28.4,0.684,1,1.0,99.0,0.000143,0.0,2.1584919180811583e-06,0.0,28.475771,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606771,0.0,0.0,0.0,False,0.0,0.75,0.81,0.0,0.69,0.0,False,default,2.5,False,1.0,0.3461569487297149,0.3461569487297149,n/a,2026-05-21,2026-05-21,,,,,
HCA,LONG,0.3451131332246812,3.4511313322468116,2.81,3.6286,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,430.0,380.0,9.23,3.47,16133.0,17110.0,1.061,12500.0,1500.0,19243.0,64.8,0.298,1,1.0,99.0,4e-06,0.0,4.1887639853572434e-23,0.0,2.99637,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.357285,0.0,0.0,0.0,False,0.0,0.0,1.0,1.0,0.29,0.52,True,default,2.5,False,1.0,0.3451131332246812,0.3451131332246812,n/a,2026-05-21,2026-05-21,,,,,
INTC,LONG,0.3414826632055871,3.4148266320558713,6.36,4.2954,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,3.4,POSITIVE,ema_pullback,66915376.21,117.92,150.0,15.0,27.25,87.28,2864006.0,3077027.0,1.074,2444037.0,380375.0,3116621.0,94.1,0.816,4,1.0,99.0,6e-06,1e-06,2633.5267861614807,0.0004924708493739203,1.398519,2,0,0.0,0.004998,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.032887,0.003972,0.0,0.0,False,2.6,0.37,0.52,1.2,1.58,0.08,False,default,2.5,False,1.0,0.3414826632055871,0.3414826632055871,n/a,2026-05-21,2026-05-21,2.876595,,,,
ZS,LONG,0.33792493150533304,3.3792493150533303,6.53,4.6286,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,200.0,150.0,18.01,11.49,105010.0,79398.0,0.756,79984.0,3244.0,101180.0,97.2,0.815,2,1.0,99.0,4.9e-05,0.0,1.43216340375136e-07,0.0,1.856618,1,0,0.000374,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.213995,0.0,0.0,0.0,False,2.25,0.64,1.0,1.4,1.12,0.11,False,sustained_trend,5.0,False,1.0,0.33792493150533304,0.33792493150533304,n/a,2026-05-21,2026-05-21,,,,,
GFS,LONG,0.3350964354726121,3.3509643547261208,0.0,2.0106,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.3101128768046494,1e-05,3.3e-05,1.1923155472730253e-14,3.844779228642303e-14,1238.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705392,0.725084,0.0,0.0,False,,,,,,,,,,,,,,,,,954.333333,,,,
XHB,LONG,0.32288900597822723,3.2288900597822723,5.67,4.4554,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.7,NEUTRAL,retest_and_confirm,,,122.0,95.0,22.65,4.49,107596.0,55786.0,0.518,101087.0,3035.0,59352.0,91.2,0.349,1,1.0,99.0,0.0,0.0,3.85033626073221e-20,0.0,555.555556,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.387539,0.0,0.0,0.0,False,0.0,0.81,1.0,1.4,1.8,0.66,False,default,2.5,False,1.0,0.32288900597822723,0.32288900597822723,n/a,2026-05-21,2026-05-21,,,,,
MDB,LONG,0.3198769272385902,3.198769272385902,0.0,1.9193,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.03037508953598284,2.6e-05,3.4e-05,5.84064880388591e-12,1.9228416749083092e-10,10.554217,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.097346,0.333454,0.0,0.0,False,,,,,,,,,,,,,,,,,6.033333,,,,
FSLR,LONG,0.31451082902204486,3.1451082902204486,7.4,4.6526,poor_rr (1.7:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.3,POSITIVE,flag_breakout,8175151.18,245.37,410.0,180.0,66.33,26.98,358788.0,229156.0,0.639,131763.0,37567.0,418614.0,85.4,0.631,3,1.0,99.0,8.2e-05,2.9e-05,30923.604571743945,5.9891385762366896e-12,55.091082,0,0,0.029218,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.075448,0.17696,0.0,0.0,False,2.25,0.58,1.0,1.6,1.41,0.56,False,sustained_trend,5.0,False,1.0,0.31451082902204486,0.31451082902204486,n/a,2026-05-21,2026-05-21,13.071429,246.49,216.92,296.78,1.7
OKLO,LONG,0.3123106254859496,3.123106254859496,5.14,4.5836,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",7.4,NEGATIVE,pullback_to_support,-2480433.98,,200.0,40.0,212.38,37.52,374292.0,260739.0,0.697,249862.0,48750.0,336419.0,14.2,0.896,2,1.0,99.0,0.00025,0.0,1671.73410469497,0.0,4.497238,0,0,0.061249,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.462595,0.0,0.0,0.0,False,0.0,0.88,1.0,1.4,1.78,0.09,False,default,2.5,False,1.0,0.3123106254859496,0.3123106254859496,n/a,2026-05-21,2026-05-21,,,,,
FTNT,LONG,0.3109942361938359,3.1099423619383595,6.17,4.206,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.0,NEUTRAL,trend_continuation,,,130.0,80.0,1.71,37.41,95966.0,112263.0,1.17,93207.0,21052.0,93970.0,52.9,0.397,1,1.0,99.0,5e-06,0.0,4.002069468538354e-30,0.0,8.419355,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.439968,0.0,0.0,0.0,False,3.0,0.21,0.03,1.4,1.53,0.0,False,sustained_trend,5.0,False,1.0,0.3109942361938359,0.3109942361938359,n/a,2026-05-21,2026-05-21,,,,,
WDAY,LONG,0.2992889444059461,2.992889444059461,3.42,3.5224,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",5.0,NEUTRAL,retest_and_confirm,,,200.0,120.0,64.03,1.58,90823.0,71173.0,0.784,62263.0,1969.0,97764.0,93.2,0.731,1,1.0,99.0,3.5e-05,0.0,4.732438854128601e-07,0.0,1.266282,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.607355,0.0,0.0,0.0,False,0.0,0.86,0.44,1.4,0.34,0.37,False,default,2.5,False,1.0,0.2992889444059461,0.2992889444059461,n/a,2026-05-21,2026-05-21,,,,,
ANET,LONG,0.2847336472288208,2.847336472288208,0.0,1.7084,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,4.831415217278895e-18,9e-06,9e-06,7.421559827648879e-13,51203.491412527794,43.862573,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.039084,0.352639,0.0,0.0,False,,,,,,,,,,,,,,,,,31.791007,,,,
IWM,LONG,0.2840801660096752,2.840801660096752,0.0,1.7045,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,0.567199091942902,1.6e-05,8.5e-05,2115.340730952821,1864.7250683237742,11.398545,0,2,0.478836,0.088055,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.281356,0.291314,0.0,0.0,False,,,,,,,,,,,,,,,,,4.072797,,,,
SATS,LONG,0.2823958902147131,2.8239589021471314,0.0,1.6944,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.1624226892909969,1.7e-05,0.000105,0.021756571110933615,0.13395031941599297,1.270053,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.521817,0.581111,0.0,0.0,False,,,,,,,,,,,,,,,,,1.85107,,,,
AMAT,LONG,0.27955606988302356,2.7955606988302355,5.44,4.4898,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.3,NEGATIVE,trend_continuation,-1819636.28,,490.0,300.0,14.58,29.85,181236.0,178241.0,0.983,162322.0,24532.0,172623.0,66.2,0.546,1,1.0,99.0,7e-06,0.0,2172733.210119745,0.0,1.881068,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.512118,0.0,0.0,0.0,False,1.57,0.87,0.26,1.4,1.29,0.06,False,sustained_trend,5.0,False,1.0,0.27955606988302356,0.27955606988302356,n/a,2026-05-21,2026-05-21,,,,,
CRDO,LONG,0.27829942098909066,2.782994209890907,0.0,1.6698,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,8e-06,6.4e-05,0.0009006762635599102,1.1943704024311814e-06,1.310345,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.457038,0.601344,0.0,0.0,False,,,,,,,,,,,,,,,,,8.961039,,,,
SNDK,LONG,0.27778882772781627,2.7778882772781626,6.78,4.4429,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.1,POSITIVE,trend_continuation,124541032.77,1537.55,2000.0,250.0,30.03,83.75,315694.0,389569.0,1.234,335513.0,48295.0,321455.0,29.7,0.964,4,0.7,99.0,1.5e-05,5e-06,14032.729141229678,298.8182702291636,8.558333,0,0,2e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282191,0.313611,0.0,0.0,False,2.6,0.57,0.03,1.4,1.96,0.23,False,sustained_trend,5.0,False,1.0,0.27778882772781627,0.27778882772781627,n/a,2026-05-21,2026-05-21,1.527778,,,,
SE,LONG,0.2741280149696721,2.741280149696721,4.48,4.2146,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.5,NEUTRAL,retest_and_confirm,,,100.0,80.0,14.07,8.74,134350.0,82767.0,0.616,72999.0,2262.0,141856.0,45.7,0.511,1,0.7,99.0,1.2e-05,0.0,0.0012303084171444297,0.0,2.465753,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.275225,0.0,0.0,0.0,False,0.0,0.99,1.0,1.4,1.08,0.01,False,default,2.5,False,1.0,0.2741280149696721,0.2741280149696721,n/a,2026-05-21,2026-05-21,,,,,
QBTS,LONG,0.2692551394064744,2.692551394064744,7.67,4.4873,poor_rr (1.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,4.2,POSITIVE,support_ema_confluence,2973125.06,25.16,30.0,5.0,19.17,80.14,311698.0,218143.0,0.7,194726.0,42117.0,292998.0,75.2,1.082,1,1.0,99.0,8.2e-05,0.0,140.2270529494352,0.0,3.40625,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.623721,0.0,0.0,0.0,False,1.79,0.28,1.0,1.6,2.0,1.0,False,consolidation_break,3.0,False,1.0,0.2692551394064744,0.2692551394064744,n/a,2026-05-21,2026-05-21,,25.17,22.15,30.0,1.6
ORCL,LONG,0.26866342958605394,2.6866342958605394,6.23,4.5123,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.5,NEGATIVE,ema_pullback,-23946164.54,,200.0,150.0,5.1,21.18,1226103.0,1109508.0,0.905,857448.0,186574.0,1291589.0,84.6,0.695,1,1.0,99.0,1e-06,0.0,2.0536184388859456e-14,0.0,4.291667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.86794,0.0,0.0,0.0,False,2.03,0.69,1.0,1.2,1.3,0.0,False,default,2.5,False,1.0,0.26866342958605394,0.26866342958605394,n/a,2026-05-21,2026-05-21,,,,,
BA,LONG,0.26546380894714067,2.6546380894714066,4.18,4.1213,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.7,NEGATIVE,retest_and_confirm,-36123634.62,219.88,250.0,200.0,13.7,9.04,529445.0,390199.0,0.737,351704.0,49222.0,518718.0,58.4,0.336,1,1.0,99.0,6e-06,0.0,0.0029307298288519567,0.0,1.683295,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.61122,0.0,0.0,0.0,False,0.0,0.69,1.0,1.4,0.92,0.17,False,default,2.5,False,1.0,0.26546380894714067,0.26546380894714067,n/a,2026-05-21,2026-05-21,,,,,
SNOW,LONG,0.24911048042276365,2.4911048042276365,5.59,4.1826,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.3,NEGATIVE,trend_continuation,-8279078.8,,200.0,140.0,21.62,14.86,306934.0,254869.0,0.83,192048.0,39439.0,330316.0,93.3,0.802,1,0.7,99.0,4e-06,0.0,0.015535467265400825,0.0,1.152824,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.291953,0.0,0.0,0.0,False,1.7,0.53,0.86,1.4,1.1,0.0,False,default,2.5,False,1.0,0.24911048042276365,0.24911048042276365,n/a,2026-05-21,2026-05-21,,,,,
ADBE,LONG,0.24020444678829778,2.4020444678829778,0.0,1.4412,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,2.1676800479595816e-28,5e-06,9e-06,1.202503776284737e-22,277371.140961657,5.048544,0,0,0.0,0.327188,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.563475,0.389882,0.0,0.0,False,,,,,,,,,,,,,,,,,2.486697,,,,
