ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_score_z_shadow,bearish_score_z_shadow,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
CAR,SHORT,0.6406225220737936,6.4062252207379355,0.0,3.8437,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,0.23189231537939478,1.9e-05,8.3e-05,34567.9332146636,24844.817272266824,5.352941,8.007003,0,2,0.0,0.753165,2.0,3.0,0.44830411538598436,0.8114379304833318,1e-06,4e-06,0.503882,0.499009,0.0,0.0,,,,
SPXS,SHORT,0.6294157467671047,6.294157467671047,7.0,6.6471,price_validation_failed,"confirmation_volume, momentum_aligned, pullback_to_resistance, room_to_target, trend_aligned",not_extended,7.0,NEUTRAL,pullback_to_resistance,,,40.0,20.0,28.74,35.63,60807.0,30275.0,0.498,27405.0,16064.0,20184.0,44.7,0.438,2.35,0.0,1.0,1.4,1.88,0.37,5,1.0,8.589248043676026e-09,0.00016,0.000521,1.7251835797924544e-05,502.13463711257265,9.609756,7.409777,1,4,0.0,0.000628,3.0,3.0,0.6580130128462295,0.8376885475556631,0.0,1e-06,0.36619,0.177979,0.0,0.0,,,,
FAS,SHORT,0.5904494997941638,5.904494997941638,0.0,3.5427,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7,1.0,2.3095671303971924e-09,0.000122,9e-05,1.7322723846399013e-07,30.001680606564406,1.292096,3.207735,0,2,0.181002,0.088419,3.0,3.0,0.7052120926798239,0.4269778516668399,0.0,0.0,0.440371,0.217407,0.0,0.0,,,,
BTDR,SHORT,0.5689485858094491,5.689485858094491,1.83,4.3137,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.6,POSITIVE,unknown,4331433.55,12.91,15.0,7.5,16.37,41.82,419878.0,249171.0,0.593,137103.0,258022.0,179809.0,80.7,1.107,0.0,0.0,1.0,0.0,0.23,0.59,4,1.0,0.003597764387635789,3.2e-05,0.001437,29.45337222207088,2728.858725276863,0.026152,512.974709,0,0,0.0,0.314303,3.0,3.0,0.37160666442652446,0.6683621950524993,0.0,0.0,0.441526,0.136181,0.0,0.0,,,,
UVXY,SHORT,0.5505555555555555,5.505555555555555,0.0,3.3033,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,30.099430890965852,0.001145,0.000311,12.210305675537981,0.6084984988471738,2.127191,75.296392,0,1,0.0,0.037303,3.0,3.0,0.7335040973969433,0.5114478199609246,0.0,0.0,0.006668,0.05475,0.0,0.0,,,,
WSM,SHORT,0.5314684165185053,5.314684165185053,2.57,4.8483,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",7.1,NEUTRAL,unknown,,,230.0,175.0,15.76,11.92,8409.0,10658.0,1.267,2718.0,3519.0,5580.0,21.3,0.372,0.0,0.33,1.0,0.0,0.79,0.45,4,1.0,2.603705898553621e-05,1e-06,7.8e-05,5.242809990794006e-19,6.711984372872051e-15,0.062687,3.392395,0,1,0.0,0.307522,3.0,3.0,0.3693229998808653,0.7073919631582085,0.0,0.0,0.629283,0.465578,0.0,0.0,,,,
AVTX,SHORT,0.5255415499047619,5.2554154990476185,0.0,3.1532,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,17,1.0,1.1190930102269434,0.004212,0.002754,1.2551507247449107e-07,1.6022550829422834e-07,4.725771,0.811291,0,1,0.187353,0.744566,3.0,3.0,0.7783203438190612,0.6756411234566565,0.0,0.0,0.100349,0.430717,0.0,0.0,,,,
HUT,SHORT,0.5084483367287779,5.0844833672877785,1.62,4.5882,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.8,NEGATIVE,unknown,-117370.91,,100.0,35.0,33.51,53.27,151163.0,103361.0,0.684,57028.0,50330.0,82122.0,36.2,0.987,0.0,0.0,1.0,0.0,0.18,0.44,9,1.0,0.0003455987658210365,2.2e-05,4.3e-05,0.8893826369941937,1286.7271601524587,4.188192,8.98864,1,2,0.623308,0.422985,3.0,3.0,0.6874636475470056,0.8577004881708062,0.0,0.0,0.16165,0.091128,0.0,0.0,,,,
ELF,SHORT,0.4937354364471283,4.937354364471283,0.0,2.9624,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,60.43503195550202,6.7e-05,8.8e-05,104.48105062704516,6.915264027921685,1.165247,3.699725,1,0,0.001694,0.0,3.0,3.0,0.7668096185457145,0.694945719872199,0.0,0.0,0.3025,0.304298,0.0,0.0,,,,
HL,SHORT,0.4926580082636214,4.926580082636214,0.0,2.9559,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,13.008084704381812,5e-05,6.8e-05,1.6518311117763136,0.06349247984293527,1.902176,9.256385,0,0,0.142264,0.000621,3.0,3.0,0.6725896881922774,0.7301230253554588,0.0,0.0,0.09798,0.412727,0.0,0.0,,,,
ZETA,SHORT,0.4855298549206349,4.855298549206349,3.33,4.2866,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",4.3,POSITIVE,retest_and_confirm,4898572.08,17.98,20.0,15.0,11.23,16.57,196500.0,69061.0,0.351,46681.0,59683.0,116074.0,83.2,0.837,0.0,0.25,1.0,1.4,0.24,0.44,10,1.0,0.05616076606638237,8.8e-05,0.000177,1.0227681800266752,12.140957132692444,1.010673,1.004415,1,0,0.115876,0.428326,3.0,3.0,0.6812295386304364,0.7336746988690627,0.0,0.0,0.386678,0.322932,0.0,0.0,,,,
HUN,SHORT,0.47239284920634916,4.723928492063491,4.74,4.744,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.8,NEUTRAL,bounce_and_fail,,,15.0,8.0,12.36,40.07,76750.0,69523.0,0.906,50968.0,21.0,34860.0,72.5,0.689,0.0,0.83,1.0,1.0,1.54,0.38,9,1.0,0.5049384165238832,7.8e-05,0.000121,2.2986220161241389e-10,2.276140951948559e-10,1.075309,0.35514,1,0,0.412398,0.724611,3.0,3.0,0.6637724886143669,0.6505910330226471,0.0,0.0,0.177448,0.393115,0.0,0.0,,,,
LVS,SHORT,0.4700490490685736,4.700490490685736,0.0,2.8203,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,12,1.0,1.488969875929935,1.2e-05,1.1e-05,4715.848493181112,1055.729550435181,18.928593,2.92536,0,4,0.019461,0.388478,3.0,3.0,0.7247234829359889,0.7693416344181611,0.0,0.0,0.721313,0.203957,0.0,0.0,,,,
ARKK,SHORT,0.4452938898641422,4.452938898641422,0.7,4.2365,price_validation_failed,confirmation_volume,"continuation_pattern, momentum_aligned, not_extended, room_to_target, trend_aligned",9.0,NEGATIVE,unknown,-4202631.49,,115.0,70.0,45.15,11.65,274435.0,375008.0,1.366,197630.0,145705.0,151131.0,46.4,0.405,0.0,0.0,0.04,0.0,0.22,0.44,6,1.0,71.30024426186918,4.1e-05,8.9e-05,6351.494296573501,44.5404806275694,0.500381,0.916022,0,1,0.275259,0.510906,3.0,3.0,0.568921556961499,0.7188957723138909,1e-06,0.0,0.37537,0.375335,0.0,0.0,,,,
IGV,SHORT,0.4374248068069824,4.374248068069824,3.35,3.9321,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",3.7,POSITIVE,retest_and_confirm,146072609.12,85.17,90.0,80.0,5.78,5.97,860730.0,573846.0,0.667,366652.0,286229.0,530136.0,78.1,0.347,0.0,0.28,1.0,1.4,0.25,0.42,6,1.0,0.05180834609285277,1.3e-05,0.000289,6534.125775550558,63060.551709563006,0.264429,0.597707,1,1,0.471072,0.084525,3.0,3.0,0.6249801325982218,0.730928861270196,0.0,4e-06,0.400576,0.187359,0.0,0.0,,,,
VST,SHORT,0.42142645560549835,4.214264556054983,3.16,4.6551,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.0,NEGATIVE,ema_rally,-12586800.18,,180.0,150.0,10.12,8.23,145878.0,193415.0,1.326,74487.0,67953.0,118401.0,58.9,0.561,0.0,0.63,0.38,1.2,0.64,0.32,14,1.0,0.7342209607437383,1.2e-05,2.3e-05,14.154618802815088,25.70455772782985,39.015133,4.958231,4,2,0.073174,0.00107,3.0,3.0,0.4428883208863439,0.46332004867557847,0.0,0.0,0.027934,0.702267,0.0,0.0,,,,
AI,SHORT,0.4190639685588233,4.190639685588232,0.0,2.5144,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,6.9e-05,5.2e-05,30.462776123230178,9.090581210633928e-16,2.625199,38.264394,0,0,0.0,0.005926,3.0,3.0,0.7433387874189258,0.6888896651820066,0.0,0.0,0.227122,0.125552,0.0,0.0,,,,
CRWV,SHORT,0.41867788910874393,4.186778891087439,2.76,4.0214,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.5,POSITIVE,bounce_and_fail,85808747.43,116.79,150.0,70.0,28.37,40.09,1116821.0,1030036.0,0.922,559171.0,478177.0,632461.0,49.4,0.893,0.0,0.0,1.0,1.0,0.58,0.18,6,1.0,0.10879561643818286,4e-06,4.3e-05,18509.854622352195,34026.83900020807,0.152443,2.071292,0,1,0.0,0.46659,2.0,2.0,0.3944243377519181,0.5381234323544672,0.0,1e-06,0.319972,0.217711,0.0,0.0,,,,
VFC,SHORT,0.4165221243124736,4.165221243124736,3.52,4.3386,price_validation_failed,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned",6.0,POSITIVE,unknown,565115.09,20.95,30.0,10.0,42.86,52.38,173753.0,255080.0,1.468,48632.0,22644.0,326748.0,42.3,0.53,0.0,0.0,1.0,1.2,0.41,0.9,2,1.0,0.0,0.0,4.5e-05,0.0,67.57943033782942,,7.207143,0,1,0.0,0.134591,3.0,3.0,0.34237864145599123,0.7918724792013837,0.0,0.0,0.0,0.73547,0.0,0.0,,,,
KWEB,SHORT,0.40956879524422163,4.0956879524422165,0.0,2.4574,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,10,1.0,2.424868727324145,0.000199,9.5e-05,12282.075583983542,7597.571434848482,1326.879084,0.175773,3,0,0.550854,0.354768,2.0,2.0,0.5719255503989473,0.44249394834973976,6e-06,3e-06,0.315954,0.450941,0.0,0.0,,,,
IVZ,SHORT,0.39972719372626303,3.99727193726263,0.0,2.3984,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9,0.7,99.0,0.000392,2.4e-05,45973.97246921428,5.0188349592841284e-09,211.828862,242.365789,0,2,0.487465,0.543647,3.0,3.0,0.8737216235527762,0.7289273105204525,1e-05,0.0,0.475812,0.566368,0.0,0.0,,,,
CVNA,SHORT,0.375265881929982,3.7526588192998203,2.02,3.2223,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,36642825.69,,400.0,200.0,3.22,48.39,265032.0,218681.0,0.825,114589.0,62656.0,150603.0,80.7,0.828,0.0,0.0,1.0,0.0,0.31,0.71,13,1.0,0.433476191303747,5e-06,1.5e-05,9952.591467596949,4174.536275164474,11.150685,1.441264,0,1,0.29701,0.676214,3.0,3.0,0.544218449353982,0.6618756005971423,0.0,0.0,0.174458,0.138498,0.0,0.0,,,,
SIRI,SHORT,0.3436240714508556,3.436240714508556,2.33,3.4771,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.3,NEUTRAL,unknown,,,30.0,13.0,17.74,48.98,142697.0,83257.0,0.583,22479.0,31549.0,126382.0,74.8,0.379,0.0,0.0,1.0,0.0,0.35,0.98,1,1.0,0.0,0.0,3.2e-05,0.0,1.2848159633996907e-09,,54.806452,0,0,0.0,0.0,3.0,3.0,0.34237864145599123,0.6661382580424814,0.0,0.0,0.0,0.498151,0.0,0.0,,,,
UEC,SHORT,0.337143410833306,3.37143410833306,3.62,3.9517,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.9,NEUTRAL,ema_rally,,,15.0,12.0,0.2,19.84,120754.0,57241.0,0.474,70524.0,2146.0,73639.0,24.5,0.778,0.0,0.49,1.0,1.2,0.49,0.45,1,1.0,0.0,0.0,3e-05,0.0,51.11188834935377,,3.251924,0,0,0.0,0.0,3.0,3.0,0.34237864145599123,0.7572618937049297,0.0,0.0,0.0,0.047099,0.0,0.0,,,,
ALB,SHORT,0.3317412198622244,3.317412198622244,0.0,1.9904,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,17.998310934040006,2.1e-05,1.1e-05,1335.1545835919871,37.091107840203605,2.17699,3.022672,1,1,0.24599,0.02375,3.0,3.0,0.736468636193843,0.6895391665095735,0.0,0.0,0.224251,0.241316,0.0,0.0,,,,
SAP,SHORT,0.3316566397201671,3.3165663972016715,6.25,4.6533,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned,5.6,NEUTRAL,retest_and_confirm,,,190.0,155.0,4.84,14.47,26398.0,31961.0,1.211,8701.0,15625.0,24444.0,95.6,0.494,1.86,0.47,1.0,1.4,0.56,0.95,9,1.0,4.8758129297683485e-11,0.0,3e-06,6.250585571976111e-17,3.6627360764598133e-07,2.095715,8.318552,0,0,1e-06,0.025862,3.0,3.0,0.46245136206544585,0.6055505387614905,0.0,0.0,0.753983,0.355211,0.0,0.0,,,,
UNP,SHORT,0.330545528609056,3.30545528609056,0.0,1.9833,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9,1.0,0.8249634582363216,2e-06,3e-06,4409.905844448694,4276.461751531709,3.700412,41.354814,1,2,0.443185,0.0,3.0,3.0,0.6851272550972941,0.7014913556509587,0.0,0.0,0.464027,0.518207,0.0,0.0,,,,
ETHA,SHORT,0.32931381795521947,3.293138179552195,0.0,1.9759,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,1.3077515539096818,2.4e-05,1.6e-05,6074.903891696886,4645.30428087447,16.403537,14.09355,0,0,0.324405,0.441451,3.0,3.0,0.5617760984832362,0.6827852486864904,0.0,1e-06,0.272787,0.344663,0.0,0.0,,,,
IBIT,SHORT,0.32821299938129345,3.2821299938129345,0.0,1.9693,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,12,1.0,1.0963753525526978,1.7e-05,1.4e-05,15833.264898444939,10315.331242287368,1.188284,1.839156,0,0,0.673841,0.553915,2.0,2.0,0.3139862608501164,0.3717473237172437,1e-06,0.0,0.407132,0.28668,0.0,0.0,,,,
INTC,SHORT,0.32087263314606457,3.2087263314606456,2.84,3.2964,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",4.2,POSITIVE,bounce_and_fail,108934259.22,68.44,70.0,35.0,2.19,48.91,2870734.0,2842485.0,0.99,899711.0,1369408.0,2372127.0,90.4,0.733,0.0,0.0,1.0,1.0,0.44,0.39,5,1.0,0.0,0.0,2e-06,0.0,14079.700932120619,,7.037452,0,0,0.0,0.442557,2.0,2.0,0.4087509231329484,0.483016388038224,0.0,0.0,0.0,0.155384,0.0,0.0,,,,
BE,SHORT,0.3161094139756797,3.161094139756797,3.41,3.9235,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, volume_capitulation_reversal","not_extended, trend_aligned",6.6,POSITIVE,unknown,12155541.8,207.28,260.0,80.0,25.08,61.51,379297.0,371328.0,0.979,161294.0,207367.0,234453.0,44.8,1.112,0.0,0.0,1.0,1.4,0.65,0.35,9,1.0,0.014470486019501487,5e-06,2.7e-05,81.6967589076107,2822.8754306355077,59.279551,0.936888,0,2,0.106053,0.399463,3.0,3.0,0.43675908924208773,0.6210128452168243,0.0,0.0,0.21088,0.42298,0.0,0.0,,,,
CNC,SHORT,0.31420705084927997,3.1420705084928,0.0,1.8852,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7,1.0,22.337585684395638,3.7e-05,1.7e-05,3.6929216396238785e-09,4.13308055288585e-10,2.430559,2.871044,3,1,0.023518,0.0,3.0,3.0,0.7336193842030531,0.6575627689253646,0.0,0.0,0.595843,0.413698,0.0,0.0,,,,
B,SHORT,0.30964842208444654,3.0964842208444656,0.0,1.8579,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,19,1.0,99.0,3.5e-05,1.1e-05,437.73826409802564,0.2140038314448199,0.767301,1.539485,2,2,0.016737,0.037582,3.0,3.0,0.7271396969768699,0.6485501367421217,0.0,0.0,0.025269,0.344064,0.0,0.0,,,,
SOXX,SHORT,0.30946595761614215,3.0946595761614217,1.2,3.1673,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.3,NEUTRAL,unknown,,,450.0,275.0,8.25,33.85,48166.0,110245.0,2.289,40448.0,19586.0,36848.0,64.9,0.377,0.0,0.0,1.0,0.0,0.0,0.2,4,1.0,7.853221457938455e-05,2e-06,1.8e-05,1.2912779308669808,5480.884236628305,0.094262,2.740026,0,0,0.0,0.004523,3.0,3.0,0.37726948831564616,0.7899260012794559,0.0,0.0,0.695026,0.375888,0.0,0.0,,,,
GAP,SHORT,0.3006573426283946,3.0065734262839463,1.85,3.6583,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.0,NEUTRAL,unknown,,,30.0,22.0,11.03,18.58,49592.0,81700.0,1.647,11917.0,23138.0,65771.0,35.8,0.411,0.0,0.25,1.0,0.0,0.33,0.27,3,1.0,5.902490775845216e-07,6e-06,1.5e-05,2.8606534716365572e-15,2.4232595867351626e-09,0.368322,6.72684,0,0,0.0,1e-06,3.0,3.0,0.4145065530389754,0.6581527679542841,0.0,0.0,0.474846,0.365706,0.0,0.0,,,,
CLF,SHORT,0.29882198103253405,2.9882198103253406,0.0,1.7929,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7,1.0,21.491661119913434,5.9e-05,4.2e-05,50.47185278572404,5.871097225118461,2.398569,1.435956,0,1,0.002694,0.0,3.0,3.0,0.7776762717665494,0.6557488794943692,0.0,0.0,0.29141,0.269214,0.0,0.0,,,,
IREN,SHORT,0.2971125338590387,2.9711253385903866,0.0,1.7827,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.7541540529789517,1.8e-05,1.7e-05,9749.315753407438,25854.9714475367,10.942547,6.686047,0,0,0.29426,0.0,3.0,3.0,0.5875118095462728,0.668621800509788,0.0,0.0,0.083638,0.038765,0.0,0.0,,,,
U,SHORT,0.29695011360351564,2.9695011360351566,0.0,1.7817,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,3.019447746980009,8.9e-05,1.4e-05,473.44708556235804,156.799231262038,9.033226,12.077364,0,0,0.285288,0.076833,3.0,3.0,0.6827852486864904,0.6182141831558375,0.0,0.0,0.267325,0.252142,0.0,0.0,,,,
XLK,SHORT,0.29670382539682544,2.9670382539682545,1.24,3.5755,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",8.6,NEGATIVE,unknown,-8759025.16,154.35,160.0,130.0,3.66,15.78,281329.0,543058.0,1.93,90895.0,270486.0,405059.0,62.5,0.249,0.0,0.0,1.0,0.0,0.07,0.17,6,1.0,0.4565176775526276,0.0,0.0,1911.1042965017994,4186.2657033286205,3.732106,31.16665,0,1,0.109825,0.388298,2.0,2.0,0.5184778958935561,0.5902453053605187,0.0,0.0,0.555008,0.203956,0.0,0.0,,,,
LC,SHORT,0.2964799724708198,2.964799724708198,1.83,3.0114,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.9,NEUTRAL,unknown,,,20.0,14.0,14.68,19.72,17205.0,9028.0,0.525,6417.0,4615.0,7764.0,92.9,0.712,0.0,0.0,1.0,0.0,0.15,0.67,1,0.7,0.0,0.0,2e-05,0.0,2928.6269471195383,,3.460123,0,1,0.0,0.0,3.0,3.0,0.34237864145599123,0.7603628137236614,0.0,1e-06,0.0,0.365999,0.0,0.0,,,,
ARM,SHORT,0.29432046225984965,2.9432046225984965,0.0,1.7659,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,13,1.0,0.1612386467894052,2e-06,3e-06,377.8131027421094,1041.418654247117,0.290476,0.657105,2,3,0.455318,0.742174,3.0,3.0,0.4838579390710651,0.5439181003714552,0.0,0.0,0.516205,0.536014,0.0,0.0,,,,
ON,SHORT,0.29418022370360875,2.9418022370360877,0.0,1.7651,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,0.06842040204086063,8e-06,7e-06,303.7478681358736,6659.151197792045,2.036331,28.0,0,0,0.588703,0.437805,3.0,3.0,0.6331313175430308,0.6959471461665897,0.0,0.0,0.136631,0.559785,0.0,0.0,,,,
GM,SHORT,0.28847803404796013,2.884780340479601,3.13,3.2414,price_validation_failed,"confirmation_volume, not_extended, pullback_to_resistance, room_to_target","momentum_aligned, trend_aligned",4.3,POSITIVE,pullback_to_resistance,18915861.9,81.25,85.0,75.0,4.53,7.77,205954.0,156913.0,0.762,38514.0,121399.0,150185.0,88.7,0.411,0.0,0.01,1.0,1.4,0.36,0.36,12,1.0,9.502711783703508e-11,7e-06,1.4e-05,1.4199530518717008e-07,298.85217697685454,0.26618,0.824757,1,1,0.001641,0.012377,3.0,3.0,0.4451736206405292,0.7084943237136289,0.0,0.0,0.509044,0.524442,0.0,0.0,,,,
AAL,SHORT,0.28716745850505393,2.871674585050539,3.5,3.5258,price_validation_failed,"confirmation_volume, retest_and_confirm, room_to_target","momentum_aligned, not_extended, trend_aligned",5.2,POSITIVE,retest_and_confirm,4271058.02,12.78,15.0,10.0,17.37,21.75,1049557.0,1691454.0,1.612,479750.0,592897.0,1333681.0,81.8,0.56,0.0,0.0,1.0,1.4,0.5,0.6,3,1.0,0.29301045611208065,1.4e-05,5.6e-05,8011.545609507672,13671.091666508895,2.115489,0.61761,0,0,0.0,0.301255,3.0,3.0,0.6421748023988,0.7089420484437089,0.0,2e-06,0.383992,0.536609,0.0,0.0,,,,
CRS,SHORT,0.28510178707283906,2.8510178707283904,0.0,1.7106,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,99.0,2.7e-05,1.5e-05,6.28406694135762e-06,2.3994210236128957e-08,6.7,33.866667,0,0,0.000505,0.0,3.0,3.0,0.7075103794887,0.6354013608258656,0.0,0.0,0.206887,0.456267,0.0,0.0,,,,
TSM,SHORT,0.28158807142857145,2.8158807142857145,0.0,1.6895,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,19,1.0,4.98385560189129,3e-06,1e-06,22161.872216312382,4002.059166223052,0.145021,0.17125,4,4,0.502458,0.402233,2.0,2.0,0.5170011512092475,0.4772164013445808,0.0,0.0,0.467354,0.437486,0.0,0.0,,,,
SPXL,SHORT,0.2812331240351296,2.812331240351296,0.0,1.6874,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,2.6e-05,1e-05,2.127074087726805,4.387121852330503e-08,0.391667,5.3,0,1,0.0,0.0,3.0,3.0,0.5297744774604031,0.5973139264184514,0.0,0.0,0.743117,0.761798,0.0,0.0,,,,
COHR,SHORT,0.27759765033703226,2.7759765033703228,0.0,1.6656,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9,1.0,0.11654729917174303,2.4e-05,5e-06,146.1588884159913,2508.147154926566,0.732656,3.89087,1,0,0.003213,0.001893,3.0,3.0,0.6430085329292855,0.694488631748467,0.0,0.0,0.418657,0.172794,0.0,0.0,,,,
SCHW,SHORT,0.2773889523809524,2.7738895238095242,0.0,1.6643,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7,1.0,0.5607865116753151,5e-06,1e-06,766.6776479717428,1025.3603180665052,0.994451,3.587239,0,0,0.009936,0.110112,2.0,2.0,0.4859859086299124,0.479871377411596,0.0,0.0,0.434133,0.301863,0.0,0.0,,,,
STM,SHORT,0.2772850233529052,2.772850233529052,0.0,1.6637,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,99.0,5e-06,5e-06,8113.931659240379,33.45232436644059,66.718487,18.956522,0,0,0.354413,0.313401,3.0,3.0,0.6696395255759128,0.5789859382119217,0.0,0.0,0.218416,0.573254,0.0,0.0,,,,
PATH,LONG,0.3709657620500222,3.709657620500222,3.38,4.6488,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",8.9,NEGATIVE,unknown,-1296191.92,,15.0,10.0,44.09,3.94,653680.0,214376.0,0.328,351929.0,22131.0,357703.0,45.3,0.636,0.0,0.76,1.0,0.0,1.24,0.38,4,1.0,22.948986190461564,5e-05,1.1e-05,0.4144588278020525,0.05418001793573566,0.826161,0.131374,0,0,0.003317,0.0,,,,,,,,,,,,,,
QCOM,LONG,0.3543101216504069,3.543101216504069,4.68,4.0956,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.6,POSITIVE,trend_continuation,100781338.15,136.22,145.0,125.0,6.46,8.22,319834.0,246385.0,0.77,96977.0,114779.0,251798.0,83.6,0.422,0.0,0.27,1.0,1.4,1.85,0.16,13,1.0,1.1373700740496642,6e-06,3e-06,21028.20607928687,29581.514842450346,1.07228,0.125274,2,1,0.155425,0.308743,,,,,,,,,,,,,,
AVGO,LONG,0.3530300044909971,3.530300044909971,0.0,2.1182,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.6339718702508593,2e-06,1e-06,35807.576846352014,188271.11278708707,0.212964,0.1675,0,0,0.791947,0.077048,3.0,3.0,0.5910885715778154,0.5120625793914487,0.0,0.0,0.337182,0.514965,0.0,0.0,,,,
