ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_score_z_shadow,bearish_score_z_shadow,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
OKLO,SHORT,0.30769395280694006,3.0769395280694005,3.78,4.0125,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",6.7,NEGATIVE,ema_rally,-1139208.08,,200.0,50.0,199.36,25.16,354932.0,231403.0,0.652,107984.0,84829.0,271238.0,68.7,1.028,0.0,0.02,1.0,1.2,0.57,1.0,3,1.0,0.02019859805300277,3e-06,1.6e-05,3578.72691771406,88588.49778393502,0.250622,0.45,0,1,0.0,0.441747,2.0,2.0,0.4199830792277306,0.3818682038231386,1e-06,1e-06,0.461233,0.750075,0.0,0.0,,,,
GEV,SHORT,0.2636776338406107,2.636776338406107,1.66,2.9964,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.9,NEUTRAL,unknown,,,1100.0,600.0,9.7,40.16,94341.0,113142.0,1.199,44361.0,41285.0,70342.0,66.6,0.516,0.0,0.03,1.0,0.0,0.34,0.3,8,1.0,1.7545742525481904,2e-06,4e-06,860.2150029339473,817.1165566087672,0.919405,0.877918,1,0,0.331064,0.430751,,,,,,,,,,,,,,
SIG,SHORT,0.2475015405800337,2.4750154058003373,2.15,3.4425,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.8,NEUTRAL,unknown,,,100.0,85.0,5.73,10.13,33491.0,6483.0,0.194,747.0,18588.0,3061.0,46.7,0.447,0.0,0.47,1.0,0.0,0.49,0.19,1,1.0,0.0,0.0,1.5e-05,0.0,5.2681380439881986e-14,,6.733333,0,0,0.0,0.0,,,,,,,,,,,,,,
DAVE,LONG,0.7268829394312163,7.268829394312163,7.26,6.7124,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.5,NEUTRAL,trend_continuation,,,260.0,210.0,3.71,16.24,18888.0,5750.0,0.304,9430.0,2233.0,5946.0,73.8,0.761,2.16,0.0,1.0,1.4,1.85,0.85,20,1.0,54.01810527476402,0.000934,0.00046,13701.847051303237,591.8566800967928,2.769648,15.628246,2,1,0.0,0.435115,,,,,,,,,,,,,,
VICR,LONG,0.4655424500600225,4.655424500600224,6.57,5.3387,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.2,NEUTRAL,trend_continuation,,,230.0,155.0,5.48,28.92,8520.0,6193.0,0.727,2196.0,1770.0,2422.0,93.8,1.088,1.74,0.16,1.0,1.4,1.7,0.57,4,1.0,20.952232807939946,3.6e-05,1.6e-05,1.678721365597935e-05,2.403640768484267e-06,3.234951,2.386364,0,0,0.026341,0.0,,,,,,,,,,,,,,
MGM,LONG,0.432655491073725,4.32655491073725,5.11,4.6763,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.9,NEUTRAL,trend_continuation,,,40.0,30.0,3.65,22.26,82822.0,77982.0,0.942,34763.0,34264.0,74619.0,63.1,0.422,1.59,0.54,0.0,1.4,1.28,0.31,3,1.0,99.0,2.7e-05,0.0,130.10906280149416,0.0,2.869454,,0,0,0.044409,0.0,,,,,,,,,,,,,,
ELV,LONG,0.3763997561599929,3.763997561599929,6.63,5.191,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.6,NEUTRAL,support_ema_confluence,,,340.0,290.0,5.25,10.23,20960.0,13918.0,0.664,3084.0,9726.0,14157.0,71.9,0.407,1.79,0.17,1.0,1.6,1.83,0.24,3,1.0,99.0,3e-06,0.0,35933.04752768542,0.0,62.36478,,1,0,0.0,0.0,,,,,,,,,,,,,,
IGV,LONG,0.3703493002039038,3.7034930020390378,5.29,4.3187,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,4.4,POSITIVE,support_ema_confluence,146072609.12,85.17,90.0,80.0,5.78,5.97,860730.0,573846.0,0.667,366652.0,286229.0,530136.0,78.1,0.347,0.0,0.52,1.0,1.6,1.75,0.42,3,1.0,5.7795541627458045,3.6e-05,6e-06,181214.01443331648,62708.64822113671,1.577266,3.071322,1,1,0.370429,0.0,3.0,3.0,0.62498141263968,0.730928861270196,1e-06,5e-06,0.400576,0.187359,0.0,0.0,,,,
RGTI,LONG,0.36977965543791025,3.6977965543791025,6.87,4.3099,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,2.0,POSITIVE,trend_continuation,3339915.02,19.8,20.0,14.0,0.96,29.33,368051.0,369244.0,1.003,223448.0,127024.0,236870.0,63.1,1.031,2.03,0.0,1.0,1.4,1.88,0.56,3,0.7,99.0,5.3e-05,0.0,59704.09079482349,0.0,0.522106,,0,0,0.013018,0.0,,,,,,,,,,,,,,
CRWD,LONG,0.3160143930789783,3.1601439307897827,4.81,4.1631,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.7,POSITIVE,trend_continuation,89436139.09,423.64,470.0,350.0,10.86,17.44,224772.0,193863.0,0.862,80101.0,80838.0,183857.0,62.2,0.476,0.0,0.56,1.0,1.4,1.71,0.14,11,1.0,1.8471432593918684,6e-06,1e-06,8961.109415181783,12936.89141452159,0.177384,0.180683,2,2,0.020498,0.072157,3.0,3.0,0.49999496085689527,0.5978772890867654,0.0,0.0,0.279162,0.130169,0.0,0.0,,,,
AAOI,LONG,0.292138800770932,2.92138800770932,5.95,3.9857,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.7,POSITIVE,trend_continuation,25733514.53,,200.0,20.0,25.45,87.45,142537.0,124755.0,0.875,61687.0,53557.0,72178.0,96.1,1.539,2.59,0.0,0.0,1.4,1.84,0.11,4,1.0,13.146199568020423,2.4e-05,3e-06,9237.838916565555,2108.1010223755347,0.106916,0.144654,0,0,0.230941,0.0,,,,,,,,,,,,,,
SEDG,SHORT,0.6340709826813333,6.340709826813333,6.2,6.0504,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,5.1,NEUTRAL,unknown,,,70.0,35.0,82.77,8.62,100448.0,89405.0,0.89,43279.0,33717.0,84587.0,73.3,0.98,1.71,0.38,0.65,1.4,1.65,0.4,10,1.0,1.7499555644586946e-12,0.000123,0.003543,2.8695480103233163e-09,1639.783357133951,0.119157,16.447931,5,0,0.56043,0.0,,,,,,,,,,,,,,
AVAV,SHORT,0.42840225205819266,4.284022520581926,5.72,5.078,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,6.1,NEUTRAL,retest_and_confirm,,,400.0,160.0,108.96,16.41,33135.0,24346.0,0.735,16591.0,12238.0,19750.0,60.2,0.68,1.5,0.83,0.32,1.4,1.09,0.59,7,1.0,99.0,2.1e-05,6.2e-05,6.327229825626697e-07,1.1520234740298317e-09,0.513043,0.869623,0,0,0.007093,9.4e-05,,,,,,,,,,,,,,
PAAS,SHORT,0.4012059728071416,4.012059728071416,3.92,4.062,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.4,POSITIVE,trend_continuation,8575567.87,59.1,60.0,55.0,1.59,6.87,227831.0,85165.0,0.374,49943.0,36158.0,162721.0,65.5,0.605,0.0,0.5,1.0,1.4,0.7,0.32,12,1.0,0.3656752428520176,1.4e-05,2.9e-05,124.09060683687977,113.115493654112,0.138323,0.145739,1,2,0.0,0.014135,,,,,,,,,,,,,,
CAVA,SHORT,0.35908134331813096,3.5908134331813097,1.81,3.4784,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.7,NEUTRAL,unknown,,,135.0,65.0,42.44,31.42,90505.0,62001.0,0.685,13500.0,28463.0,67392.0,75.4,0.66,0.0,0.0,1.0,0.0,0.29,0.53,1,1.0,0.0,0.0,5.6e-05,0.0,8.359317694809352e-06,,4.495536,0,0,0.0,0.0,,,,,,,,,,,,,,
WYNN,SHORT,0.2838464347376148,2.838464347376148,3.41,3.4422,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.0,POSITIVE,ema_rally,3124669.4,109.19,120.0,62.5,9.9,42.76,216363.0,78266.0,0.362,45604.0,71644.0,166808.0,63.7,0.416,0.0,0.29,1.0,1.2,0.55,0.37,3,1.0,99.0,3e-06,2.5e-05,0.4818876638044896,7.193629362832469e-07,0.307292,0.355765,1,1,0.0,0.0,3.0,3.0,0.39148401512513403,0.3498356837330293,0.0,0.0,0.367336,0.0,0.0,0.0,,,,
KORU,LONG,0.8042983991012855,8.042983991012855,6.16,6.8895,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.1,NEUTRAL,trend_continuation,,,565.0,320.0,9.53,37.97,6333.0,11016.0,1.739,5376.0,3142.0,1037.0,73.3,1.429,1.92,0.0,0.97,1.4,1.71,0.15,26,1.0,99.0,0.002506,0.000301,2592.462873250173,20.666016419094845,46.556044,25.767857,19,1,0.008318,0.381616,,,,,,,,,,,,,,
TFIN,LONG,0.5395704468461311,5.395704468461311,6.61,5.8409,watchlist_reeval_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.8,NEUTRAL,flag_breakout,,,70.0,50.0,5.45,24.68,625.0,1226.0,1.962,585.0,158.0,1049.0,66.0,0.561,1.83,0.32,1.0,1.6,1.43,0.43,2,1.0,99.0,9.9e-05,0.0,39779.60169051805,0.0,,,1,0,0.080824,0.0,,,,,,,,,,,,,,
SJM,LONG,0.497167219107514,4.97167219107514,5.76,5.4938,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.4,NEUTRAL,retest_and_confirm,,,100.0,90.0,4.71,5.76,25158.0,8331.0,0.331,2527.0,16442.0,7620.0,61.1,0.274,0.0,0.96,1.0,1.4,1.78,0.62,4,1.0,99.0,9.1e-05,6e-06,74074.1202476838,6.056284936513588e-32,3.143192,2.108527,1,0,0.0,0.0,,,,,,,,,,,,,,
CVS,LONG,0.48733642397180327,4.873364239718033,6.18,5.1307,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,4.2,POSITIVE,support_ema_confluence,76195654.33,77.2,80.0,70.0,3.49,9.44,259010.0,175936.0,0.679,102657.0,52165.0,176087.0,62.8,0.343,1.69,0.64,0.66,1.6,1.2,0.4,17,1.0,99.0,1.6e-05,7e-06,1.3206089086528274,2.4572252064851548e-06,11.599737,0.562937,0,0,0.0,0.009661,,,,,,,,,,,,,,
SQQQ,LONG,0.3948313095238095,3.9483130952380954,1.5,3.6442,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,POSITIVE,unknown,5435968.32,56.38,74.5,55.0,32.12,2.46,294315.0,75744.0,0.257,151126.0,44180.0,47462.0,38.8,0.55,0.0,0.0,1.0,0.0,0.06,0.45,4,1.0,13.719847034967747,0.0,0.0,10240.996722111895,2239.3099637358973,5.951728,0.167439,2,0,0.284305,0.0,3.0,3.0,0.4616432144348522,0.42831868315129185,0.0,0.0,0.692842,0.0,0.0,0.0,,,,
LUV,LONG,0.3246797680709481,3.246797680709481,4.75,4.0284,watchlist_reeval_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,4.9,POSITIVE,unknown,24729461.57,42.69,55.0,35.0,28.81,18.03,249758.0,148592.0,0.595,27739.0,157498.0,120113.0,89.9,0.575,0.0,0.65,1.0,1.2,1.34,0.56,8,1.0,99.0,2.5e-05,3e-06,5210.769969839065,65.57557103568648,0.208279,0.179705,0,0,0.097104,1e-06,,,,,,,,,,,,,,
AFRM,LONG,0.32098901817174275,3.2098901817174275,7.25,3.9799,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,1.0,POSITIVE,trend_continuation,701270.44,64.5,65.0,45.0,0.78,30.23,159214.0,165417.0,1.039,80904.0,53023.0,112744.0,85.4,0.84,2.16,0.0,1.0,1.4,1.83,0.86,2,1.0,99.0,1.2e-05,0.0,4936.609989068989,0.0,1.997113,,0,0,0.001757,0.0,,,,,,,,,,,,,,
MDGL,SHORT,0.6037166980952381,6.037166980952381,2.21,4.7416,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.3,NEUTRAL,unknown,,,570.0,450.0,7.14,15.42,14157.0,4734.0,0.334,1359.0,5906.0,6678.0,86.1,0.617,0.0,0.46,1.0,0.0,0.5,0.26,7,1.0,99.0,0.000142,0.000331,67909.25999364065,9.603295294580898e-07,38.380952,2.474916,1,0,0.0,0.499771,,,,,,,,,,,,,,
PWR,SHORT,0.40446746483840945,4.0446746483840945,1.83,3.5513,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.9,NEUTRAL,unknown,,,620.0,530.0,3.01,11.94,17457.0,16650.0,0.954,5937.0,5705.0,9334.0,87.1,0.459,0.0,0.3,1.0,0.0,0.13,0.4,14,1.0,6.291718054091837,8e-06,1.2e-05,55.729549812756304,8.857604446612546,3.734366,2.068976,0,1,0.040095,0.026148,,,,,,,,,,,,,,
TLT,SHORT,0.35811653562093204,3.58116535620932,4.98,3.9246,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.2,POSITIVE,ema_rally,1338852964.38,87.06,90.0,85.0,3.37,2.38,5054375.0,3032227.0,0.6,1664557.0,1519419.0,3898834.0,15.7,0.103,1.65,0.85,0.71,1.2,0.33,0.25,8,1.0,0.06344705282544118,1e-06,1.8e-05,44242.52107111995,99616.29219257887,0.137404,0.226061,0,1,0.0,0.69585,,,,,,,,,,,,,,
SHAK,SHORT,0.3567281085465383,3.567281085465383,3.32,4.0596,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, shooting_star_at_resistance","momentum_aligned, trend_aligned",6.4,NEUTRAL,unknown,,,115.0,90.0,10.86,13.24,14386.0,19796.0,1.376,4482.0,7499.0,16999.0,75.1,0.608,0.0,0.11,1.0,1.2,0.49,0.52,1,1.0,0.0,0.0,5.5e-05,0.0,2.834820323833582e-06,,17.181818,0,0,0.0,0.0,,,,,,,,,,,,,,
TEM,SHORT,0.32218604683897656,3.2218604683897656,2.81,3.3339,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",4.4,POSITIVE,bounce_and_fail,5790060.62,55.84,70.0,50.0,25.29,10.51,209407.0,120780.0,0.577,44548.0,59659.0,153744.0,77.5,0.774,0.0,0.07,1.0,1.0,0.28,0.47,2,1.0,0.44114559250435176,1.9e-05,4.3e-05,140255.750413363,317935.2866638454,,,0,0,0.0,0.0,,,,,,,,,,,,,,
APP,SHORT,0.29487748241203926,2.9487748241203926,3.03,3.7234,watchlist_reeval_failed,"not_extended, retest_and_confirm, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.7,NEGATIVE,retest_and_confirm,-3025608.45,,500.0,200.0,4.78,58.09,208095.0,145597.0,0.7,70218.0,71413.0,133624.0,91.1,0.856,0.0,0.14,1.0,1.4,0.22,0.26,10,1.0,0.04827305568088092,2e-06,4e-06,913.8201434440132,12620.154667440313,0.80603,0.139874,1,3,0.559248,0.065935,,,,,,,,,,,,,,
EWY,LONG,0.38598082882815077,3.8598082882815077,5.37,5.0609,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",7.6,NEGATIVE,trend_continuation,-2524239.12,,160.0,110.0,5.04,27.79,380881.0,337709.0,0.887,158354.0,206457.0,103811.0,73.6,0.499,1.97,0.0,0.0,1.4,1.72,0.28,4,1.0,1.796402434813133,4.5e-05,1.1e-05,127721.82056235061,213296.00442615175,0.259767,0.017673,2,0,0.057091,0.0,,,,,,,,,,,,,,
RELY,SHORT,0.6194611124707043,6.194611124707043,2.11,4.8903,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.8,NEUTRAL,unknown,,,30.0,17.5,49.93,12.54,26647.0,13362.0,0.501,6492.0,8637.0,13283.0,83.5,0.668,0.0,0.0,1.0,0.0,0.11,1.0,6,1.0,0.76876762275365,3.8e-05,8.9e-05,20009.268066608274,26027.719527179157,2.37037,5.672811,0,1,0.418294,0.0,,,,,,,,,,,,,,
EEM,SHORT,0.4563172182762767,4.5631721827627665,1.73,4.3406,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.7,NEGATIVE,unknown,-84458776.53,,65.0,50.0,2.14,21.43,2814748.0,3920424.0,1.393,962329.0,2226500.0,1859417.0,81.4,0.239,0.0,0.0,1.0,0.0,0.27,0.45,6,1.0,1.5901553945545424,8e-06,1.9e-05,43149.5565617492,13567.716938078524,290.864201,7.891141,1,0,0.123631,0.468258,3.0,3.0,0.5796280358460936,0.5377996430909243,0.0,0.0,0.255616,0.480768,0.0,0.0,,,,
AMGN,SHORT,0.4546045946115649,4.546045946115649,3.81,4.516,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.5,NEUTRAL,trend_continuation,,,400.0,300.0,12.58,15.56,58925.0,45189.0,0.767,16097.0,26478.0,37169.0,87.7,0.304,0.0,0.82,0.83,1.4,0.22,0.54,5,1.0,99.0,0.0,1e-05,2541.8528410654853,3.085970730373673e-07,5.8,3.437154,0,3,0.0,0.322168,,,,,,,,,,,,,,
MU,SHORT,0.3386214546027713,3.386214546027713,2.86,4.0311,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.4,NEGATIVE,bounce_and_fail,-5749944.03,454.93,500.0,300.0,9.87,34.08,1369766.0,1500055.0,1.095,640922.0,614633.0,1021765.0,65.1,0.689,0.0,0.24,1.0,1.0,0.51,0.11,11,1.0,0.1551657781442648,1e-06,3e-06,73950.79111976725,178722.05457655372,0.161553,0.189892,0,3,0.578599,0.38858,3.0,3.0,0.581751508390585,0.5055445051856932,0.0,0.0,0.071032,0.352143,0.0,0.0,,,,
UBS,SHORT,0.3124336302218354,3.124336302218354,2.88,3.4862,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,50.0,35.0,14.31,19.98,65723.0,69700.0,1.061,48877.0,33.0,68376.0,79.5,0.33,0.0,0.0,1.0,1.0,0.47,0.42,12,1.0,99.0,3e-06,6e-06,3.8905557117645877,0.0001102563853034408,1.378284,1.192373,0,0,1.8e-05,0.378276,,,,,,,,,,,,,,
SMMT,LONG,0.48202005359481775,4.820200535948177,0.0,2.8921,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7,99.0,3.7e-05,0.0,2107.6992448543933,0.0,101.919836,,0,0,0.219822,0.0,,,,,,,,,,,,,,
LITE,LONG,0.45706897896582366,4.570689789658236,5.81,5.2683,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.2,NEUTRAL,trend_continuation,,,1000.0,350.0,11.85,60.85,95278.0,108101.0,1.135,40963.0,40972.0,53485.0,68.4,1.015,2.11,0.38,0.18,1.4,1.68,0.07,5,1.0,24.25786342476904,6.5e-05,1.1e-05,835458.0343123459,51661.06468341823,0.279047,0.35169,0,0,0.470428,0.359971,,,,,,,,,,,,,,
ASPI,LONG,0.4285714285714286,4.2857142857142865,4.97,5.2939,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,8.3,NEUTRAL,trend_continuation,,,10.0,5.0,86.22,6.89,183719.0,36796.0,0.2,17488.0,52302.0,77288.0,45.9,1.199,0.0,0.48,1.0,1.4,1.42,0.67,1,0.7,99.0,0.000461,0.0,1.8525521165614533e-20,0.0,24.32,,0,0,0.0,0.0,,,,,,,,,,,,,,
SMH,LONG,0.423834289569241,4.23834289569241,5.86,5.2572,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.9,NEGATIVE,trend_continuation,-17180286.69,,605.0,405.0,30.34,12.75,436331.0,1122808.0,2.573,410836.0,336279.0,348313.0,66.0,0.378,2.31,0.0,0.0,1.4,1.97,0.18,14,1.0,2.5063587739718316,1.1e-05,7e-06,22003.65493700515,15802.43790231382,1.985273,16.447795,1,2,0.114059,0.236979,3.0,3.0,0.5548691424183435,0.5798336526996704,0.0,0.0,0.150398,0.292652,0.0,0.0,,,,
ACN,LONG,0.42051605870148656,4.205160587014865,5.14,5.2246,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",7.9,NEUTRAL,trend_continuation,,,300.0,170.0,51.78,13.99,96486.0,54218.0,0.562,26129.0,27548.0,72315.0,55.2,0.387,0.0,0.87,1.0,1.4,1.79,0.09,15,1.0,99.0,1.7e-05,4e-06,16.917290495065618,3.047292608241559e-09,1.195088,0.132953,2,1,0.005491,0.263629,,,,,,,,,,,,,,
NFLX,LONG,0.39400212313008354,3.940021231300835,6.67,5.611,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,8.2,NEGATIVE,trend_continuation,-430344.67,97.33,120.0,5.0,23.32,94.86,3241474.0,2999776.0,0.925,924127.0,1143724.0,3229258.0,22.5,0.296,2.26,0.69,1.0,1.4,0.32,1.0,7,1.0,16.88290001997539,1e-06,0.0,78896.53359859956,28038.974407922095,29.798659,0.39766,1,0,0.762862,0.0,2.0,2.0,0.5113985900383395,0.3171108893683867,0.0,0.0,0.581074,0.428187,0.0,0.0,,,,
LYB,LONG,0.378994676083472,3.7899467608347197,3.41,4.078,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.8,NEUTRAL,trend_continuation,,,90.0,60.0,35.81,9.46,91038.0,104043.0,1.143,28908.0,47467.0,68972.0,80.1,0.539,0.0,0.12,1.0,1.4,0.09,0.8,9,1.0,0.44888639496630056,1.9e-05,9e-06,12581.691416460244,56057.35240607947,1.000491,0.527435,2,0,0.341021,0.4017,3.0,3.0,0.6281132136723354,0.658730806589319,0.0,0.0,0.077735,0.51576,0.0,0.0,,,,
EQT,LONG,0.36484958474578516,3.6484958474578515,4.22,4.6502,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.8,NEGATIVE,bounce_and_fail,-10959993.98,58.5,70.0,50.0,19.7,14.5,143318.0,162178.0,1.132,56837.0,77471.0,112655.0,65.4,0.381,0.0,0.55,0.55,1.0,1.62,0.51,8,1.0,0.0723409664261586,3.5e-05,1.2e-05,22.079816443761125,305.218709875806,1.144573,0.77243,0,1,0.040314,0.101984,,,,,,,,,,,,,,
TER,SHORT,0.5983468213431635,5.983468213431635,1.26,4.2897,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.6,NEUTRAL,unknown,,,440.0,310.0,15.67,18.5,44225.0,29200.0,0.66,23570.0,12264.0,22455.0,91.3,0.765,0.0,0.0,1.0,0.0,0.07,0.19,16,1.0,99.0,1.4e-05,5.7e-05,70819.79268753357,11.89474201542191,1.262217,2.573788,1,1,5e-06,6e-06,,,,,,,,,,,,,,
VRT,SHORT,0.5128726394738082,5.128726394738083,1.59,4.3414,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.5,NEGATIVE,unknown,-199965.0,307.28,310.0,190.0,0.87,38.18,222382.0,233754.0,1.051,111153.0,99915.0,159628.0,78.3,0.69,0.0,0.0,1.0,0.0,0.52,0.07,17,1.0,0.043648381895248035,1.3e-05,2.9e-05,352.49675969112457,9085.304825370587,0.306173,10.876381,1,0,0.201295,0.007127,,,,,,,,,,,,,,
AR,SHORT,0.48925911682009743,4.892591168200974,6.05,5.3013,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.2,NEUTRAL,trend_continuation,,,40.0,31.0,9.05,15.49,87115.0,83982.0,0.964,50981.0,40519.0,46038.0,66.3,0.449,1.91,0.26,0.76,1.4,1.18,0.54,6,1.0,99.0,3.7e-05,6.2e-05,49777.89876615625,2.316181487107419e-13,6965.162378,2.125439,0,0,7e-06,0.270444,3.0,3.0,0.8057554669894965,0.42622235010841825,0.0,0.0,0.030481,0.105711,0.0,0.0,,,,
IWM,SHORT,0.3671789290173111,3.671789290173111,1.62,4.0419,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",8.6,NEGATIVE,unknown,-145478824.12,,280.0,250.0,1.53,9.35,2723672.0,7664491.0,2.814,2190253.0,2155071.0,4078529.0,52.0,0.217,0.0,0.0,1.0,0.0,0.21,0.41,10,1.0,0.0,0.0,3.1e-05,0.0,185915.20267247636,,0.753639,0,0,0.0,0.815976,3.0,2.0,0.46679363498940496,0.36780077669087985,0.0,0.0,0.0,0.19315,0.0,0.0,,,,
META,SHORT,0.35685791409441486,3.5685791409441485,1.34,3.5863,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.0,NEGATIVE,unknown,-48548.14,688.52,750.0,600.0,8.92,12.86,2026964.0,995849.0,0.491,596445.0,622360.0,1388465.0,80.7,0.412,0.0,0.0,1.0,0.0,0.09,0.25,23,1.0,0.5577188268193377,2e-06,4e-06,210505.02338552327,290337.9503777093,0.24147,0.32566,5,2,0.575239,0.781797,3.0,3.0,0.5481286469153805,0.5948215279624839,0.0,0.0,0.369399,0.568074,0.0,0.0,,,,
