ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,entry_price,stop_price,target_1,rr_ratio
KRE,LONG,0.33513541746381925,3.3513541746381925,8,5.7357,price_validation_failed,"bullish_rejection_wick, call_wall_clear, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_strong_close, confirmation_volume, flag_breakout, structural_breakout, trend_aligned",8.3,NEGATIVE,pullback_to_support,-151238779.07,,75.0,60.0,18.97,4.82,923548.0,1576874.0,1.707,496775.0,844715.0,624878.0,,,,
CORZ,LONG,0.3300005,3.3000049999999996,7,5.61,price_validation_failed,"call_wall_clear, ema_pullback, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",9.3,NEGATIVE,unknown,-1530640.06,15.8,25.0,14.0,58.13,11.45,1358483.0,751254.0,0.553,411183.0,499051.0,353152.0,,,,
AAP,LONG,0.33000025,3.3000024999999997,5,4.53,price_validation_failed,"call_wall_clear, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, structural_breakout, trend_aligned",6.9,NEUTRAL,pullback_to_support,,,50.0,40.0,6.29,14.97,106885.0,36382.0,0.34,30003.0,14300.0,32619.0,,,,
ALAB,LONG,0.33,3.3000000000000003,0,1.98,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CMG,LONG,0.33,3.3000000000000003,0,1.98,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CVI,LONG,0.3183256333333333,3.183256333333333,0,1.91,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
RKLB,LONG,0.3088310428275135,3.0883104282751352,6,4.8842,price_validation_failed,"call_wall_clear, confirmation_volume, ema_pullback, gamma_tailwind, near_term_oi_dominant, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned",7.7,NEGATIVE,unknown,-1182714.03,67.3,100.0,7.0,48.74,89.59,484326.0,345492.0,0.713,238244.0,40607.0,383762.0,,,,
CRWD,LONG,0.30022004761904764,3.0022004761904766,0,1.8013,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
ACHR,LONG,0.29923972769700946,2.9923972769700944,6,4.3162,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_headwind, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",5.1,POSITIVE,pullback_to_support,757713.52,5.75,10.0,5.0,73.61,13.19,639768.0,150075.0,0.235,213670.0,126315.0,319723.0,,,,
IONQ,LONG,0.29867174,2.9867174000000003,6,4.7934,price_validation_failed,"call_wall_clear, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, structural_breakout, trend_aligned",7.5,NEGATIVE,pullback_to_support,-2409822.61,,40.0,20.0,28.21,35.9,292765.0,300577.0,1.027,175528.0,82778.0,209816.0,,,,
GPRE,LONG,0.29528105792661913,2.9528105792661914,8,5.3764,poor_rr (0.8:1),"call_wall_clear, confirmation_volume, near_term_oi_dominant, not_extended, room_to_target, strong_trend, structural_breakout, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support",7.5,NEUTRAL,structural_breakout,,,17.0,3.0,9.68,80.65,46351.0,17069.0,0.368,8012.0,2217.0,41783.0,15.5,13.64,17.0,0.81
GS,LONG,0.28567711904761905,2.8567711904761905,0,1.7141,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
USAR,LONG,0.2773747266666667,2.7737472666666667,8,5.6669,price_validation_failed,"call_wall_clear, confirmation_volume, ema_pullback, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",9.4,NEGATIVE,unknown,-137072.07,16.23,25.0,15.0,53.94,7.64,404405.0,188041.0,0.465,127258.0,134515.0,96426.0,,,,
PLTR,LONG,0.2663796785714286,2.6637967857142857,0,1.5983,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
FCX,LONG,0.25833358333333334,2.5833358333333334,6,4.8517,price_validation_failed,"call_wall_clear, gamma_tailwind, healthy_pullback_volume, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, not_extended, structural_breakout, trend_aligned",8.8,NEGATIVE,pullback_to_support,-5046156.16,,65.0,35.0,24.78,32.81,749348.0,663996.0,0.886,144250.0,349865.0,507848.0,,,,
UVXY,LONG,0.2531469433333333,2.531469433333333,8,5.1057,price_validation_failed,"bounce_and_fail, bullish_strong_close, call_wall_clear, healthy_pullback_volume, near_term_oi_dominant, not_extended, strong_trend, trend_aligned","bullish_rejection_wick, confirmation_volume, flag_breakout, pullback_to_support, room_to_target, structural_breakout",7.2,NEUTRAL,bounce_and_fail,,,75.0,35.0,38.63,35.3,161251.0,87246.0,0.541,96040.0,54969.0,28278.0,,,,
NVDA,LONG,0.253017838867784,2.53017838867784,8,4.8451,price_validation_failed,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",5.9,POSITIVE,pullback_to_support,76483.45,172.75,200.0,140.0,15.81,18.93,9319996.0,7821295.0,0.839,2658245.0,3738327.0,7325137.0,,,,
VRT,LONG,0.2517553690476191,2.517553690476191,0,1.5105,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
DDOG,LONG,0.24891702095238097,2.4891702095238095,6,4.1446,price_validation_failed,"call_wall_clear, confirmation_volume, ema_pullback, gamma_headwind, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",5.5,POSITIVE,unknown,446419.86,125.08,150.0,95.0,19.92,24.05,157136.0,137184.0,0.873,71325.0,56997.0,78754.0,,,,
MRVL,LONG,0.24840819047619048,2.4840819047619047,0,1.4904,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
WULF,LONG,0.24791837333333333,2.4791837333333335,9,5.2196,price_validation_failed,"call_wall_clear, confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended, swing_dte_dominant, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout",6.4,POSITIVE,unknown,11841373.45,15.12,20.0,11.0,32.45,27.15,1285698.0,775392.0,0.603,443760.0,501692.0,572500.0,,,,
META,LONG,0.24720694183506928,2.4720694183506926,7,5.216,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, not_extended, structural_breakout, trend_aligned",9.4,NEGATIVE,pullback_to_support,-162388.63,593.42,700.0,500.0,17.91,15.78,1424810.0,921015.0,0.646,397445.0,664060.0,859859.0,,,,
AEM,LONG,0.24518294000000002,2.4518294000000003,0,1.4711,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
VST,LONG,0.24361361904761905,2.4361361904761907,0,1.4617,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
SOXS,LONG,0.24220173,2.4220173000000003,0,1.4532,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
TEM,LONG,0.24165434000000002,2.4165434,0,1.4499,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
SBUX,LONG,0.23411495238095237,2.3411495238095235,0,1.4047,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
GOOG,LONG,0.233553,2.3355300000000003,0,1.4013,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
ZS,LONG,0.22789561904761907,2.278956190476191,0,1.3674,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CRM,LONG,0.22453852380952383,2.2453852380952384,0,1.3472,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
XBI,LONG,0.22412909523809524,2.2412909523809526,0,1.3448,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
INTC,LONG,0.22089219047619046,2.2089219047619046,0,1.3254,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
GLXY,LONG,0.22026268238095237,2.2026268238095237,0,1.3216,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
COST,LONG,0.21916691666666666,2.1916691666666663,0,1.315,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
MSFT,LONG,0.21751922576709337,2.1751922576709335,0,1.3051,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
TQQQ,LONG,0.21720191045381462,2.1720191045381463,7,4.766,price_validation_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",7.9,NEGATIVE,pullback_to_support,-2071237.99,43.0,50.0,40.0,16.06,7.15,951625.0,737288.0,0.775,446169.0,208710.0,474609.0,,,,
NOW,LONG,0.2150877380952381,2.150877380952381,7,4.3354,price_validation_failed,"call_wall_clear, confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",5.8,POSITIVE,unknown,12513860.41,110.39,130.0,100.0,17.77,9.4,513849.0,387919.0,0.755,119560.0,231163.0,369569.0,,,,
AMZN,LONG,0.21117366549006228,2.1117366549006227,0,1.267,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
HOOD,LONG,0.2074707,2.074707,0,1.2448,weak_bullish_flow,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CRM,SHORT,0.4834617619047619,4.834617619047619,0,2.9008,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
LYV,SHORT,0.42719414721989923,4.271941472198993,7,5.596,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",6.8,NEUTRAL,bounce_and_fail,,,180.0,120.0,20.93,19.38,76306.0,84698.0,1.11,22345.0,17116.0,93789.0,,,,
BA,SHORT,0.4225025,4.2250250000000005,0,2.535,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
RVMD,SHORT,0.41000425,4.1000425,0,2.46,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CMG,SHORT,0.3871744166666667,3.8717441666666668,9,6.3759,price_validation_failed,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",8.7,NEGATIVE,bounce_and_fail,-20873567.94,,40.0,27.5,19.87,17.59,549899.0,495953.0,0.902,118249.0,270210.0,385496.0,,,,
PL,SHORT,0.3852248546500089,3.852248546500089,5,4.3061,price_validation_failed,"bearish_rejection_wick, confirmation_volume, gamma_headwind, gamma_tailwind, near_term_oi_dominant, pullback_to_resistance, put_wall_clear, room_to_target","bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, structural_breakdown, trend_aligned",4.4,POSITIVE,pullback_to_resistance,1346110.36,33.84,35.0,15.0,3.46,55.66,155861.0,96208.0,0.617,67937.0,31615.0,97070.0,,,,
RKLB,SHORT,0.3834151677742765,3.834151677742765,0,2.3005,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
HD,SHORT,0.3719809238095238,3.719809238095238,0,2.2319,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CVI,SHORT,0.36833333333333335,3.6833333333333336,4,4.2417,price_validation_failed,"confirmation_volume, near_term_oi_dominant, pullback_to_resistance, put_wall_clear, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, structural_breakdown, trend_aligned",6.0,NEUTRAL,pullback_to_resistance,,,35.0,25.0,3.49,26.08,25564.0,9922.0,0.388,9509.0,2463.0,9315.0,,,,
ULTA,SHORT,0.36116502380952387,3.6116502380952387,4,4.2058,price_validation_failed,"bearish_rejection_wick, near_term_oi_dominant, put_wall_clear, strong_trend, trend_aligned","bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",6.0,NEUTRAL,unknown,,,640.0,500.0,20.76,5.66,34257.0,23563.0,0.688,13921.0,8954.0,15258.0,,,,
XLI,SHORT,0.35986284645422084,3.5986284645422084,9,6.4193,price_validation_failed,"confirmation_volume, ema_rally, gamma_tailwind, healthy_pullback_volume, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown",9.6,NEGATIVE,unknown,-3242168.05,162.0,185.0,145.0,14.43,10.31,138947.0,488923.0,3.519,66856.0,331916.0,62518.0,,,,
SCHW,SHORT,0.35583408333333333,3.5583408333333333,0,2.135,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
DAL,SHORT,0.35309854329663676,3.5309854329663675,7,5.4055,price_validation_failed,"bounce_and_fail, gamma_tailwind, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown",7.7,NEGATIVE,bounce_and_fail,-9121908.55,,70.0,60.0,10.34,5.42,534488.0,384540.0,0.719,332919.0,201759.0,168535.0,,,,
MU,SHORT,0.3458801325346445,3.458801325346445,0,2.0753,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
SOXS,SHORT,0.3449463389813719,3.449463389813719,7,4.9847,poor_rr (0.6:1),"ema_rally, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown",5.8,NEUTRAL,unknown,,,45.0,38.0,10.67,6.54,23615.0,12543.0,0.531,12023.0,2100.0,3153.0,40.66,45.54,38.0,0.55
XOP,SHORT,0.3425,3.4250000000000003,7,5.6925,price_validation_failed,"bearish_rejection_wick, gamma_tailwind, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, not_extended, structural_breakdown, trend_aligned",9.4,NEGATIVE,pullback_to_resistance,-10612680.84,,180.0,145.0,1.63,18.13,160044.0,463483.0,2.896,136054.0,153497.0,133297.0,,,,
BRKB,SHORT,0.3407100524831874,3.407100524831874,0,2.0443,error: No OHLCV data returned for ticker=BRKB,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CRWD,SHORT,0.32333333333333336,3.2333333333333334,0,1.94,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
ZS,SHORT,0.3231899366666667,3.2318993666666667,10,6.0359,poor_rr (1.8:1),"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown",7.1,NEUTRAL,bounce_and_fail,,,200.0,120.0,32.04,20.78,92538.0,70945.0,0.767,20848.0,37664.0,61430.0,151.47,169.01,120.0,1.79
MRVL,SHORT,0.31166791666666666,3.1166791666666667,9,6.2183,price_validation_failed,"bearish_rejection_wick, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",9.8,NEGATIVE,bounce_and_fail,-23863582.45,87.93,100.0,75.0,13.75,14.69,511675.0,667315.0,1.304,188736.0,271576.0,421168.0,,,,
GLNG,SHORT,0.3112765591886319,3.112765591886319,0,1.8677,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
