ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
GFS,LONG,0.3548853371997831,3.548853371997831,0.0,2.1293,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,0.31011287618317057,1e-05,4.9e-05,923.9362725802227,1489.6773780436201,1238.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705392,0.725084,0.0,0.0,False,480.297468,,,,,,,,,,,,,,,,,,,,
AMZN,LONG,0.35223566197012135,3.5223566197012133,0.0,2.1134,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8,1.0,1.217666844409639,1e-06,1e-06,197.98562311369525,97.5565479290115,7.17842,0,0,0.639246,0.787423,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.576031,0.563413,0.0,0.0,False,10.75052,,,,,,,,,,,,,,,,,,,,
TOST,LONG,0.3514171525640561,3.514171525640561,6.23,4.7461,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,POSITIVE,trend_continuation,770393.39,29.25,50.0,25.0,71.06,14.47,173273.0,105515.0,0.609,47858.0,58437.0,172493.0,70.1,0.632,1,1.0,99.0,2.8e-05,0.0,0.015818207750700274,0.0,72.314286,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.545981,0.0,0.0,0.0,False,,1.55,0.73,1.0,1.4,0.99,0.55,False,default,2.5,False,1.0,0.3514171525640561,0.3514171525640561,n/a,2026-05-07,2026-05-07,,,,
DVN,LONG,0.34882759355118514,3.4882759355118513,3.96,4.4121,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",7.4,POSITIVE,trend_continuation,16315439.89,45.66,55.0,35.0,20.43,23.36,380779.0,151646.0,0.398,151998.0,193872.0,186555.0,46.5,0.36,3,1.0,0.13099870179583023,5.3e-05,1.9e-05,3598.905598647639,13736.417038150354,4.212394,1,1,0.0,0.489127,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.31465,0.20071,0.0,0.0,False,9.400837,0.0,0.42,1.0,1.4,0.38,0.76,False,default,2.5,False,1.0,0.34882759355118514,0.34882759355118514,n/a,2026-05-07,2026-05-07,,,,
GTES,LONG,0.3414994530821066,3.4149945308210663,6.13,4.5065,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,NEUTRAL,trend_continuation,,,26.0,24.0,0.02,7.67,12959.0,4476.0,0.345,7024.0,2655.0,7756.0,55.8,0.401,1,1.0,99.0,0.000212,0.0,5.5873195274722203e-14,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.614079,0.0,0.0,0.0,False,,1.7,0.82,0.74,1.4,1.36,0.1,False,sustained_trend,5.0,False,1.0,0.3414994530821066,0.3414994530821066,n/a,2026-05-07,2026-05-07,,,,
JBTM,LONG,0.3414994530821066,3.4149945308210663,5.09,4.6945,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,7.3,NEUTRAL,trend_continuation,,,220.0,115.0,57.8,17.51,2278.0,1518.0,0.666,874.0,1485.0,1437.0,53.8,0.421,1,1.0,99.0,8.4e-05,0.0,2.689722851584068e-14,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.501872,0.0,0.0,0.0,False,,0.0,0.39,1.0,1.4,1.82,0.49,False,consolidation_break,3.0,False,1.0,0.3414994530821066,0.3414994530821066,n/a,2026-05-07,2026-05-07,,,,
VMI,LONG,0.3414994530821066,3.4149945308210663,5.37,4.5985,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.4,NEUTRAL,trend_continuation,,,600.0,470.0,17.69,7.81,1083.0,825.0,0.762,1032.0,398.0,478.0,33.9,0.287,1,1.0,99.0,8.6e-05,0.0,1.2355042702741298e-22,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.785622,0.0,0.0,0.0,False,,2.5,0.64,0.24,1.4,0.59,0.0,False,sustained_trend,5.0,False,1.0,0.3414994530821066,0.3414994530821066,n/a,2026-05-07,2026-05-07,,,,
TPR,LONG,0.3301390116029404,3.301390116029404,2.35,3.6557,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.5,NEUTRAL,unknown,,,150.0,22.5,13.55,82.97,41218.0,24267.0,0.589,22077.0,25574.0,17834.0,11.6,0.346,1,1.0,99.0,9e-06,0.0,0.014720477140884463,0.0,32.608696,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.07184,0.0,0.0,0.0,False,,0.0,0.14,1.0,0.0,0.21,1.0,False,default,2.5,False,1.0,0.3301390116029404,0.3301390116029404,n/a,2026-05-07,2026-05-07,,,,
SNDK,LONG,0.3291505904026782,3.291505904026782,6.89,5.3528,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,8.2,NEGATIVE,trend_continuation,-1548870.08,1303.74,1500.0,250.0,14.99,80.84,330632.0,402716.0,1.218,324143.0,125464.0,283741.0,43.8,1.006,2,1.0,99.0,3.3e-05,0.0,12575.230937717812,0.0,27.00641,1,0,0.290022,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.273399,0.0,0.0,0.0,False,,2.97,0.45,0.46,1.4,1.31,0.3,False,sustained_trend,5.0,False,1.0,0.3291505904026782,0.3291505904026782,n/a,2026-05-07,2026-05-07,,,,
NVTS,LONG,0.32754493975764826,3.2754493975764825,5.68,4.2817,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.7,POSITIVE,ema_pullback,1069632.86,15.3,20.0,7.0,29.95,54.52,344311.0,161002.0,0.468,209743.0,113367.0,182203.0,70.8,1.124,2,1.0,8.130015818526132e-10,0.000204,9.6e-05,6.915527981814519e-13,0.0008506167929041269,4.884892,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.417933,0.000937,0.0,0.0,False,46.237805,2.37,0.88,0.8,1.2,0.28,0.16,False,default,2.5,False,1.0,0.32754493975764826,0.32754493975764826,n/a,2026-05-07,2026-05-07,,,,
EXPE,LONG,0.3247133760970852,3.2471337609708524,6.08,4.5676,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.6,NEUTRAL,retest_and_confirm,,,290.0,230.0,15.99,8.01,29115.0,34335.0,1.179,15916.0,19532.0,28002.0,84.4,0.608,1,1.0,99.0,1.2e-05,0.0,273135.33658801205,0.0,6.577778,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.510892,0.0,0.0,0.0,False,,1.51,0.93,0.93,1.4,0.93,0.37,False,default,2.5,False,1.0,0.3247133760970852,0.3247133760970852,n/a,2026-05-07,2026-05-07,,,,
ANET,LONG,0.3137485869671444,3.137485869671444,1.95,3.8137,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",8.3,NEGATIVE,unknown,-6507987.23,140.09,180.0,115.0,28.47,17.92,213855.0,187611.0,0.877,158317.0,97191.0,145958.0,40.4,0.503,4,1.0,99.0,1.4e-05,7e-06,28755.174498780685,54.76487553470379,23.891172,0,0,0.0,0.000235,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.039084,0.431896,0.0,0.0,False,47.045886,0.0,0.07,1.0,0.0,0.02,0.86,False,default,2.5,False,1.0,0.3137485869671444,0.3137485869671444,n/a,2026-05-07,2026-05-07,,,,
WULF,LONG,0.3097975144172092,3.097975144172092,6.71,4.642,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,POSITIVE,trend_continuation,19515178.53,23.72,25.0,11.0,5.13,53.74,1713606.0,819129.0,0.478,805552.0,759974.0,967209.0,22.8,0.92,1,1.0,99.0,4.5e-05,0.0,368921.2709832041,0.0,1.480738,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-05,0.0,0.578682,0.0,0.0,0.0,False,,2.21,0.65,1.0,1.4,1.14,0.31,False,sustained_trend,5.0,False,1.0,0.3097975144172092,0.3097975144172092,n/a,2026-05-07,2026-05-07,,,,
IBM,LONG,0.3079662229349934,3.0796622293499345,4.21,4.2428,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",7.2,NEGATIVE,pullback_to_support,-6105493.4,,240.0,220.0,4.26,4.43,213604.0,181509.0,0.85,129025.0,92622.0,173466.0,39.1,0.32,1,0.7,99.0,9e-06,0.0,1263140.0665303841,0.0,6.888636,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.301138,0.0,0.0,0.0,False,,0.0,0.7,1.0,1.4,1.0,0.1,False,default,2.5,False,1.0,0.3079662229349934,0.3079662229349934,n/a,2026-05-07,2026-05-07,,,,
STX,LONG,0.3039749599308554,3.039749599308554,6.65,4.4749,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,NEUTRAL,trend_continuation,,,900.0,200.0,19.98,73.34,93471.0,112923.0,1.208,74309.0,42531.0,89554.0,81.2,0.767,1,1.0,99.0,1e-06,0.0,567.5574360936889,0.0,77.0,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.66639,0.0,0.0,0.0,False,,3.0,0.37,0.24,1.4,1.35,0.29,False,sustained_trend,5.0,False,1.0,0.3039749599308554,0.3039749599308554,n/a,2026-05-07,2026-05-07,,,,
AAPL,LONG,0.30360981409335824,3.0360981409335825,5.59,4.135,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.7,POSITIVE,trend_continuation,1875020130.42,288.12,300.0,250.0,4.11,13.24,2908807.0,2042345.0,0.702,1239474.0,1390620.0,2321058.0,26.9,0.23,4,1.0,99.0,1e-06,0.0,24796.88632098316,0.0020123244489757973,3.787645,1,0,0.175427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380097,0.569249,0.0,0.0,False,9.387597,1.96,0.54,0.0,1.4,1.54,0.15,False,sustained_trend,5.0,False,1.0,0.30360981409335824,0.30360981409335824,n/a,2026-05-07,2026-05-07,,,,
FTNT,LONG,0.29761912538271923,2.976191253827192,7.19,5.0051,poor_rr (1.0:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.8,NEUTRAL,flag_breakout,,,120.0,80.0,11.69,25.54,97913.0,128730.0,1.315,83153.0,63751.0,79739.0,47.3,0.379,1,1.0,99.0,7e-06,0.0,3.1012404021950743e-13,0.0,8.419355,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.439968,0.0,0.0,0.0,False,,1.9,0.05,1.0,1.6,1.64,1.0,False,sustained_trend,5.0,False,1.0,0.29761912538271923,0.29761912538271923,n/a,2026-05-07,2026-05-07,107.44,94.55,120.0,0.97
BE,LONG,0.2841289966121896,2.841289966121896,4.44,3.1126,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",1.8,POSITIVE,unknown,988280.7,257.95,260.0,75.0,0.71,70.95,362873.0,418826.0,1.154,274978.0,219699.0,287022.0,16.7,1.0,5,0.7,0.44237422785511005,4.2e-05,1.5e-05,382.4403087493193,1296.7764101119128,11.588401,0,0,0.381491,0.019689,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.11495,0.013037,0.0,0.0,False,6.721591,2.75,0.68,0.67,0.0,0.07,0.28,False,default,2.5,False,1.0,0.2841289966121896,0.2841289966121896,n/a,2026-05-07,2026-05-07,,,,
MSFT,LONG,0.28299022861221007,2.829902286122101,6.77,5.346,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,9.5,NEGATIVE,trend_continuation,-168344906.07,,450.0,400.0,6.3,5.51,2571817.0,1293947.0,0.503,869648.0,887875.0,2108241.0,49.7,0.277,1,1.0,99.0,0.0,0.0,2034.8673367157523,0.0,68.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.521286,0.0,0.0,0.0,False,,1.8,0.79,1.0,1.4,1.59,0.19,False,sustained_trend,5.0,False,1.0,0.28299022861221007,0.28299022861221007,n/a,2026-05-07,2026-05-07,,,,
SLV,LONG,0.28133452154187755,2.8133452154187752,5.4,4.3867,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.8,POSITIVE,support_ema_confluence,90799.64,72.06,100.0,70.0,38.79,2.85,5234917.0,2846169.0,0.544,1612826.0,3104792.0,3363468.0,51.7,0.507,1,1.0,99.0,1.3e-05,0.0,359168.42054436915,0.0,2.934097,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.360539,0.0,0.0,0.0,False,,0.0,0.59,1.0,1.6,1.48,0.73,False,consolidation_break,3.0,False,1.0,0.28133452154187755,0.28133452154187755,n/a,2026-05-07,2026-05-07,,,,
LITE,LONG,0.27808333622707765,2.7808333622707764,5.3,4.3204,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,6.7,NEUTRAL,ema_pullback,,,1000.0,800.0,14.9,8.08,91444.0,110975.0,1.214,87029.0,47176.0,68214.0,47.7,0.912,1,1.0,99.0,3.8e-05,0.0,99452.2823572963,0.0,13.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.360443,0.0,0.0,0.0,False,,1.86,0.95,0.62,1.2,0.19,0.49,False,default,2.5,False,1.0,0.27808333622707765,0.27808333622707765,n/a,2026-05-07,2026-05-07,,,,
WDC,LONG,0.27794053428823035,2.7794053428823036,6.48,4.8337,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.5,NEGATIVE,trend_continuation,-663014.31,452.65,500.0,90.0,10.47,80.11,179317.0,236419.0,1.318,135056.0,94957.0,185723.0,54.8,0.788,1,1.0,99.0,7e-06,0.0,184.7702016618061,0.0,73.846154,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415689,0.0,0.0,0.0,False,,2.75,0.64,0.27,1.4,1.22,0.21,False,sustained_trend,5.0,False,1.0,0.27794053428823035,0.27794053428823035,n/a,2026-05-07,2026-05-07,,,,
KLAC,LONG,0.27682899639884867,2.7682899639884866,5.9,4.3141,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.8,NEUTRAL,trend_continuation,,,2000.0,1620.0,14.15,7.53,15554.0,22042.0,1.417,10228.0,10865.0,16503.0,73.0,0.521,1,1.0,99.0,4e-06,0.0,1.062483876907863e-06,0.0,21.2,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.322315,0.0,0.0,0.0,False,,1.52,0.99,0.8,1.4,1.02,0.16,False,sustained_trend,5.0,False,1.0,0.27682899639884867,0.27682899639884867,n/a,2026-05-07,2026-05-07,,,,
MSTR,LONG,0.2761223163687109,2.7612231636871085,4.81,3.8236,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",5.0,NEGATIVE,unknown,-1125381.63,,180.0,5.0,0.32,97.21,1432525.0,1260366.0,0.88,917667.0,730079.0,1045145.0,22.3,0.64,2,1.0,99.0,2.9e-05,0.0,0.010444302112328519,0.0,4.335895,0,0,0.010709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173193,0.0,0.0,0.0,False,,2.31,0.46,1.0,0.0,0.95,0.09,False,default,2.5,False,1.0,0.2761223163687109,0.2761223163687109,n/a,2026-05-07,2026-05-07,,,,
USO,LONG,0.27422081675916316,2.7422081675916314,5.4,4.3711,price_validation_failed,"bounce_and_fail, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.9,NEGATIVE,bounce_and_fail,-8809121.14,,150.0,100.0,12.56,24.96,720134.0,1182006.0,1.641,612960.0,614968.0,674212.0,78.2,0.741,2,1.0,99.0,0.001089,0.0,146.16912742829132,0.0,3.34849,0,0,0.382306,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.450299,0.0,0.0,0.0,False,,1.87,0.93,0.75,1.0,0.53,0.31,False,default,2.5,False,1.0,0.27422081675916316,0.27422081675916316,n/a,2026-05-07,2026-05-07,,,,
SCHW,LONG,0.2636984671009396,2.6369846710093956,0.0,1.5822,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,2.552752470732104e-10,4e-06,3e-06,2.113063512594734e-20,8.277588747132731e-11,2.686667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.435781,0.350784,0.0,0.0,False,3.177936,,,,,,,,,,,,,,,,,,,,
NFLX,LONG,0.2603168690535853,2.603168690535853,2.8,3.2816,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.7,POSITIVE,bounce_and_fail,1777955.31,88.56,100.0,5.0,12.94,94.35,3380286.0,2849840.0,0.843,1291739.0,1388263.0,3550124.0,20.4,0.299,1,1.0,99.0,1e-06,0.0,118.99753569270673,0.0,4.433155,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366339,0.0,0.0,0.0,False,,0.0,0.33,1.0,1.0,0.46,0.02,False,default,2.5,False,1.0,0.2603168690535853,0.2603168690535853,n/a,2026-05-07,2026-05-07,,,,
