ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi
XPEV,LONG,0.31996390321961754,3.1996390321961754,0.0,1.9198,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,5.6e-05,4.1e-05,3.837042775442296e-13,1.2602815759203524e-22,6.849105,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.6571,0.171373,0.0,0.0,16.983051
WULF,LONG,0.3175002732282502,3.175002732282502,3.66,3.8055,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",continuation_pattern,5.6,POSITIVE,unknown,15176045.39,20.14,25.0,11.0,24.01,45.44,1564104.0,765778.0,0.49,860920.0,676066.0,792896.0,56.3,1.003,1.91,0.5,0.2,0.0,0.67,0.39,2,1.0,99.0,0.000159,0.0,102.15457673132593,0.0,50.231848,0,0,1e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.302273,0.0,0.0,0.0,
SMH,LONG,0.29748184115095755,2.9748184115095757,0.0,1.7849,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.2e-05,0.0,550505.4940377485,0.0,239.5,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.509444,0.0,0.0,0.0,
HUT,LONG,0.2955415233368789,2.9554152333687886,5.32,4.5337,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",7.3,NEUTRAL,trend_continuation,,,100.0,35.0,25.95,55.92,146414.0,84187.0,0.575,85252.0,57596.0,87753.0,54.3,1.04,2.37,0.0,0.1,1.4,1.2,0.26,1,1.0,99.0,0.00015,0.0,4.943922064358158e-08,0.0,2.684549,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,
NVDA,LONG,0.2902491967379641,2.902491967379641,7.22,4.0772,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,2.3,POSITIVE,flag_breakout,71452.51,209.42,210.0,150.0,0.25,28.39,8358444.0,7057590.0,0.844,3744753.0,3693596.0,7977685.0,66.0,0.439,2.17,0.0,1.0,1.6,1.79,0.66,2,1.0,99.0,1e-06,0.0,987790.7421825675,0.0,3.613197,0,0,0.405032,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490434,0.0,0.0,0.0,
FIG,LONG,0.2852664498161591,2.852664498161591,3.21,3.7293,price_validation_failed,"confirmation_volume, hammer_at_support, not_extended, room_to_target","momentum_aligned, trend_aligned",6.7,NEGATIVE,unknown,-1059494.63,,20.0,15.0,16.25,12.82,241529.0,155750.0,0.645,163867.0,111376.0,122036.0,97.3,1.083,0.0,0.2,1.0,1.2,0.28,0.53,2,1.0,99.0,0.000145,0.0,5521.806925552919,0.0,2.938552,0,0,0.012092,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.166533,0.0,0.0,0.0,
GOOGL,LONG,0.283234050409703,2.83234050409703,5.9,3.6062,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.1,POSITIVE,trend_continuation,713768474.98,343.02,350.0,300.0,1.97,12.6,1542596.0,1299529.0,0.842,742096.0,628768.0,1471261.0,68.4,0.367,2.38,0.0,0.09,1.4,1.73,0.3,3,1.0,2.4191420738941716,2e-06,1e-06,1321560.9995466876,1092586.511398504,50.5,0,0,0.492074,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.526899,0.482822,0.0,0.0,1.199234
APLD,LONG,0.26479697628882004,2.6479697628882004,0.0,1.5888,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.819309185728177e-09,0.000198,0.000265,1.1370002194409532e-06,100.82259026401236,2.480984,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,4.821407
AAOI,LONG,0.251299203500168,2.51299203500168,6.08,4.3405,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,6.3,NEGATIVE,retest_and_confirm,-68914.25,162.06,200.0,20.0,23.57,87.64,131190.0,120124.0,0.916,122488.0,54221.0,74605.0,98.3,1.606,2.46,0.21,0.08,1.4,1.43,0.5,2,1.0,22.16770828212155,9.3e-05,5.6e-05,2473.755417342403,111.59274499013091,2.752688,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233146,0.123647,0.0,0.0,311.0
VRT,LONG,0.2501909002769065,2.501909002769065,0.0,1.5011,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,3e-06,8e-06,936.7761984255108,0.00026605332586498575,182.958333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.162898,0.0,0.0,4.735915
MSFT,LONG,0.24802900107324782,2.480290010732478,5.63,4.2291,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.5,NEGATIVE,trend_continuation,-155594944.19,,450.0,400.0,6.89,4.99,2683112.0,1291002.0,0.481,1159777.0,836833.0,1977504.0,99.8,0.386,2.16,0.11,1.0,1.4,0.86,0.09,1,1.0,99.0,0.0,0.0,1411.6632560903643,0.0,2.395833,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.29198,0.0,0.0,0.0,
GEV,LONG,0.2460872520919488,2.4608725209194877,6.74,4.1124,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,4.3,NEUTRAL,unknown,,,1200.0,800.0,4.32,30.45,93980.0,117442.0,1.25,81701.0,52238.0,77483.0,67.2,0.523,2.29,0.0,1.0,1.2,1.68,0.57,2,1.0,0.09623351610940006,5e-06,3e-06,262.5941542270345,2728.7182765774924,8.748387,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,475.0
QBTS,LONG,0.2450125485815654,2.4501254858156543,5.6,4.2851,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.9,NEGATIVE,ema_pullback,-638004.09,,30.0,5.0,61.1,73.15,324734.0,220532.0,0.679,184073.0,101568.0,259625.0,76.9,1.087,1.98,0.86,1.0,1.2,0.36,0.21,1,1.0,99.0,3.6e-05,0.0,2.7936323673672854e-06,0.0,2.417592,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.109074,0.0,0.0,0.0,
RBLX,LONG,0.2326279147138443,2.326279147138443,0.0,1.3958,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.4e-05,2.8e-05,9.88173414532648e-17,2.4299578284533005e-21,2.580858,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,4.532394
MU,LONG,0.22413713164473684,2.2413713164473683,5.46,3.4587,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEGATIVE,trend_continuation,-4897212.53,498.62,500.0,300.0,0.28,39.83,1268655.0,1472302.0,1.161,988554.0,653088.0,1099315.0,90.6,0.762,2.08,0.0,0.0,1.4,1.76,0.22,1,0.7,99.0,3e-06,0.0,1386964.1235224265,0.0,3.733068,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.471011,0.0,0.0,0.0,
ARM,LONG,0.1870353818219228,1.870353818219228,0.0,1.1222,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.42223695503953584,1e-06,5e-06,21240.408105049704,50304.4744225689,1.643478,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,2.904762
CRWD,LONG,0.18079823641902498,1.80798236419025,5.75,3.509,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.4,POSITIVE,trend_continuation,25676592.91,447.25,470.0,300.0,5.13,32.89,210430.0,179831.0,0.855,117996.0,84225.0,188040.0,71.9,0.489,1.75,0.41,1.0,1.4,1.18,0.01,1,1.0,99.0,9e-06,0.0,1.7239659418953435e-11,0.0,1.836735,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332835,0.0,0.0,0.0,
VG,LONG,0.16746909126763976,1.6746909126763976,3.78,2.5113,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",2.7,POSITIVE,ema_pullback,2941965.5,12.04,12.5,7.5,3.65,37.81,496528.0,283509.0,0.571,208674.0,106209.0,465154.0,91.9,0.928,0.0,0.54,1.0,1.2,0.85,0.19,1,1.0,99.0,6.8e-05,0.0,3.1443241673103805e-07,0.0,1.140794,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.497685,0.0,0.0,0.0,
BE,LONG,0.15271491965840117,1.5271491965840118,0.0,0.9163,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,88.72009115653815,9e-06,2.2e-05,24408.947069596503,275.12310629313083,1.207569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,8.921569
AMZN,LONG,0.1427319063174447,1.427319063174447,0.0,0.8564,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.284339063659841,0.0,1e-06,0.0044031714606301165,0.0005315054619076505,1.240876,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573
QQQ,LONG,0.13557003491789332,1.3557003491789332,0.0,0.8134,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.6263298678831942,1e-06,1e-06,208355.96373009685,332661.7081734854,1.486316,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.227645,0.462769,0.0,0.0,7.475248
FCX,LONG,0.12648512220596034,1.2648512220596033,2.19,2.8094,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.6,NEGATIVE,unknown,-9643893.04,,70.0,35.0,13.49,43.26,576333.0,593236.0,1.029,241089.0,335674.0,592806.0,68.4,0.495,0.0,0.5,1.0,0.0,0.33,0.36,1,0.7,99.0,1.8e-05,0.0,74029.60215173331,0.0,1.107675,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381911,0.0,0.0,0.0,
CDNS,SHORT,0.6814994530821066,6.814994530821066,1.55,4.9925,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.6,NEUTRAL,unknown,,,400.0,265.0,20.96,19.87,48380.0,55375.0,1.145,25618.0,48933.0,29204.0,100.0,0.558,0.0,0.0,0.7,0.0,0.33,0.53,1,1.0,0.0,0.0,0.000184,0.0,14144754.52987894,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3.5e-05,0.0,0.209118,0.0,0.0,10.699911
IP,SHORT,0.4696499842143594,4.696499842143594,5.53,4.5272,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",2.6,NEUTRAL,trend_continuation,,,37.5,32.5,13.4,1.72,32149.0,39498.0,1.229,16296.0,16874.0,38477.0,100.0,0.556,2.05,0.04,0.0,1.4,1.83,0.2,1,1.0,0.0,0.0,2e-05,0.0,5.4178720337141655e-24,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.412671,0.0,0.0,36.372263
URA,SHORT,0.4202589150877482,4.202589150877482,3.99,5.0383,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.7,NEGATIVE,bounce_and_fail,-1830681.23,55.75,60.0,50.0,7.76,10.2,187756.0,122550.0,0.653,30584.0,111607.0,168115.0,51.4,0.55,0.0,0.49,1.0,1.0,1.24,0.26,1,1.0,0.0,0.0,0.000331,0.0,3.2643884173487977e-14,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.148329,0.0,0.0,18.164502
TER,SHORT,0.3941556597098519,3.941556597098519,1.29,3.2778,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.6,NEUTRAL,unknown,,,440.0,350.0,4.46,16.91,39106.0,24753.0,0.633,28475.0,12734.0,22650.0,96.5,0.827,0.0,0.0,1.0,0.0,0.02,0.26,3,1.0,0.0,0.0,3.8e-05,0.0,162459.51717777536,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.286259,0.0,0.0,11.386939
DPZ,SHORT,0.3736854613614979,3.736854613614979,5.11,4.4614,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,5.3,NEUTRAL,ema_rally,,,410.0,340.0,9.56,9.15,6309.0,12504.0,1.982,9416.0,3782.0,5615.0,96.6,0.404,1.51,0.83,1.0,1.2,0.19,0.38,1,1.0,0.0,0.0,2.9e-05,0.0,3.168292110180135e-25,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,27.272727
APH,SHORT,0.372534734053995,3.72534734053995,3.26,3.9407,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,bounce_and_fail,,,155.0,95.0,2.96,36.89,54460.0,80971.0,1.487,72343.0,31607.0,31481.0,98.8,0.615,0.0,0.26,1.0,1.0,0.98,0.02,2,1.0,0.0,0.0,7e-06,0.0,1193.8889547479814,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.53164,0.0,0.0,15.995671
MRVL,SHORT,0.37225300861591015,3.7225300861591015,0.0,2.2335,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,1e-05,0.0,656528.8744043147,,0,1,0.0,0.336907,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.192819,0.0,0.0,25.596639
APLD,SHORT,0.3706259295658262,3.7062592956582616,0.0,2.2238,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.819309185728177e-09,0.000198,0.000265,1.1370002194409532e-06,100.82259026401236,2.480984,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,4.821407
LEN,SHORT,0.32507649456478377,3.2507649456478376,5.89,4.6124,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.1,NEUTRAL,ema_rally,,,100.0,80.0,5.76,15.39,48889.0,59449.0,1.216,41429.0,15995.0,50914.0,63.1,0.415,1.99,0.64,1.0,1.2,1.05,0.0,1,1.0,0.0,0.0,2.6e-05,0.0,473802.43524961633,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.1e-05,0.0,0.483122,0.0,0.0,1.408197
TLN,SHORT,0.322115387966553,3.22115387966553,1.39,3.0276,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.0,NEUTRAL,unknown,,,370.0,260.0,1.93,28.37,36637.0,26099.0,0.712,15846.0,10718.0,36172.0,80.1,0.597,0.0,0.31,1.0,0.0,0.01,0.07,1,1.0,0.0,0.0,3.4e-05,0.0,2233.90471454575,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.534105,0.0,0.0,7.388889
XPEV,SHORT,0.30765065242553524,3.076506524255352,0.0,1.8459,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,5.6e-05,4.1e-05,3.837042775442296e-13,1.2602815759203524e-22,6.849105,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.6571,0.171373,0.0,0.0,16.983051
SCHW,SHORT,0.3058464209007046,3.0584642090070457,5.09,4.7362,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",8.4,NEGATIVE,trend_continuation,-37232147.08,,100.0,85.0,11.73,5.03,217481.0,267616.0,1.231,185531.0,115355.0,184211.0,52.0,0.284,1.87,0.3,0.04,1.4,1.47,0.0,1,1.0,0.0,0.0,3e-06,0.0,398365.91766380094,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.350784,0.0,0.0,3.177936
LYB,SHORT,0.3034337827792328,3.034337827792328,4.16,3.9052,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.7,NEUTRAL,retest_and_confirm,,,90.0,60.0,29.9,13.4,79116.0,79907.0,1.01,38750.0,48878.0,71395.0,92.1,0.573,0.0,0.58,1.0,1.4,1.17,0.0,1,1.0,0.0,0.0,1.2e-05,0.0,8.643337788253028e-22,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.426785,0.0,0.0,6.147436
STX,SHORT,0.3002627026423246,3.0026270264232457,2.53,3.2403,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",4.9,NEUTRAL,bounce_and_fail,,,600.0,200.0,1.22,66.26,76809.0,88544.0,1.153,54554.0,29328.0,81471.0,99.6,0.854,0.0,0.0,1.0,1.0,0.4,0.13,3,1.0,0.0,0.0,1.2e-05,0.0,135824.3399243574,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.757772,0.0,0.0,118.75
ARM,SHORT,0.29279226879874387,2.9279226879874387,0.0,1.7568,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.42223695503953584,1e-06,5e-06,21240.408105049704,50304.4744225689,1.643478,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,2.904762
