ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi
LRCX,SHORT,0.45296460155712864,4.529646015571286,0.0,2.7178,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,26.159275279919168,12.0,1.0,0.10435223272332662,0.000364,0.000363,4209.030726480046,40334.841111062975,0.137301,2.0,1.0,0.482415,0.440237,0.830124
SE,SHORT,0.4237866171384449,4.237866171384449,0.0,2.5427,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6699415383362528,6.0,0.7,0.5229090023574473,0.000245,0.000462,0.0063475520904162025,0.0024277845903586787,50.538462,0.0,3.0,0.0,0.738365,176.123077
DOCN,SHORT,0.42349930995535146,4.234993099553515,0.0,2.541,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,14290024.833591422,5.0,1.0,99.0,0.000598,0.00045,13622.03832350165,0.0037643487216289973,53.841238,0.0,0.0,0.0,0.129099,3.796634
JD,SHORT,0.4125949511045036,4.125949511045036,6.33,5.162,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.0,POSITIVE,ema_rally,3158915.77,27.52,30.0,25.0,9.01,9.16,648264.0,463965.0,0.716,217315.0,325638.0,569276.0,1.63,0.93,1.0,1.2,1.51,0.07,782476.7239674384,7.0,1.0,0.08620751332560114,0.000169,0.001357,3204.620241119914,6195.554806258081,0.220312,0.0,0.0,0.0,0.154913,0.313287
SHOP,SHORT,0.41207390268188765,4.120739026818876,5.52,5.4764,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target,8.8,NEGATIVE,ema_rally,-13492269.93,116.43,145.0,100.0,24.51,14.13,353907.0,251847.0,0.712,133796.0,265323.0,206635.0,1.64,0.47,0.0,1.2,1.72,0.49,39.64543207306573,8.0,1.0,0.02267064869127532,9.7e-05,0.000411,873.9532984106022,23129.994478197845,0.129888,0.0,2.0,0.474383,0.36671,0.263579
JPM,SHORT,0.4118076746959035,4.118076746959035,0.0,2.4708,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,188660.42544103172,19.0,1.0,5.54267773542421,0.000852,0.000366,37568.57678357041,11619.523551677605,1.102401,2.0,2.0,0.524959,0.481184,0.131431
DAL,SHORT,0.4099071763300694,4.099071763300694,3.01,4.4125,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.3,NEGATIVE,ema_rally,-4750513.06,,80.0,60.0,19.94,10.04,461526.0,294283.0,0.638,375070.0,211476.0,169263.0,0.0,0.55,1.0,1.2,0.13,0.13,1.2167986397875337,5.0,1.0,0.12525669813868603,9.7e-05,0.00069,32080.82133209314,170747.07013045475,0.278548,0.0,0.0,0.44317,0.532645,0.130729
WPM,SHORT,0.39817791186966045,3.9817791186966045,0.0,2.3891,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,446.5388865584705,4.0,1.0,0.28714756958451154,0.000701,0.000307,0.06825140619644042,0.23768756355903292,0.309852,0.0,0.0,0.249192,0.005099,3.714895
ABVX,SHORT,0.38656210490153814,3.8656210490153815,7.61,4.8358,"wall_proximity (0.4%, 0.1 ATR to put wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,3.1,NEUTRAL,structural_breakdown,,,150.0,110.0,35.84,0.38,38087.0,16858.0,0.443,24110.0,20325.0,10510.0,1.51,0.68,1.0,2.0,1.85,0.57,2099804.9414514275,3.0,0.7,0.0,0.0,0.001189,0.0,20560.756369953106,,0.0,0.0,0.0,0.0,0.335052
APP,SHORT,0.3808783045801207,3.808783045801207,0.0,2.2853,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,515061.06390835496,7.0,1.0,99.0,7.5e-05,0.00011,14500.612320935194,0.7734356148178848,2.082784,1.0,0.0,1e-06,0.386236,15.740268
NET,SHORT,0.37926720430833716,3.7926720430833716,0.0,2.2756,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,35.52252254609609,12.0,1.0,33.387920882578854,0.001614,0.000836,0.17404134035190522,0.010425407497758658,0.872774,1.0,0.0,0.040951,0.498509,0.694534
ONON,SHORT,0.379106870619327,3.79106870619327,4.95,4.8605,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.4,NEUTRAL,trend_continuation,,,52.5,35.0,31.58,12.28,123924.0,78822.0,0.636,42459.0,42956.0,117331.0,2.18,0.68,0.3,1.4,0.39,0.0,0.4012403481938282,3.0,1.0,0.0,0.0,0.001249,0.0,0.004404513247392803,,0.0,0.0,0.0,0.395125,2.44381
IGV,SHORT,0.3740483190488035,3.740483190488035,5.87,4.8112,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",5.9,NEGATIVE,resistance_ema_confluence,-32452880.69,81.15,90.0,80.0,10.95,1.37,533748.0,450078.0,0.843,248894.0,334509.0,400423.0,1.76,0.33,0.06,1.6,1.83,0.28,2.320638369238064,4.0,1.0,0.0,0.0,0.000186,0.0,67328.86438763792,,0.0,1.0,0.0,0.627105,0.06738
CRDO,SHORT,0.3701752714602436,3.701752714602436,5.08,4.7549,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.9,NEUTRAL,ema_rally,,,140.0,60.0,38.79,40.52,99573.0,118352.0,1.189,87671.0,78354.0,51900.0,1.64,0.5,0.11,1.2,1.56,0.07,18.34646327114417,4.0,1.0,2.892411879408812,0.000122,0.000638,0.07909682474496708,0.009115440451624511,0.25358,0.0,0.0,0.0,0.262613,1.351825
QQQ,SHORT,0.3661165720721477,3.661165720721477,0.0,2.1967,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2.0874791357308817,13.0,1.0,0.8139023446144208,2.5e-05,3e-05,107400.299521696,296903.7692578413,0.251977,0.0,0.0,0.779307,0.599228,0.225955
XHB,SHORT,0.3594963561701195,3.594963561701195,5.58,4.2715,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",4.0,NEUTRAL,trend_continuation,,,110.0,100.0,9.68,0.29,60252.0,47888.0,0.795,15671.0,60287.0,32204.0,2.77,0.29,0.48,1.4,0.53,0.11,0.0,1.0,1.0,0.0,0.0,0.001479,0.0,0.22691795818909344,,0.0,0.0,0.0,0.0,2000.0
ETHA,SHORT,0.3589926830265318,3.589926830265318,0.0,2.154,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.4823444889190878,2.0,1.0,1.4823444889190878,0.000122,0.0001,76206.9849867507,51409.767133360576,3.31677,0.0,0.0,0.0,0.0,19.525974
ASTS,SHORT,0.35432206207539874,3.5432206207539876,3.78,3.8056,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.5,POSITIVE,ema_rally,1715064.06,88.04,150.0,80.0,69.93,9.37,485447.0,244150.0,0.503,213627.0,145095.0,370875.0,0.0,0.88,0.31,1.2,1.23,0.16,27.999123126462354,3.0,1.0,0.0,0.0,0.00037,0.0,37290.87335912906,,0.0,0.0,0.0,0.096709,0.404621
ALGN,SHORT,0.35212671967157483,3.5212671967157485,0.0,2.1128,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,29.220176545264763,2.0,1.0,0.03422292806653331,0.000245,0.000299,2337.703538245843,68308.11009803363,40.333333,1.0,1.0,0.0,0.0,
DIA,SHORT,0.3464776539552873,3.464776539552873,5.86,5.1304,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,8.2,NEGATIVE,trend_continuation,-25866022.98,,500.0,420.0,8.16,9.15,189716.0,329005.0,1.734,134471.0,101223.0,283027.0,2.59,0.28,0.28,1.4,0.92,0.38,30.307753517485832,2.0,1.0,0.016497428610521357,9e-06,4.7e-05,1758.6254619289523,106599.9740594347,0.062976,0.0,0.0,0.0,0.0,1.201087
ULTA,SHORT,0.3463878881670469,3.4638788816704693,0.0,2.0783,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.8817593515191434,4.0,1.0,0.7670410389182836,0.000263,0.000168,25295.735037708186,32978.33330193309,9.75,0.0,2.0,0.022657,0.352691,2.208333
WMT,SHORT,0.34334571723214935,3.4334571723214937,0.0,2.0601,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,325458.1050407103,11.0,1.0,2.1162328768569165,0.000278,0.000172,26877.057777732316,22225.74444684411,0.179515,0.0,2.0,0.45867,1.6e-05,0.732537
CAR,SHORT,0.3346186862043954,3.346186862043954,1.36,3.7011,price_validation_failed,"ema_rally, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned",8.1,NEUTRAL,ema_rally,,,250.0,85.0,119.13,25.5,16225.0,27414.0,1.69,4338.0,8425.0,30876.0,0.0,0.08,0.0,1.2,0.07,0.0,0.0,1.0,0.7,0.0,0.0,0.00141,0.0,0.05739329753173021,,0.0,0.0,0.0,0.0,87.5
TSM,LONG,0.2726510575087494,1.5696459799910158,4.23,3.5138,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",7.3,NEGATIVE,support_ema_confluence,-51488732.51,,400.0,300.0,16.39,12.71,644778.0,881932.0,1.368,467788.0,425886.0,633036.0,0.0,0.9,0.02,1.6,1.62,0.09,,,,,,,,,,,,,,
CIA,SHORT,0.589127782069222,9.786034973908489,5.06,8.111,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.5,NEUTRAL,ema_rally,,,7.5,2.5,65.02,44.99,12.0,26506.0,2208.833,80.0,24461.0,1977.0,2.03,0.37,0.0,1.2,1.46,0.0,,,,,,,,,,,,,,
LEU,SHORT,0.28676273848710104,3.0090624403053594,5.42,4.3505,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.1,NEUTRAL,resistance_ema_confluence,,,500.0,150.0,157.04,22.89,20445.0,15309.0,0.749,8927.0,8352.0,18475.0,1.73,0.64,0.03,1.6,1.36,0.05,,,,,,,,,,,,,,
EXE,LONG,0.2270506807804592,1.1900463341583518,5.54,3.317,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",5.3,NEUTRAL,support_ema_confluence,,,120.0,90.0,8.99,18.26,60980.0,76458.0,1.254,84682.0,17209.0,35547.0,1.53,0.61,0.05,1.6,1.46,0.29,0.0,1.0,1.0,99.0,0.000521,0.0,4.169035128207837,0.0,0.559334,0.0,0.0,0.0,0.0,
OKE,LONG,0.18465883144319192,0.13830784280975403,5.26,2.8472,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.0,NEUTRAL,ema_pullback,,,95.0,75.0,4.78,17.28,82154.0,24938.0,0.304,34153.0,19641.0,53298.0,2.28,0.14,0.04,1.2,1.59,0.01,0.0,1.0,1.0,99.0,5.4e-05,0.0,0.05521609205890907,0.0,0.613967,0.0,0.0,0.0,0.0,
SM,SHORT,0.28994788768666385,1.0385448924428022,0.0,0.6231,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.000176,0.0,190.77601427674506,,0.0,0.0,0.0,0.0,0.423913
GDXJ,SHORT,0.2560531170424425,0.0,0.0,0.0,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.00011,0.0,27.504340735928928,,0.0,0.0,0.0,0.0,1.910714
NVO,LONG,0.3044475852671384,0.9585730912784793,0.0,0.5751,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.19,0.0,0.0,0.0,0.0,0.17193975572442316,2.0,1.0,5.815990582205737,0.000196,3.2e-05,975.9082076283854,167.79741882908422,0.097658,0.0,0.0,0.0,0.0,0.131435
CVNA,LONG,0.2944799133940591,0.6343583552931533,0.0,0.3806,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.69,0.0,0.0,0.0,0.0,1.1494170888771593,2.0,1.0,99.0,9.5e-05,0.0,280.5686792215224,0.0,0.099118,1.0,0.0,0.465242,0.0,
SOFI,LONG,0.2798175971504504,0.15744267725063466,0.0,0.0945,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,2.7e-05,0.0,298.6543659921032,0.0,0.235568,0.0,0.0,0.0,0.0,
FDX,SHORT,0.2078851240073546,2.078851240073546,0.0,1.2473,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.000152,0.0,1028.3581477638927,,0.0,0.0,0.0,0.0,5.41573
TQQQ,LONG,0.21720191045381462,2.1720191045381463,0.0,1.3032,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.33,0.0,0.0,0.0,0.0,3.8817766361305974,2.0,1.0,3.8817766361305974,5.1e-05,1.4e-05,2251.4164602139585,579.9963963042959,0.277038,0.0,0.0,0.0,0.0,0.108567
NOW,LONG,0.2150877380952381,2.150877380952381,0.0,1.2905,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.28,0.0,0.0,0.0,0.0,152.9362214479452,5.0,1.0,0.038678470415573485,0.000118,5.8e-05,6.259627436318521,242.75626863199898,0.161807,0.0,0.0,0.217895,0.002473,0.140865
GS,SHORT,0.23166741666666668,2.316674166666667,5.02,3.8443,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.9,NEGATIVE,ema_rally,-504156.37,,900.0,800.0,7.4,4.54,193255.0,169606.0,0.878,107273.0,68590.0,186998.0,1.86,0.98,0.59,1.2,0.39,0.0,67.88643120575837,8.0,1.0,0.5252085182528045,9.5e-05,0.000216,123.17085011599984,390.86332962810224,0.302573,2.0,2.0,0.482806,0.00856,0.285739
RVMD,LONG,0.5933333333333333,5.933333333333333,3.0,5.1067,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",6.2,NEUTRAL,support_ema_confluence,,,130.0,80.0,35.43,16.66,40978.0,72874.0,1.778,46866.0,56224.0,10762.0,0.0,0.66,0.31,1.6,0.43,0.0,87.23369371397504,9.0,1.0,0.010206334400162652,0.018171,0.002454,3.177637031446222,88.95419835396065,18.651656,0.0,0.0,0.033045,0.001037,5.330308
AAP,LONG,0.5800000000000001,5.800000000000001,4.67,5.541,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",6.2,NEUTRAL,support_ema_confluence,,,60.0,30.0,17.61,41.19,65252.0,24097.0,0.369,36060.0,20563.0,32726.0,0.0,0.97,0.24,1.6,1.87,0.0,3.4930791905588334,2.0,1.0,0.5725607382179143,0.047024,0.008459,7.505404218291791,13.108485645823771,138.631579,0.0,0.0,0.0,0.0,0.455223
GPRE,LONG,0.5452808079266189,5.452808079266189,5.99,5.7234,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.0,NEUTRAL,retest_and_confirm,,,17.0,3.0,4.1,81.63,34971.0,13758.0,0.393,3811.0,3130.0,41788.0,2.47,0.49,0.0,1.4,1.44,0.19,1.2758549081966999,3.0,1.0,25.960675276208978,0.047731,0.003611,1.313003324810394,0.10115324896911781,54.567214,0.0,1.0,0.473246,0.0,136.6
ACHR,LONG,0.4550174586299671,4.550174586299671,0.0,2.7301,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.04,0.0,0.0,0.0,0.0,1.057293166634285,2.0,1.0,99.0,0.001405,0.0,794.6296767200297,0.0,580.96875,1.0,0.0,0.486076,0.0,
HD,LONG,0.44068301301274854,4.406830130127485,0.0,2.6441,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.14,0.0,0.0,0.0,0.0,54.680219279113174,9.0,1.0,0.66451765861633,0.000629,0.000133,39.410013516121175,118.61238901666322,1.805253,1.0,0.0,0.147102,0.518836,2.756615
AGRO,LONG,0.42155706475975463,4.215570647597547,0.0,2.5293,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,99.0,0.004557,0.0,3.973870546130279,0.0,4.170492,0.0,0.0,0.0,0.0,
USAR,LONG,0.4121972921342345,4.121972921342345,0.0,2.4732,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.4,0.0,0.0,0.0,0.0,338.74060592315686,4.0,1.0,4.49559357602286,0.001047,0.000188,0.9720138590917048,0.648644395442629,1.261801,2.0,0.0,0.004253,0.0,0.111173
FCX,LONG,0.307267476554338,3.07267476554338,0.0,1.8436,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.61,0.0,0.0,0.0,0.0,309.9321482496006,9.0,1.0,0.6070522019670421,0.000277,0.000166,34.01869953071601,70.0489583525202,0.128169,2.0,0.0,0.024562,0.006669,0.150624
OPEN,LONG,0.2969485746149083,2.969485746149083,0.0,1.7817,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.99,0.0,0.0,0.0,0.0,5.067062477949903,2.0,1.0,99.0,0.000621,0.0,0.4926663796103549,0.0,0.440754,0.0,0.0,0.164824,0.0,
DVA,LONG,0.29002676202406846,2.9002676202406845,6.31,4.7031,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.8,NEUTRAL,support_ema_confluence,,,165.0,110.0,6.76,28.83,11721.0,11116.0,0.948,7406.0,40.0,15391.0,2.15,0.49,0.12,1.6,1.95,0.0,0.0,1.0,1.0,99.0,0.000542,0.0,0.005465352126878029,0.0,8.560976,0.0,0.0,0.0,0.0,
EBAY,LONG,0.25437115482271067,2.5437115482271064,2.97,3.3429,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.9,NEUTRAL,ema_pullback,,,115.0,70.0,28.99,21.49,41279.0,46587.0,1.129,26609.0,19229.0,42028.0,0.0,0.84,0.56,1.2,0.36,0.0,284.18337675135837,2.0,1.0,99.0,0.000341,0.0,230.49044856354436,0.0,0.26715,0.0,0.0,0.003507,0.0,
CDE,LONG,0.2502364866460742,2.502364866460742,0.0,1.5014,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.17,0.0,0.0,0.0,0.0,2234.8377820735136,2.0,1.0,99.0,0.000318,0.0,135.89816135043722,0.0,0.086359,0.0,0.0,0.000447,0.0,
CVI,SHORT,0.6183333333333334,6.183333333333334,0.0,3.71,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,955.7590727809772,4.0,1.0,99.0,0.002242,0.005122,163.4856717821467,1.5655015824682141,2.583055,0.0,2.0,0.000267,0.083231,277.776578
LYV,SHORT,0.5403184565682556,5.403184565682556,5.71,5.7746,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.8,NEUTRAL,ema_rally,,,180.0,120.0,17.86,21.43,62605.0,75836.0,1.211,23954.0,17319.0,97168.0,1.7,0.72,0.94,1.2,1.13,0.02,1.4138646611185537,9.0,1.0,0.7942544172063475,0.000462,0.000766,740.9597704457333,266.54279405905197,0.328579,1.0,3.0,0.450879,0.777893,6.500451
NEXT,SHORT,0.4604792466666667,4.604792466666667,0.0,2.7629,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.68750928751543,3.0,1.0,0.0,0.0,0.005631,0.0,225.68077813564807,,0.0,0.0,0.0,0.043825,0.563543
LVS,SHORT,0.4389491241567581,4.389491241567581,4.71,4.9677,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.8,NEUTRAL,ema_rally,,,55.0,45.0,0.27,17.96,79214.0,42050.0,0.531,21857.0,62589.0,36818.0,1.77,0.96,0.54,1.2,0.24,0.0,9019.111141746387,4.0,1.0,1.0172982845213724e-05,0.00022,0.001018,0.005889449000387324,192.97679910267564,0.179024,0.0,2.0,0.0,0.052353,1.740611
