ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
IWM,LONG,0.3470642587736674,3.4706425877366742,0.0,2.0824,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543294,1.7e-05,1.3e-05,1159.8079819436819,3165.5803855242243,23.641631,0,1,0.599104,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.442457,0.430218,0.0,0.0,8.695279,,,,,,
FIG,LONG,0.34206926577874813,3.420692657787481,2.2,3.6303,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.3,NEGATIVE,unknown,-427216.13,,20.0,15.0,16.04,12.97,218985.0,138806.0,0.634,144658.0,96706.0,116427.0,99.3,1.099,0.0,0.16,1.0,0.0,0.04,1.0,1,1.0,99.0,3e-05,0.0,219115.28010186495,0.0,3.710907,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.164337,0.0,0.0,0.0,,,,,,,
XLI,LONG,0.3278720852059578,3.278720852059578,6.12,4.5954,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.6,NEGATIVE,retest_and_confirm,-1563014.12,,180.0,145.0,3.1,16.94,106877.0,586021.0,5.483,259649.0,329717.0,103532.0,85.3,0.22,1.78,0.3,0.38,1.4,1.77,0.48,1,1.0,99.0,0.0,0.0,7.991460909312005e-13,0.0,1153.846154,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.083392,0.0,0.0,0.0,,,,,,,
CIEN,LONG,0.3260142551885804,3.260142551885804,5.81,4.4131,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target,5.2,NEUTRAL,ema_pullback,,,600.0,480.0,14.69,8.25,36460.0,32793.0,0.899,33173.0,18004.0,18076.0,83.3,0.854,2.32,0.11,0.0,1.2,1.84,0.34,3,1.0,99.0,3.4e-05,1.1e-05,2.2314637955293224e-05,2.0406046911732153e-10,22.028571,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,8.272727,,,,,,
HUT,LONG,0.30260734942367296,3.0260734942367296,5.78,4.567,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.6,NEUTRAL,trend_continuation,,,100.0,35.0,22.08,57.27,142480.0,82756.0,0.581,82344.0,55626.0,87266.0,60.8,1.055,2.41,0.0,0.0,1.4,1.78,0.19,1,1.0,99.0,0.000147,0.0,9.929252052385398e-07,0.0,2.684549,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,,,,,,,
ORCL,LONG,0.29674002847210557,2.9674002847210557,6.33,4.8027,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.1,NEGATIVE,trend_continuation,-37536621.87,,200.0,140.0,11.42,22.01,1409069.0,1083574.0,0.769,821492.0,583896.0,1087255.0,67.0,0.552,2.26,0.08,1.0,1.4,0.78,0.81,1,1.0,99.0,1e-06,0.0,38014.08084666176,0.0,14.0,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499918,0.0,0.0,0.0,,,,,,,
AXON,LONG,0.2904375451094394,2.904375451094394,3.92,3.5282,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",4.5,NEUTRAL,trend_continuation,,,790.0,220.0,104.32,43.1,23549.0,24867.0,1.056,9314.0,8655.0,30447.0,97.6,0.833,0.0,0.54,1.0,1.4,0.55,0.43,1,1.0,99.0,8e-06,0.0,1.6484031801667856e-14,0.0,8.823529,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.438039,0.0,0.0,0.0,,,,,,,
STX,LONG,0.28130697147566086,2.8130697147566086,0.0,1.6878,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0004570162962260453,9e-06,7e-06,1.937541121227878e-05,0.02119772464601075,8.978723,1,0,0.0,0.48894,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.093996,0.55101,0.0,0.0,118.75,,,,,,
CVNA,LONG,0.27916749109361605,2.7916749109361607,0.0,1.675,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.00526430554791931,6e-06,5e-06,6.599605531759134e-06,0.0012536516871380298,4.937198,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,,,,,
EWZ,LONG,0.27050099602934163,2.7050099602934163,3.38,3.5065,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",5.7,POSITIVE,unknown,168268953.06,40.55,45.0,25.0,10.97,38.35,3084943.0,1464457.0,0.475,515422.0,1648476.0,2385502.0,61.4,0.287,1.97,0.63,0.51,0.0,0.13,0.14,1,0.7,99.0,5.2e-05,0.0,6.988387228857677e-07,0.0,41.074468,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.273707,0.0,0.0,0.0,,,,,,,
APLD,LONG,0.26673179372865186,2.6673179372865183,0.0,1.6004,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281636e-09,0.000222,0.000297,2.2835234082340646e-05,2024.896222622247,2.480984,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,4.821407,,,,,,
GOOGL,LONG,0.25798993090021,2.5798993090021,5.72,4.2259,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.1,NEGATIVE,trend_continuation,-18359068.65,339.57,350.0,300.0,3.07,11.65,1506853.0,1257722.0,0.835,680871.0,623348.0,1460356.0,62.4,0.358,2.41,0.0,0.3,1.4,1.5,0.12,1,1.0,99.0,0.0,0.0,1.4774386221177792e-05,0.0,5.653308,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.125475,0.0,0.0,0.0,,,,,,,
GEV,LONG,0.2509361002006002,2.5093610020060018,0.0,1.5056,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.09623351610939981,5e-06,5e-06,5273.876713389699,27401.45495356457,8.748387,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,238.533333,,,,,,
DVN,LONG,0.2195787967780695,2.195787967780695,0.0,1.3175,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,10.805308980745988,1.2e-05,1.9e-05,2.720355592318029e-13,2.5176101832584696e-14,2.03287,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606992,0.554144,0.0,0.0,3.963504,,,,,,
TLT,LONG,0.18987666975088557,1.8987666975088557,4.27,2.9504,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.6,POSITIVE,ema_pullback,503374989.28,86.91,90.0,85.0,3.56,2.2,4666431.0,2870595.0,0.615,2019770.0,1471600.0,4045656.0,15.2,0.102,0.0,0.95,1.0,1.2,1.12,0.0,1,1.0,99.0,1.5e-05,0.0,0.002172317871925448,0.0,2.08607,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.521645,0.0,0.0,0.0,,,,,,,
SNDK,LONG,0.18169069430278198,1.8169069430278197,5.86,3.6665,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.0,NEGATIVE,trend_continuation,-2177804.99,971.27,1000.0,250.0,3.02,74.25,291037.0,315390.0,1.084,287090.0,95803.0,223534.0,75.2,1.097,2.4,0.0,0.0,1.4,1.78,0.28,2,1.0,0.5270792148277628,1.6e-05,3e-06,206254.34177821933,391315.6428405519,1.647541,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.792956,0.504428,0.0,0.0,1.317073,,,,,,
CRWD,LONG,0.1807629182425452,1.807629182425452,6.26,4.1618,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.9,NEGATIVE,trend_continuation,-8771234.66,,470.0,300.0,5.1,32.92,206282.0,175253.0,0.85,110216.0,83646.0,187673.0,68.4,0.486,1.74,0.57,1.0,1.4,1.18,0.37,1,1.0,99.0,8e-06,0.0,3.4623709969483833e-10,0.0,1.836735,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332835,0.0,0.0,0.0,,,,,,,
BE,LONG,0.17935239569300565,1.7935239569300565,0.0,1.0761,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,88.72009115653825,9e-06,2.3e-05,490223.3179090847,5525.505119738119,1.207569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,8.921569,,,,,,
CIFR,LONG,0.17629914235064267,1.7629914235064268,0.0,1.0578,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.00020279843303717816,6.5e-05,0.000105,0.0385238147547991,189.96110659167024,1.477337,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071666,0.375759,0.0,0.0,2.148952,,,,,,
FCX,LONG,0.17025240480240136,1.7025240480240136,6.52,3.7873,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,POSITIVE,trend_continuation,717022.0,64.88,70.0,35.0,7.81,46.1,545619.0,583816.0,1.07,225461.0,325851.0,578123.0,68.1,0.493,1.82,0.93,0.58,1.4,0.79,1.0,1,0.7,99.0,1.6e-05,0.0,1486792.4079984555,0.0,1.107675,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.381911,0.0,0.0,0.0,,,,,,,
CRM,LONG,0.16510487462050574,1.6510487462050574,0.0,0.9906,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,1.7080961488469775,5e-06,8e-06,2.436764473606937e-10,4.755322615087828e-11,1.52203,0,2,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,2.928721,,,,,,
MU,LONG,0.15483173832255065,1.5483173832255064,5.65,3.4092,price_validation_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",4.7,NEGATIVE,trend_continuation,-4927707.29,487.94,500.0,300.0,2.38,38.57,1232802.0,1425113.0,1.156,934478.0,643920.0,1079517.0,87.4,0.749,2.02,0.0,0.0,1.4,1.87,0.36,1,0.7,99.0,6e-06,0.0,2614831.8185882745,0.0,1.577148,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.006813,0.0,0.0,0.0,,,,,,,
HOOD,LONG,0.15427991468487218,1.5427991468487217,0.0,0.9257,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,7.618199244713133e-08,2.6e-05,1.8e-05,1.2027822666246918e-12,1.578827526018563e-05,1.288969,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.673487,0.76237,0.0,0.0,1.046053,,,,,,
AMZN,LONG,0.13874969013861876,1.3874969013861875,0.0,0.8325,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.28433906365981,0.0,1e-06,0.08843221776826796,0.010674625590372787,1.240876,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573,,,,,,
TSM,LONG,0.1377901666523973,1.377901666523973,5.58,3.423,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,5.3,NEGATIVE,trend_continuation,-49668303.43,,400.0,300.0,3.49,22.38,729326.0,886787.0,1.216,459969.0,417542.0,738602.0,73.6,0.429,1.85,0.04,0.0,1.4,1.82,0.47,1,0.7,99.0,2e-06,0.0,1853138.3596148293,0.0,1.347097,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.268693,0.0,0.0,0.0,,,,,,,
SMMT,SHORT,0.6814994530821066,6.814994530821066,5.28,6.1115,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,5.6,NEUTRAL,unknown,,,26.0,20.0,10.31,15.15,66229.0,33055.0,0.499,21504.0,52216.0,25564.0,93.6,1.242,0.0,0.32,1.0,1.4,1.88,0.68,1,1.0,0.0,0.0,0.000105,0.0,1730932.246119547,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.4e-05,0.0,0.157717,0.0,0.0,6.218905,,,,,,
MOH,SHORT,0.4814230565342464,4.814230565342464,2.24,4.6391,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.8,NEUTRAL,unknown,,,180.0,120.0,3.39,31.07,13398.0,18479.0,1.379,7575.0,9884.0,14418.0,52.8,0.507,0.0,0.0,1.0,0.0,0.24,1.0,1,1.0,0.0,0.0,9e-05,0.0,2.0220147704871454e-27,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.340818,0.0,0.0,93.75,,,,,,
LULU,SHORT,0.4350801834389075,4.350801834389075,7.29,5.9024,poor_rr (0.2:1),"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.7,NEGATIVE,flag_breakdown,-17291409.67,143.35,200.0,140.0,39.62,2.27,168265.0,151161.0,0.898,62355.0,76852.0,180219.0,48.2,0.434,1.55,0.18,1.0,1.6,1.96,1.0,2,1.0,0.0,0.0,6.6e-05,0.0,456272.0476581723,,0,0,0.0,0.359611,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2.4e-05,0.0,0.460279,0.0,0.0,4.211408,143.25,160.44,140.0,0.19,,
INFQ,SHORT,0.3970449102913172,3.970449102913172,6.07,4.8062,price_validation_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target",trend_aligned,5.0,NEUTRAL,unknown,,,20.0,10.0,44.2,27.9,86718.0,68712.0,0.792,90592.0,36136.0,28702.0,87.2,1.295,0.0,0.89,1.0,1.2,1.97,1.0,1,1.0,0.0,0.0,0.000177,0.0,37200.269229579615,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,6e-06,0.0,0.520879,0.0,0.0,1.723404,,,,,,
DPZ,SHORT,0.38721963529118403,3.8721963529118404,6.15,4.8811,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.5,NEUTRAL,trend_continuation,,,410.0,340.0,10.78,8.13,5543.0,12169.0,2.195,8548.0,3722.0,5442.0,94.7,0.385,1.53,0.96,0.9,1.4,1.11,0.24,1,1.0,0.0,0.0,2.9e-05,0.0,6.363120317845648e-24,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,27.272727,,,,,,
APLD,SHORT,0.376149168977644,3.76149168977644,0.0,2.2569,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281636e-09,0.000222,0.000297,2.2835234082340646e-05,2024.896222622247,2.480984,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,4.821407,,,,,,
CRM,SHORT,0.3558677305002783,3.5586773050027833,6.58,4.4733,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,3.6,NEGATIVE,retest_and_confirm,-45393557.6,,190.0,170.0,9.88,1.69,499320.0,382371.0,0.766,258774.0,220360.0,402557.0,83.6,0.466,1.55,0.43,0.26,1.4,1.93,1.0,4,1.0,1.7080961488469775,5e-06,8e-06,2.436764473606937e-10,4.755322615087828e-11,1.52203,0,2,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,2.928721,,,,,,
GDX,SHORT,0.3278720852059578,3.278720852059578,6.63,4.9884,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.8,NEGATIVE,trend_continuation,-1344082.68,92.75,100.0,90.0,7.81,2.98,859111.0,951921.0,1.108,453430.0,485217.0,872385.0,66.6,0.473,1.53,0.63,1.0,1.4,1.96,0.11,1,1.0,0.0,0.0,0.0,0.0,3.9421968337384805e-20,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.444452,0.0,0.0,6.822835,,,,,,
CAVA,SHORT,0.3167906179115428,3.1679061791154277,2.68,3.468,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.4,NEUTRAL,unknown,,,135.0,65.0,40.13,32.53,76510.0,43425.0,0.568,22020.0,29538.0,68377.0,91.2,0.739,0.0,0.08,1.0,0.0,0.78,0.82,1,1.0,0.0,0.0,5.2e-05,0.0,4.4837216967592745e-13,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.377228,0.0,0.0,4.495536,,,,,,
ARM,SHORT,0.30938754119926126,3.0938754119926126,0.0,1.8563,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,5e-06,0.0,1010302.7503312967,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,4e-06,0.0,0.745486,0.0,0.0,2.904762,,,,,,
UUUU,SHORT,0.30852732664947125,3.0852732664947125,3.58,3.8966,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.4,POSITIVE,bounce_and_fail,4598148.01,22.14,30.0,10.0,35.5,54.83,383128.0,130560.0,0.341,106972.0,116547.0,290169.0,48.5,0.974,0.0,0.29,1.0,1.0,0.62,0.67,1,1.0,0.0,0.0,0.000143,0.0,241.81856638410738,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.573293,0.0,0.0,31.903226,,,,,,
