ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_score_z_shadow,bearish_score_z_shadow
VSCO,LONG,0.5973581348682141,5.973581348682141,6.2,6.0268,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.9,NEUTRAL,support_ema_confluence,,,55.0,50.0,0.51,8.63,14538.0,9277.0,0.638,3189.0,6401.0,14225.0,42.6,0.634,1.69,0.18,1.0,1.6,1.72,0.0,4,1.0,99.0,8.8e-05,0.0,5.041102980744422,0.0,11.366577,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CROX,LONG,0.5829850615348807,5.829850615348807,6.45,5.9899,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.7,NEUTRAL,trend_continuation,,,120.0,85.0,8.62,23.06,22278.0,23152.0,1.039,9225.0,17302.0,18903.0,86.6,0.651,2.8,0.0,0.0,1.4,2.0,0.26,7,1.0,99.0,8.8e-05,8e-06,1889.6988869101615,11.088582100933575,1.482671,0.678445,4,0,1e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,
LYFT,LONG,0.5684518065185522,5.684518065185522,5.95,5.3673,watchlist_reeval_failed,"confirmation_volume, hammer_at_support, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.7,POSITIVE,unknown,825298.2,14.51,15.0,12.0,3.41,17.27,349088.0,205718.0,0.589,80704.0,168260.0,305842.0,90.6,0.799,1.68,0.48,1.0,1.2,1.08,0.51,7,1.0,99.0,0.000107,5.5e-05,3945.3044291147207,2.7261801661544837e-05,1.233696,0.241976,1,0,0.491179,0.001652,,,,,,,,,,,,,,,,,,,,,,,,
NBIS,LONG,0.39999131795184617,3.9999131795184617,4.91,4.413,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.7,POSITIVE,trend_continuation,11925598.61,158.67,200.0,10.0,25.99,93.7,371310.0,302623.0,0.815,202683.0,132486.0,338764.0,66.0,0.94,2.37,0.0,0.2,1.4,0.64,0.3,7,1.0,3.9215212063301905,3.2e-05,1.7e-05,40587.17760344257,25874.638608307163,0.927909,1.190474,1,0,0.49019,0.067573,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.478637,0.28083,0.0,0.0,0.6362860878710958,0.6052144744037568
HUBS,LONG,0.3715169082861874,3.7151690828618738,4.9,4.4876,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.8,NEUTRAL,trend_continuation,,,300.0,190.0,32.31,16.2,15612.0,11034.0,0.707,3142.0,9349.0,14155.0,95.4,0.889,0.0,0.94,1.0,1.4,1.54,0.02,3,1.0,99.0,2.4e-05,5e-06,2965.1525798258267,19.066251527700544,2.010161,6.454545,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SPOT,LONG,0.3663107787014866,3.663107787014866,6.0,5.0116,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.9,NEGATIVE,trend_continuation,-6118109.19,538.05,600.0,350.0,11.43,35.0,67023.0,64002.0,0.955,31151.0,42792.0,57082.0,99.5,0.599,1.68,0.15,1.0,1.4,1.73,0.04,17,1.0,12.886334212709489,1.7e-05,2e-06,9132.029700877489,1700.7840181957938,0.373502,0.98946,1,3,0.070174,0.433177,,,,,,,,,,,,,,,,,,,,,,,,
MU,LONG,0.3617139828586425,3.6171398285864247,5.16,4.6966,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.7,NEGATIVE,trend_continuation,-5598614.25,445.44,500.0,300.0,12.2,32.68,1131871.0,1255538.0,1.109,728247.0,621770.0,1037392.0,69.0,0.699,1.97,0.49,0.2,1.4,0.9,0.2,13,1.0,37.184277456787676,1.6e-05,0.0,102727.133995764,9208.832426119214,0.445204,0.349223,4,3,0.683548,0.605581,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.071032,0.352143,0.0,0.0,0.581751508390585,0.5055445051856932
DPST,SHORT,0.4425,4.425,1.63,4.0615,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.8,NEUTRAL,unknown,,,155.0,65.0,26.26,47.05,17998.0,10293.0,0.572,7597.0,6428.0,14266.0,38.4,0.768,0.0,0.01,1.0,0.0,0.44,0.18,2,1.0,99.0,6.7e-05,0.000194,0.00014794812323829385,8.257918134750956e-08,57.0,,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DDOG,SHORT,0.28415539366718895,2.8415539366718896,2.7,3.4708,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.2,NEGATIVE,ema_rally,-6213845.78,,130.0,75.0,1.4,41.5,115197.0,121026.0,1.051,82265.0,68435.0,85523.0,94.4,0.76,0.0,0.36,1.0,1.2,0.05,0.08,7,1.0,0.7142099739149396,4e-06,9e-06,3929.8556773288255,2200.9525606523443,0.165327,0.145162,0,1,0.001472,0.245998,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.103003,0.0,0.0,0.0,0.5815912091580266,0.3266757171056233
TE,LONG,0.484058718272251,4.84058718272251,4.21,5.3833,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.5,NEUTRAL,trend_continuation,,,7.0,3.0,43.17,38.64,133673.0,28886.0,0.216,29827.0,59988.0,72744.0,39.5,1.23,0.0,0.69,1.0,1.4,1.02,0.1,2,1.0,99.0,7.8e-05,0.0,3802.901641195029,0.0,3.184172,,0,0,0.427726,0.0,,,,,,,,,,,,,,,,,,,,,,,,
QQQ,SHORT,0.27869709844373286,2.7869709844373287,2.48,3.1775,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.2,POSITIVE,bounce_and_fail,992270723.38,645.45,650.0,600.0,0.71,7.04,3693464.0,5656301.0,1.531,3751716.0,2325914.0,3272135.0,64.9,0.206,0.0,0.0,1.0,1.0,0.31,0.18,4,1.0,0.23484087630157627,1e-06,2e-06,221349.30942722416,314183.3921947123,0.035318,2.193649,0,0,0.0,0.30428,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.35259,0.0,0.0,0.0,0.588282937964239,0.4381188514560893
OGN,LONG,0.6586518837513776,6.586518837513776,6.1,6.1633,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.2,NEUTRAL,trend_continuation,,,10.0,5.0,5.76,47.12,85916.0,47246.0,0.55,43368.0,26240.0,63554.0,98.1,1.075,2.95,0.0,0.15,1.4,1.57,0.04,6,1.0,99.0,0.000149,1.8e-05,1403.7639137530523,0.0028712635713409457,8.875528,162.220339,2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
BULL,LONG,0.45755855385871935,4.575585538587194,7.13,5.4668,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.2,POSITIVE,trend_continuation,3169103.11,6.76,10.0,5.0,47.93,26.04,875083.0,121894.0,0.139,231392.0,191557.0,574028.0,64.7,0.83,2.26,0.0,1.0,1.4,1.74,0.73,3,1.0,99.0,8.4e-05,0.0,3432.318638618957,0.0,0.531202,,0,0,0.476849,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TLT,LONG,0.44356330567428526,4.435633056742852,4.65,4.3728,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.8,POSITIVE,ema_pullback,787347179.99,87.0,90.0,85.0,3.44,2.3,4580224.0,2682602.0,0.586,1774829.0,1548746.0,3939251.0,14.6,0.102,0.0,0.9,1.0,1.2,1.55,0.0,4,1.0,1.9816039540242913,2e-05,1.2e-05,406564.6751580711,205169.49127620042,4.30939,0.070837,0,1,0.240546,0.168021,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.461059,0.0,0.0,,
ROKU,LONG,0.3491094235551687,3.491094235551687,6.54,4.2675,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",2.8,NEUTRAL,trend_continuation,,,120.0,30.0,1.83,74.54,65832.0,62880.0,0.955,41479.0,29395.0,57838.0,76.3,0.676,2.02,0.0,1.0,1.4,1.98,0.14,4,1.0,0.009031427468920373,6e-06,3e-06,8.724395039262735,2898.0119928834433,1.693914,0.061785,2,0,0.493776,0.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459017,0.287721,0.0,0.0,0.4328738531599878,0.6133431166161348
GOOGL,LONG,0.34832048068147325,3.4832048068147325,5.88,4.6656,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.8,NEGATIVE,trend_continuation,-18253945.82,338.53,350.0,250.0,3.39,26.15,1480620.0,1205965.0,0.815,623942.0,621984.0,1440659.0,67.8,0.364,2.49,0.0,0.33,1.4,1.59,0.07,14,1.0,1.1225235960129512,2e-06,0.0,31500.801779164347,37416.64690886481,0.142287,0.043434,2,2,0.749347,0.610973,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.383266,0.0,0.0,0.0,0.29466780063439973,0.33093946391314955
DIA,LONG,0.3189176600381052,3.1891766003810518,6.48,4.4586,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.6,NEGATIVE,trend_continuation,-22560647.64,,500.0,420.0,1.25,14.95,176391.0,337396.0,1.913,94858.0,172734.0,246195.0,74.2,0.157,2.11,0.2,1.0,1.4,1.58,0.19,2,1.0,2.909232923956273,0.0,0.0,629.6045916118093,216.4160134540236,2.672515,4.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SOXL,LONG,0.3073576808308999,3.0735768083089994,5.82,4.6428,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.8,NEGATIVE,trend_continuation,-475384.91,94.04,100.0,20.0,6.3,78.74,479743.0,457669.0,0.954,397157.0,52313.0,487942.0,71.9,1.132,2.67,0.0,0.0,1.4,1.67,0.09,3,1.0,0.6353590958097788,2.2e-05,4e-06,14647.268277890233,46107.054654571286,0.657923,26.5,1,1,0.39068,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.40172,0.0,0.0,,
ERAS,SHORT,0.5576434027289965,5.576434027289965,1.36,4.3762,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.9,NEUTRAL,unknown,,,22.5,15.0,5.39,29.74,78319.0,17545.0,0.224,6013.0,34903.0,54948.0,70.9,1.496,0.0,0.0,1.0,0.0,0.02,0.34,5,1.0,3.4964471859320874,3.3e-05,6.3e-05,14665.834886963174,1048.6240823235498,3.153132,4.338669,0,1,0.0,0.016768,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,SHORT,0.29518614,2.9518614,1.48,3.2799,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.8,NEGATIVE,unknown,-84138590.45,272.09,300.0,200.0,10.26,26.49,2511765.0,1739699.0,0.693,1065325.0,1183226.0,2002913.0,87.1,0.29,0.0,0.03,1.0,0.0,0.26,0.19,14,1.0,0.14402058739876622,0.0,1e-06,73646.35028917312,511359.879995907,0.667698,0.669769,1,2,0.541279,0.081807,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.532687,0.346708,0.0,0.0,0.5366595492108168,0.47240431249339737
DAL,SHORT,0.2763677374687078,2.763677374687078,3.78,3.6558,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",5.7,POSITIVE,pullback_to_resistance,2537791.13,71.76,80.0,65.0,11.59,9.33,255993.0,268870.0,1.05,186023.0,150737.0,188103.0,52.0,0.441,0.0,0.42,1.0,1.4,0.96,0.0,7,1.0,0.1438448133418314,3e-06,1e-05,1458.6228855085512,7605.190195712657,0.191401,0.198223,0,0,0.071555,0.451852,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.73576,0.0,0.0,0.2942998137380819,0.45376024594257514
SNOW,SHORT,0.26547580349503674,2.654758034950367,5.34,3.6294,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.5,POSITIVE,ema_rally,336504.39,150.35,220.0,140.0,46.35,6.87,277102.0,222036.0,0.801,110276.0,106470.0,282392.0,87.4,0.636,1.86,0.93,1.0,1.2,0.13,0.23,8,1.0,0.06247177350291752,7e-06,1.2e-05,5244.603415734887,139919.28198553962,0.380111,0.345761,0,1,0.719612,0.013762,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.385339,0.271894,0.0,0.0,0.6176665095820028,0.5800169207722695
KOD,LONG,0.6291241988575452,6.291241988575452,5.53,5.6846,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",4.4,NEUTRAL,bounce_and_fail,,,48.0,35.0,4.01,24.16,6240.0,4755.0,0.762,957.0,2097.0,7941.0,8.3,0.933,2.66,0.01,0.0,1.0,1.85,0.0,4,1.0,41.08568262295988,8e-05,2.5e-05,48144.28480701871,1171.801993624764,7.299678,24.390244,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
NKE,LONG,0.5000818543049248,5.000818543049248,4.35,5.0054,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,POSITIVE,bounce_and_fail,12864949.94,46.2,50.0,42.5,8.24,8.0,1053078.0,747677.0,0.71,444249.0,409297.0,947209.0,41.5,0.338,0.0,0.64,1.0,1.0,1.69,0.01,20,1.0,1.3012209934455525,3.2e-05,1e-05,1587.6576667646518,2265.954138668332,1.212569,0.522655,2,0,0.581263,0.343394,,,,,,,,,,,,,,,,,,,,,,,,
SOUN,LONG,0.42786181080636054,4.278618108063606,6.87,5.0803,watchlist_reeval_failed,"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.4,POSITIVE,unknown,2285165.18,8.14,10.0,5.0,22.77,38.61,453689.0,188572.0,0.416,264937.0,144160.0,233164.0,81.2,1.017,1.83,0.08,1.0,1.6,1.83,0.53,3,1.0,99.0,7e-05,0.0,2431.4850581385126,0.0,0.675036,,0,0,0.366983,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3e-06,0.0,0.586761,0.0,0.0,,
SPXU,LONG,0.36833333333333335,3.6833333333333336,2.67,3.9227,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.4,NEUTRAL,bounce_and_fail,,,65.0,44.0,47.69,0.02,32657.0,21044.0,0.644,30666.0,17486.0,5549.0,65.4,0.471,0.0,0.0,1.0,1.0,0.37,0.3,3,1.0,1.7364639339728242e-11,0.0,0.0,8.67481978054737e-17,9.991361882996794e-06,66.141667,,2,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
COHR,LONG,0.3570424930716674,3.570424930716674,5.44,4.1172,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEUTRAL,trend_continuation,,,350.0,300.0,2.17,12.43,69625.0,64483.0,0.926,49596.0,36965.0,47547.0,96.0,0.973,2.11,0.0,0.0,1.4,1.76,0.16,8,1.0,61.57438742595356,2.7e-05,3e-06,30362.193974427628,1479.293351197676,0.732656,4.602972,1,0,0.003213,2e-06,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.418657,0.172794,0.0,0.0,0.642221199185485,0.694488631748467
DASH,SHORT,0.5916630751796357,5.916630751796356,1.16,4.3463,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.2,NEUTRAL,unknown,,,210.0,140.0,11.1,25.93,102124.0,49595.0,0.486,28623.0,45936.0,77160.0,89.4,0.636,0.0,0.0,1.0,0.0,0.01,0.15,19,1.0,0.26925849076380076,7e-06,2.6e-05,29939.91386950301,80868.32378959237,0.53291,3.048769,0,4,0.696225,0.21926,,,,,,,,,,,,,,,,,,,,,,,,
DG,SHORT,0.5352955952495093,5.352955952495093,5.11,5.7695,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.8,NEUTRAL,bounce_and_fail,,,145.0,115.0,15.46,8.43,39846.0,44205.0,1.109,14798.0,31446.0,37807.0,50.8,0.347,1.94,0.8,1.0,1.0,0.35,0.03,5,1.0,99.0,2.5e-05,7.7e-05,26281.08457510356,1.6485038540368935e-12,0.959232,4.862237,0,0,0.005554,0.0,,,,,,,,,,,,,,,,,,,,,,,,
QBTS,SHORT,0.4300886286468066,4.3008862864680655,3.06,3.8684,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",4.0,POSITIVE,bounce_and_fail,1301674.25,21.0,30.0,5.0,42.79,76.2,279870.0,195446.0,0.698,132129.0,88261.0,254926.0,70.7,1.062,0.0,0.0,1.0,1.0,0.41,0.65,2,1.0,0.26385332972599795,9e-06,3.2e-05,47140.3476973902,178661.1817495111,2.049689,1.753676,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.041043,0.0,0.0,0.3248371133098492,0.4821498517100328
MGA,SHORT,0.3070801644854342,3.070801644854342,1.19,2.9324,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.2,NEUTRAL,unknown,,,75.0,55.0,21.38,10.99,9973.0,5903.0,0.592,375.0,8683.0,6818.0,98.8,0.465,0.0,0.0,1.0,0.0,0.07,0.12,2,1.0,0.0,0.0,8e-06,0.0,1562.2369619018455,,1.987097,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
FSLR,SHORT,0.3013679563715148,3.013679563715148,5.84,4.6788,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.1,NEGATIVE,trend_continuation,-17320040.11,191.7,410.0,180.0,113.82,6.13,296290.0,196958.0,0.665,40238.0,76086.0,376924.0,76.6,0.612,1.56,0.74,0.21,1.4,1.63,0.3,4,1.0,7.051962149788959,3e-06,1.9e-05,50073.009996115696,2366.859460886084,3.411765,0.476914,1,1,0.0,0.410635,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.428113,0.601909,0.0,0.0,0.6197726615097231,0.5258467005084594
BNO,LONG,0.5580309111548247,5.580309111548248,6.42,6.0162,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.5,NEUTRAL,retest_and_confirm,,,50.0,45.0,5.04,5.46,97611.0,18951.0,0.194,41751.0,50524.0,24287.0,82.2,0.774,1.88,0.86,0.89,1.4,1.31,0.08,10,1.0,0.017460636523177447,0.00663,0.001814,385.15478465060653,51469.74432032559,1.221136,10.080147,0,1,0.083882,0.000112,,,,,,,,,,,,,,,,,,,,,,,,
DE,LONG,0.4485305825806723,4.485305825806723,6.07,5.2437,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.9,NEUTRAL,ema_pullback,,,700.0,400.0,18.31,32.39,25958.0,21700.0,0.836,8426.0,14854.0,24378.0,89.0,0.352,1.58,0.87,1.0,1.2,1.43,0.0,8,1.0,40.1710414173236,8e-06,0.0,0.0008119333884705983,0.0001414833551425726,4.354753,2.893617,1,0,0.121134,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DOCN,LONG,0.381564488990346,3.81564488990346,5.42,3.9938,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",2.3,NEUTRAL,retest_and_confirm,,,90.0,80.0,1.46,9.81,67295.0,47974.0,0.713,60358.0,585.0,54326.0,99.2,1.028,1.8,0.54,0.12,1.4,1.55,0.0,3,1.0,42.99884859697642,2.9e-05,1e-05,59643.09788990318,2774.1718597598515,1.675781,0.609375,0,0,0.02446,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SBAC,SHORT,0.3305001330789783,3.305001330789783,3.0,3.4525,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_continuation","confirmation_volume, not_extended, trend_aligned",4.5,NEUTRAL,trend_continuation,,,230.0,200.0,4.18,9.41,7585.0,3069.0,0.405,6886.0,2889.0,879.0,97.8,0.404,0.0,0.0,1.0,1.4,0.6,0.0,2,1.0,0.0,0.0,6e-06,0.0,1240.5406419128349,,2.491429,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
XLF,SHORT,0.2963571428571429,2.963571428571429,1.54,2.8838,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.7,POSITIVE,unknown,15655112.83,52.59,53.0,50.0,0.8,4.91,2268876.0,3164135.0,1.395,733900.0,1767692.0,2931419.0,66.9,0.179,0.0,0.02,1.0,0.0,0.52,0.0,9,1.0,0.03854159451719499,0.0,0.0,3012.026908841787,22328.581045810122,0.04693,0.213139,0,0,0.263035,0.609,,,,,,,,,,,,,,,,,,,,,,,,
AKAM,LONG,0.6732109199634623,6.732109199634623,4.86,5.9041,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.4,NEUTRAL,trend_continuation,,,115.0,80.0,17.28,18.42,90722.0,53700.0,0.592,46214.0,23308.0,74900.0,91.5,0.654,0.0,0.58,1.0,1.4,1.89,0.0,11,1.0,99.0,9.3e-05,0.0,2562.7768676673386,0.0,0.458485,,8,0,0.60747,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SOC,LONG,0.6429086190476191,6.429086190476191,3.82,5.3805,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,POSITIVE,ema_pullback,620237.26,13.37,15.0,5.0,14.85,61.72,139392.0,48082.0,0.345,41366.0,38657.0,107451.0,19.6,1.134,0.0,0.62,1.0,1.2,0.86,0.14,8,1.0,99.0,0.00044,0.000115,0.0006946551562798369,6.522153541996488e-23,19.077364,166.909695,0,1,0.234054,0.0,,,,,,,,,,,,,,,,,,,,,,,,
AEHR,LONG,0.6329962169689197,6.329962169689197,6.58,6.219,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",5.4,NEUTRAL,trend_continuation,,,95.0,15.0,6.5,83.18,50577.0,22123.0,0.437,14165.0,11925.0,46610.0,89.1,1.296,2.95,0.0,0.0,1.4,1.81,0.42,3,1.0,99.0,9.4e-05,0.0,27333.58010923672,0.0,2.648199,,0,0,0.358209,0.0,,,,,,,,,,,,,,,,,,,,,,,,
WING,LONG,0.6325000000000001,6.325000000000001,4.4,5.4025,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.6,NEUTRAL,trend_continuation,,,250.0,140.0,28.84,27.85,13106.0,12286.0,0.937,5305.0,4506.0,15581.0,98.2,0.928,0.0,0.62,1.0,1.4,1.15,0.22,7,1.0,99.0,0.000124,3.9e-05,299.4363463351794,2.0137715534223983e-13,3.366529,1.79511,1,0,0.051981,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SANM,LONG,0.6005145484156116,6.005145484156116,6.79,5.5996,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,2.8,NEUTRAL,trend_continuation,,,175.0,145.0,0.26,16.93,7074.0,682.0,0.096,5196.0,1402.0,1158.0,98.7,0.8,2.39,0.0,1.0,1.4,1.66,0.33,6,1.0,23.806364297090784,7e-05,8e-06,0.0008700226443989561,7.309160135008736e-05,329.75,361.5,2,2,0.309784,0.368627,,,,,,,,,,,,,,,,,,,,,,,,
HPE,LONG,0.5079007619239724,5.079007619239723,5.63,5.2285,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.0,POSITIVE,trend_continuation,3485406.51,27.45,30.0,17.0,9.33,38.05,162528.0,142633.0,0.878,74518.0,68346.0,162297.0,60.5,0.46,2.09,0.0,0.0,1.4,1.84,0.3,7,1.0,0.00010935999053101553,3.2e-05,1.6e-05,2.936955575130286,67139.62667858263,38.148599,1187.707949,0,1,0.472619,0.000247,,,,,,,,,,,,,,,,,,,,,,,,
