ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
XLI,LONG,0.3278720852059578,3.278720852059578,5.61,4.4224,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.5,NEGATIVE,ema_pullback,-1754836.94,,180.0,145.0,3.83,16.36,106877.0,586021.0,5.483,259649.0,329717.0,103532.0,87.7,0.231,1.77,0.48,0.53,1.2,1.26,0.37,1,1.0,99.0,0.0,0.0,6.75834780144694e-13,0.0,1153.846154,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.083392,0.0,0.0,0.0,,,,,,,
CIEN,LONG,0.3260142551885804,3.260142551885804,5.5,4.3201,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.2,NEUTRAL,ema_pullback,,,600.0,480.0,17.04,6.37,36460.0,32793.0,0.899,33173.0,18004.0,18076.0,81.8,0.851,2.31,0.26,0.0,1.2,1.5,0.23,3,1.0,99.0,3.4e-05,1.1e-05,1.88714036240246e-05,1.7257315508035447e-10,22.028571,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,8.272727,,,,,,
ALAB,LONG,0.3172168124806249,3.172168124806249,6.89,4.4131,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.8,NEUTRAL,trend_continuation,,,200.0,80.0,2.47,59.01,114958.0,95788.0,0.833,82754.0,35904.0,92088.0,89.4,1.032,2.67,0.0,1.0,1.4,1.5,0.32,1,1.0,99.0,4.9e-05,0.0,1.26676026138698e-06,0.0,23.857143,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.632484,0.0,0.0,0.0,,,,,,,
HUT,LONG,0.30260734942367296,3.0260734942367296,5.34,4.375,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.3,NEUTRAL,trend_continuation,,,100.0,35.0,26.12,55.86,142480.0,82756.0,0.581,82344.0,55626.0,87266.0,65.0,1.08,2.37,0.0,0.05,1.4,1.3,0.21,1,1.0,99.0,0.000147,0.0,8.397130329456812e-07,0.0,2.684549,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,,,,,,,
STX,LONG,0.29153433181131805,2.9153433181131803,0.0,1.7492,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0004570162962260436,9e-06,7e-06,1.6385710854951664e-05,0.017926834327639786,8.978723,1,0,0.0,0.48894,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.093996,0.55101,0.0,0.0,118.75,,,,,,
CCJ,LONG,0.2825926646834588,2.8259266468345876,5.69,4.26,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.7,NEGATIVE,trend_continuation,-6769466.8,123.25,140.0,90.0,13.59,26.97,163944.0,214551.0,1.309,161949.0,96984.0,119562.0,91.9,0.626,1.67,0.49,0.59,1.4,0.92,0.62,3,1.0,0.08431178729860252,1.9e-05,9e-06,3.5142420690437985e-12,8.3363007276731e-11,2526.189815,0,0,0.000126,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007612,0.53211,0.0,0.0,9.015152,,,,,,
CVNA,LONG,0.28218834426699524,2.8218834426699524,0.0,1.6931,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.005264305547919293,6e-06,5e-06,5.5812610537841716e-06,0.0010602084174217727,4.937198,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,,,,,
AXON,LONG,0.2819097560383198,2.819097560383198,3.72,3.4255,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.5,NEUTRAL,trend_continuation,,,790.0,220.0,104.89,42.94,23549.0,24867.0,1.056,9314.0,8655.0,30447.0,97.8,0.846,0.0,0.52,1.0,1.4,0.49,0.31,1,1.0,99.0,8e-06,0.0,1.3940482391144574e-14,0.0,8.823529,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.438039,0.0,0.0,0.0,,,,,,,
VRT,LONG,0.26718479921874005,2.6718479921874003,0.0,1.6031,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,7e-06,2.3e-05,7955.456948399199,0.0015068472270556464,263.786859,0,0,0.0,0.000374,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.163024,0.0,0.0,30.976787,,,,,,
APLD,LONG,0.26673179372865186,2.6673179372865183,0.0,1.6004,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281595e-09,0.000222,0.000297,1.9311669769426503e-05,1712.4469592751286,2.480984,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,4.821407,,,,,,
AAOI,LONG,0.2662299176238534,2.662299176238534,5.53,3.9501,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.8,NEUTRAL,ema_pullback,,,200.0,20.0,47.38,85.26,127322.0,116386.0,0.914,115870.0,53652.0,74186.0,94.5,1.547,2.5,0.91,0.78,1.2,0.03,0.1,2,1.0,22.167708282121538,8.6e-05,5.2e-05,42016.12883903894,1895.3753948902934,2.752688,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.233146,0.123647,0.0,0.0,311.0,,,,,,
GOOGL,LONG,0.25798993090021,2.5798993090021,5.47,4.1309,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.0,NEGATIVE,trend_continuation,-18430899.18,338.28,350.0,300.0,3.45,11.33,1506853.0,1257722.0,0.835,680871.0,623348.0,1460356.0,63.7,0.36,2.4,0.0,0.36,1.4,1.27,0.04,1,1.0,99.0,0.0,0.0,1.2494641689265535e-05,0.0,5.653308,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.125475,0.0,0.0,0.0,,,,,,,
MSFT,LONG,0.2522819080563395,2.5228190805633948,5.38,4.1554,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.4,NEGATIVE,trend_continuation,-164157417.05,,575.0,400.0,38.53,3.63,2578825.0,1217721.0,0.472,1067714.0,767004.0,1961828.0,99.4,0.382,2.21,0.31,1.0,1.4,0.06,0.41,1,1.0,99.0,0.0,0.0,23976.75405960323,0.0,2.395833,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.29198,0.0,0.0,0.0,,,,,,,
TLT,LONG,0.18987666975088557,1.8987666975088557,2.99,2.7864,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.7,POSITIVE,ema_pullback,293873100.11,86.35,90.0,85.0,4.23,1.56,4666431.0,2870595.0,0.615,2019770.0,1471600.0,4045656.0,35.0,0.109,0.0,0.67,1.0,1.2,0.12,0.0,1,1.0,99.0,1.5e-05,0.0,0.00183712088194839,0.0,2.08607,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.521645,0.0,0.0,0.0,,,,,,,
SNDK,LONG,0.18076777693797136,1.8076777693797137,5.38,3.7378,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.1,NEGATIVE,trend_continuation,-2223059.6,949.29,1000.0,250.0,5.39,73.65,291037.0,315390.0,1.084,287090.0,95803.0,223534.0,83.6,1.118,2.38,0.08,0.02,1.4,1.32,0.18,2,1.0,0.5270792148277628,1.6e-05,3e-06,174428.50476456044,330934.1363831993,1.647541,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.792956,0.504428,0.0,0.0,1.317073,,,,,,
CRWD,LONG,0.1807629182425452,1.807629182425452,5.82,3.9298,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.4,NEGATIVE,trend_continuation,-9160510.72,,470.0,300.0,6.42,32.07,206282.0,175253.0,0.85,110216.0,83646.0,187673.0,79.1,0.516,1.73,0.48,1.0,1.4,0.97,0.25,1,1.0,99.0,8e-06,0.0,2.9281138555972056e-10,0.0,1.836735,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332835,0.0,0.0,0.0,,,,,,,
BE,LONG,0.17994921572517,1.7994921572517,0.0,1.0797,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,88.72009115653819,9e-06,2.3e-05,414579.97735412145,4672.898460199217,1.207569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,8.921569,,,,,,
CIFR,LONG,0.17629914235064267,1.7629914235064268,0.0,1.0578,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.00020279843303717813,6.5e-05,0.000105,0.03257944219536476,160.64937833810637,1.477337,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071666,0.375759,0.0,0.0,2.148952,,,,,,
CRM,LONG,0.16745990513225897,1.6745990513225897,0.0,1.0048,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,1.708096148846978,5e-06,8e-06,2.0607623574377677e-10,4.021558073743588e-11,1.52203,0,2,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,2.928721,,,,,,
FCX,LONG,0.1617721244998554,1.6177212449985539,6.15,4.0339,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.9,NEGATIVE,trend_continuation,-10395579.53,,70.0,35.0,10.58,44.71,545619.0,583816.0,1.07,225461.0,325851.0,578123.0,76.7,0.509,1.81,0.69,0.8,1.4,0.46,1.0,1,0.7,99.0,1.6e-05,0.0,1257374.6297245575,0.0,1.107675,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.381911,0.0,0.0,0.0,,,,,,,
AMZN,LONG,0.13874969013861876,1.3874969013861875,0.0,0.8325,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.28433906365981,0.0,1e-06,0.07478678696092254,0.009027489868079306,1.240876,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573,,,,,,
HTZ,SHORT,0.5726854009433022,5.726854009433023,5.52,5.8594,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,6.7,NEGATIVE,unknown,-390342.16,,9.0,1.5,53.98,74.34,382665.0,619734.0,1.62,374827.0,217355.0,410217.0,89.3,1.148,0.0,0.85,1.0,1.4,1.85,0.43,3,1.0,0.0,0.0,0.00172,0.0,4992.738701425626,,0,0,0.0,0.408478,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.015557,0.0,0.0,7.349799,,,,,,
SEDG,SHORT,0.5180379606486472,5.180379606486472,3.58,4.6042,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",4.7,NEUTRAL,ema_rally,,,70.0,25.0,53.48,45.19,92704.0,84282.0,0.909,56858.0,34428.0,85700.0,86.7,1.057,0.0,0.61,1.0,1.2,0.29,0.48,3,1.0,0.0,0.0,0.001271,0.0,5.377507993313405e-11,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.79026,0.0,0.0,32.447797,,,,,,
CTRA,SHORT,0.49817099336386267,4.981709933638626,2.96,3.8189,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",2.2,NEUTRAL,ema_rally,,,34.0,33.0,1.04,1.93,101073.0,17603.0,0.174,58548.0,31661.0,28467.0,100.0,0.428,0.0,0.66,1.0,1.2,0.02,0.07,1,1.0,0.0,0.0,1.6e-05,0.0,7.241527879497152e-06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.269073,0.0,0.0,517.241379,,,,,,
LYV,SHORT,0.48677712448476357,4.867771244847636,6.56,5.6019,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.0,NEUTRAL,retest_and_confirm,,,180.0,120.0,18.22,21.19,71363.0,75001.0,1.051,18731.0,28289.0,99344.0,91.4,0.428,1.59,0.58,1.0,1.4,1.93,0.06,2,1.0,0.0,0.0,5.3e-05,0.0,0.03001125535052268,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.340602,0.0,0.0,351.886905,,,,,,
MOH,SHORT,0.4814230565342464,4.814230565342464,2.48,4.8111,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",8.3,NEUTRAL,unknown,,,180.0,120.0,5.73,29.52,13398.0,18479.0,1.379,7575.0,9884.0,14418.0,40.9,0.485,0.0,0.0,1.0,0.0,0.48,1.0,1,1.0,0.0,0.0,9e-05,0.0,1.7100101262700937e-27,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.340818,0.0,0.0,93.75,,,,,,
LULU,SHORT,0.4216585607321035,4.216585607321035,7.29,5.7353,poor_rr (0.2:1),"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.2,NEGATIVE,flag_breakdown,-17336469.78,143.44,200.0,140.0,39.53,2.33,168265.0,151161.0,0.898,62355.0,76852.0,180219.0,30.4,0.414,1.55,0.18,1.0,1.6,1.96,1.0,2,1.0,0.0,0.0,6.6e-05,0.0,385867.51848577906,,0,0,0.0,0.359611,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-05,0.0,0.460279,0.0,0.0,4.211408,143.34,160.54,140.0,0.19,,
DPZ,SHORT,0.3830471200757741,3.830471200757741,6.25,4.8702,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,NEUTRAL,trend_continuation,,,410.0,340.0,11.66,7.4,5543.0,12169.0,2.195,8548.0,3722.0,5442.0,95.3,0.393,1.54,0.81,0.77,1.4,1.59,0.14,1,1.0,0.0,0.0,2.9e-05,0.0,5.3812664165502475e-24,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,27.272727,,,,,,
APLD,SHORT,0.376149168977644,3.76149168977644,0.0,2.2569,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281595e-09,0.000222,0.000297,1.9311669769426503e-05,1712.4469592751286,2.480984,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,4.821407,,,,,,
CRM,SHORT,0.35631217232942636,3.5631217232942634,6.3,4.3916,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,3.6,NEGATIVE,retest_and_confirm,-44567366.71,,190.0,170.0,10.82,0.84,499320.0,382371.0,0.766,258774.0,220360.0,402557.0,86.5,0.479,1.55,0.35,0.19,1.4,1.98,0.83,4,1.0,1.708096148846978,5e-06,8e-06,2.0607623574377677e-10,4.021558073743588e-11,1.52203,0,2,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,2.928721,,,,,,
AR,SHORT,0.3541975950420912,3.541975950420912,5.45,4.326,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.6,NEUTRAL,retest_and_confirm,,,50.0,30.0,32.07,20.76,85639.0,103968.0,1.214,108612.0,32378.0,48617.0,88.3,0.476,1.73,0.76,1.0,1.4,0.49,0.07,2,1.0,99.0,2.7e-05,4.4e-05,237436.761687092,3.17436416771951e-20,29500.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.032448,0.255527,0.0,0.0,3.135731,,,,,,
GDX,SHORT,0.3278720852059578,3.278720852059578,6.55,4.7044,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.5,NEGATIVE,retest_and_confirm,-1314590.33,90.96,100.0,90.0,9.94,1.06,859111.0,951921.0,1.108,453430.0,485217.0,872385.0,67.6,0.476,1.55,0.43,1.0,1.4,1.99,0.17,1,1.0,0.0,0.0,0.0,0.0,3.3339007230984054e-20,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.444452,0.0,0.0,6.822835,,,,,,
EXPE,SHORT,0.323840231581248,3.23840231581248,0.0,1.943,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.3936820873658615e-19,6.4e-05,2e-05,6.803207457882956e-21,0.048814629387548526,9.722222,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.464026,0.414665,0.0,0.0,42.0,,,,,,
STX,SHORT,0.31187023457471813,3.1187023457471814,0.0,1.8712,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0004570162962260436,9e-06,7e-06,1.6385710854951664e-05,0.017926834327639786,8.978723,1,0,0.0,0.48894,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.093996,0.55101,0.0,0.0,118.75,,,,,,
VRT,SHORT,0.31117124564273774,3.1117124564273775,2.17,3.7269,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.6,NEGATIVE,unknown,-83293.13,317.53,350.0,220.0,10.29,30.68,219850.0,231746.0,1.054,167534.0,116244.0,167818.0,59.8,0.647,0.0,0.05,1.0,0.0,0.56,0.56,5,1.0,99.0,7e-06,2.3e-05,7955.456948399199,0.0015068472270556464,263.786859,0,0,0.0,0.000374,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.163024,0.0,0.0,30.976787,,,,,,
ARM,SHORT,0.3063379881071694,3.063379881071694,0.0,1.838,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,5e-06,0.0,854409.1560957419,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.0,0.745486,0.0,0.0,2.904762,,,,,,
