ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
CORZ,SHORT,0.29155484150121114,2.915548415012111,2.75,3.2828,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.0,POSITIVE,bounce_and_fail,22681775.25,21.11,27.0,12.0,27.9,43.15,1199813.0,597283.0,0.498,531557.0,584682.0,680857.0,70.3,0.92,0.0,0.0,1.0,1.0,0.55,0.2,1,1.0,0.0,0.0,9.4e-05,0.0,9.134838498230937e-17,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.586924,0.0,0.0,13.419811,,,,
IWM,SHORT,0.2883383643279754,2.8833836432797537,0.0,1.73,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8,1.0,1.7029048381425886,3.3e-05,2.2e-05,10995.712169501698,19371.098002449267,20.034491,0,1,0.416216,0.003636,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558004,0.557219,0.0,0.0,8.521368,,,,
RBLX,SHORT,0.27846533796090156,2.784653379609016,6.52,4.0283,price_validation_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.4,NEGATIVE,unknown,-12932204.45,,100.0,55.0,80.72,0.61,237637.0,177666.0,0.748,124889.0,105608.0,184806.0,99.3,0.921,1.62,0.71,1.0,1.2,1.54,0.45,2,1.0,99.0,1.4e-05,2.8e-05,8.83044686599702e-17,2.171442094596169e-21,2.580858,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,4.532394,,,,
CIEN,SHORT,0.27204674788763017,2.7204674788763015,0.0,1.6323,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,3.3e-05,1e-05,9.92874693946327e-07,9.07953228850589e-12,22.028571,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,8.272727,,,,
VST,SHORT,0.27121178135704604,2.7121178135704604,0.0,1.6273,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433592e-23,1.7e-05,1.4e-05,1.1109522283647697e-28,6.148085488624992e-06,1.960912,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.425939,0.702832,0.0,0.0,27.1,,,,
GEV,SHORT,0.25617831897578114,2.5617831897578114,0.0,1.5371,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.09623351610940009,5e-06,3e-06,234.65757043462938,2438.4183382415977,8.748387,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,475.0,,,,
QQQ,SHORT,0.25433073837517384,2.5433073837517384,0.0,1.526,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.6263298678831941,1e-06,1e-06,186189.61407723807,297270.85298758425,1.486316,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.227645,0.462769,0.0,0.0,7.475248,,,,
MO,SHORT,0.2541510723845256,2.5415107238452563,3.95,3.2958,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.2,POSITIVE,trend_continuation,13145028.35,66.56,70.0,60.0,5.18,9.84,157514.0,132482.0,0.841,77308.0,82050.0,130638.0,98.6,0.276,0.0,0.72,1.0,1.4,0.53,0.29,1,0.7,0.0,0.0,5e-06,0.0,1.1158621123716594e-15,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.466527,0.0,0.0,4.50774,,,,
AAOI,SHORT,0.2533027150270286,2.533027150270286,0.0,1.5198,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,22.16770828212153,9.3e-05,5.6e-05,2210.580192814168,99.72073633777572,2.752688,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233146,0.123647,0.0,0.0,311.0,,,,
BIDU,SHORT,0.24816236156037466,2.4816236156037466,2.09,2.6878,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.1,POSITIVE,unknown,7177771.93,128.04,150.0,100.0,17.28,21.81,199995.0,125041.0,0.625,77352.0,98993.0,148691.0,91.2,0.563,0.0,0.09,1.0,0.0,0.22,0.78,1,0.7,0.0,0.0,1.9e-05,0.0,3.4869803748127923e-13,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.286234,0.0,0.0,2.751269,,,,
BE,SHORT,0.24331371160652102,2.43313711606521,2.41,3.4196,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",7.4,NEGATIVE,bounce_and_fail,-1714986.18,234.87,260.0,75.0,10.7,68.07,339071.0,354534.0,1.046,240145.0,209274.0,244186.0,63.1,1.178,0.0,0.0,1.0,1.0,0.36,0.05,2,1.0,88.7200911565384,9e-06,2.2e-05,21812.154322623937,245.85360585505268,1.207569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,8.921569,,,,
AMD,SHORT,0.21959842510260974,2.1959842510260974,0.0,1.3176,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1e-06,0.0,334083.0436293318,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.033436,0.0,0.0,2.519774,,,,
AVGO,SHORT,0.20745717626802285,2.0745717626802285,2.62,3.4433,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",8.1,NEGATIVE,bounce_and_fail,-584754.28,422.1,450.0,300.0,6.67,28.89,886810.0,1014852.0,1.144,553110.0,427201.0,921351.0,53.8,0.469,0.0,0.0,1.0,1.0,0.43,0.19,1,1.0,0.0,0.0,1e-06,0.0,1.5061354216208086e-05,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.524047,0.0,0.0,2.076212,,,,
PG,SHORT,0.18100880040238443,1.8100880040238443,4.13,3.164,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.1,POSITIVE,retest_and_confirm,79668182.79,148.25,150.0,135.0,1.18,8.94,196991.0,152552.0,0.774,106609.0,131165.0,111769.0,64.9,0.219,0.0,0.49,1.0,1.4,0.77,0.47,1,1.0,0.0,0.0,3e-06,0.0,225.8751826818508,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.420702,0.0,0.0,1.040199,,,,
AMZN,SHORT,0.13963218032431682,1.3963218032431681,1.41,1.8412,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.6,POSITIVE,unknown,49549767.94,263.45,275.0,200.0,4.39,24.08,3106213.0,1912980.0,0.616,1314209.0,1019261.0,2685723.0,78.7,0.409,0.0,0.0,1.0,0.0,0.06,0.35,2,1.0,8.28433906365981,0.0,1e-06,0.003934731602079921,0.0004749602318113784,1.240876,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573,,,,
GOOGL,SHORT,0.1333253334883512,1.333253334883512,0.0,0.8,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,2.4191420738941716,2e-06,1e-06,1180964.192625044,976349.5954778774,50.5,0,0,0.492074,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.526899,0.482822,0.0,0.0,1.199234,,,,
TSLA,SHORT,0.1317685136224813,1.317685136224813,6.82,3.8648,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.8,NEGATIVE,trend_continuation,-36077741.01,376.07,960.0,300.0,155.36,20.2,4023087.0,2973751.0,0.739,2215664.0,1369852.0,3411322.0,1.3,0.406,1.77,0.96,0.84,1.4,1.61,0.24,1,1.0,0.0,0.0,1e-06,0.0,1096256.255892512,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.235386,0.0,0.0,1.412979,,,,
META,SHORT,0.10272246179054467,1.0272246179054467,1.77,1.7446,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",3.5,POSITIVE,unknown,1062706425.14,675.88,750.0,600.0,10.97,11.23,1890575.0,928738.0,0.491,779943.0,634448.0,1404922.0,85.3,0.429,0.0,0.18,1.0,0.0,0.5,0.1,1,1.0,0.0,0.0,0.0,0.0,351740.9609868977,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.372145,0.0,0.0,,,,,
SYY,LONG,0.6037216753043289,6.037216753043289,3.91,5.1916,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm","confirmation_volume, room_to_target, trend_aligned",5.0,NEUTRAL,retest_and_confirm,,,80.0,70.0,4.41,8.64,71188.0,20366.0,0.286,18592.0,46733.0,26229.0,94.4,0.286,0.0,0.86,0.0,1.4,1.65,0.0,15,1.0,0.28022143022653073,3.4e-05,1.1e-05,1.000131480170213,1.7845378195409747,11.482153,2,1,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.488469,0.58081,0.0,0.0,14.874516,,,,
PRAX,LONG,0.5992473355422024,5.992473355422025,5.22,5.8622,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.5,NEUTRAL,retest_and_confirm,,,470.0,130.0,38.2,61.78,1976.0,7906.0,4.001,1856.0,517.0,7509.0,52.3,0.788,1.62,0.63,0.11,1.4,1.32,0.15,5,1.0,99.0,5.3e-05,0.0,0.002897609740697628,0.0,31.3125,2,0,0.653926,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.040588,0.0,0.0,0.0,,,,,
AS,LONG,0.5850739908100202,5.850739908100202,4.92,5.6414,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, momentum_aligned",6.2,NEUTRAL,support_ema_confluence,,,40.0,35.0,11.17,2.72,29573.0,6660.0,0.225,11349.0,12569.0,12315.0,73.6,0.551,1.7,0.79,0.32,1.6,0.51,0.0,5,1.0,99.0,1.8e-05,0.0,0.7439554507650326,0.0,4.920413,1,0,0.530603,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.395065,0.0,0.0,0.0,,,,,
IVZ,LONG,0.5756834610186145,5.756834610186145,5.96,5.6664,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.0,NEUTRAL,trend_continuation,,,26.0,15.0,1.66,41.35,74258.0,3738.0,0.05,27227.0,38859.0,11910.0,63.7,0.41,1.67,0.43,0.67,1.4,1.6,0.19,9,0.7,99.0,0.000392,2.4e-05,280.30508522968313,3.0600030527226997e-11,211.828862,0,2,0.487465,0.543647,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.475812,0.566368,0.0,0.0,242.365789,,,,
FLR,LONG,0.5526562906159647,5.526562906159647,6.54,5.9853,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.3,NEUTRAL,retest_and_confirm,,,70.0,37.5,43.53,23.11,67731.0,25949.0,0.383,11816.0,45232.0,36632.0,81.2,0.606,1.51,0.74,1.0,1.4,1.75,0.14,4,1.0,99.0,0.0001,1.7e-05,3.8051516188866126e-19,1.71387454247134e-25,76.351229,0,0,0.511983,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.554488,0.251618,0.0,0.0,4.238532,,,,
ATI,LONG,0.5500885843057788,5.500885843057787,5.05,5.3654,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.5,NEUTRAL,ema_pullback,,,200.0,145.0,30.57,5.33,14709.0,6081.0,0.413,8912.0,3689.0,8189.0,98.5,0.603,1.55,0.86,0.67,1.2,0.55,0.22,5,1.0,99.0,2.3e-05,0.0,6.411177587297183e-08,0.0,7.472731,0,0,0.002446,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.304925,0.0,0.0,0.0,,,,,
BOOT,LONG,0.5426105641932177,5.426105641932177,6.14,5.5751,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.1,NEUTRAL,retest_and_confirm,,,200.0,100.0,18.34,40.83,1458.0,1140.0,0.782,1998.0,130.0,470.0,89.1,0.611,1.71,0.46,1.0,1.4,1.57,0.0,4,1.0,99.0,7.3e-05,5e-06,1.0773059390106908e-12,2.4338123133626155e-21,65.244167,0,0,9e-06,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.763403,0.623421,0.0,0.0,268.0,,,,
SEZL,LONG,0.541253014686439,5.41253014686439,4.73,5.1653,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.2,NEUTRAL,trend_continuation,,,105.0,50.0,35.39,35.53,17798.0,12825.0,0.721,10363.0,8220.0,12040.0,81.0,0.972,1.87,0.66,0.61,1.4,0.19,0.0,4,0.7,99.0,0.000123,0.0,0.004809790093288227,0.0,29.139961,0,0,0.49987,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.042323,0.0,0.0,0.0,,,,,
REAL,LONG,0.5270550086376622,5.2705500863766215,5.68,5.4193,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,NEUTRAL,trend_continuation,,,15.0,10.0,21.11,19.26,68612.0,18892.0,0.275,51491.0,241.0,35772.0,86.9,1.003,2.02,0.01,1.0,1.4,1.25,0.0,2,1.0,99.0,0.001385,0.0,1.8130956465718767e-24,0.0,13.938264,0,0,0.047673,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.115894,0.0,0.0,0.0,,,,,
SUN,LONG,0.5114994530821066,5.1149945308210665,5.48,5.0415,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,NEUTRAL,trend_continuation,,,67.5,62.5,3.23,4.42,9311.0,4237.0,0.455,1344.0,6200.0,6004.0,97.1,0.3,1.55,0.85,0.39,1.4,1.29,0.0,1,1.0,99.0,1e-05,0.0,38.913999880223784,0.0,14.754717,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.419964,0.0,0.0,0.0,,,,,
IMVT,LONG,0.5114994530821066,5.1149945308210665,4.94,4.8395,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,NEUTRAL,trend_continuation,,,30.0,22.0,4.11,23.65,26497.0,4010.0,0.151,14481.0,10236.0,5790.0,11.6,0.553,2.05,0.28,0.21,1.4,0.88,0.13,1,1.0,99.0,3.9e-05,0.0,1.0541747539282635e-27,0.0,52.736842,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.386964,0.0,0.0,0.0,,,,,
VSAT,LONG,0.49859074162953737,4.985907416295373,5.14,5.115,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.4,NEUTRAL,trend_continuation,,,70.0,42.0,12.84,32.3,55014.0,13226.0,0.24,33782.0,21210.0,13248.0,82.3,0.891,2.59,0.33,0.15,1.4,0.66,0.0,4,1.0,99.0,5.3e-05,4e-06,0.20540191506599467,1.0774480890664074e-12,108.793175,0,0,0.10262,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.128881,0.030732,0.0,0.0,0.024794,,,,
ZTS,LONG,0.4956480223017188,4.956480223017188,3.63,4.6472,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.4,NEUTRAL,ema_pullback,,,125.0,110.0,6.98,5.85,44679.0,12414.0,0.278,10008.0,9842.0,37243.0,95.3,0.452,0.0,0.68,1.0,1.2,0.45,0.29,3,1.0,99.0,6e-06,0.0,0.00023500379551599475,0.0,5.576784,0,0,0.399255,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.435878,0.0,0.0,0.0,,,,,
ROK,LONG,0.4796607548598844,4.796607548598844,3.6,4.3383,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",4.3,NEUTRAL,unknown,,,430.0,320.0,6.93,20.42,5916.0,10962.0,1.853,11609.0,2881.0,2388.0,98.8,0.455,2.14,0.66,0.25,0.0,0.17,0.39,8,1.0,99.0,3.5e-05,4e-06,0.00090433343279776,3.213755170616637e-10,1.387993,0,0,1.3e-05,0.030972,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.329061,0.630731,0.0,0.0,0.851332,,,,
TT,LONG,0.4498434660615612,4.4984346606156125,5.39,4.5662,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEUTRAL,trend_continuation,,,500.0,390.0,2.58,19.99,6547.0,4025.0,0.615,3711.0,2816.0,4045.0,95.5,0.362,2.31,0.0,0.0,1.4,1.68,0.0,8,1.0,99.0,5e-06,2e-06,0.08587983720798922,3.171218564412382e-10,1.622619,0,1,0.214773,0.630056,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.424504,0.28137,0.0,0.0,2.08894,,,,
VOYA,LONG,0.4216666666666667,4.216666666666667,5.73,4.7273,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.5,NEUTRAL,trend_continuation,,,82.5,65.0,2.87,18.95,14671.0,5115.0,0.349,18874.0,10.0,902.0,90.0,0.375,2.28,0.0,0.0,1.4,1.84,0.22,4,1.0,99.0,0.000171,0.0,0.03281624329053493,0.0,22.785441,0,0,1e-06,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.915194,0.0,0.0,0.0,,,,,
PRKS,LONG,0.4153394126984127,4.153394126984127,2.8,4.1967,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEUTRAL,ema_pullback,,,40.0,30.0,17.77,11.67,1928.0,155.0,0.08,66.0,1697.0,320.0,94.0,0.675,0.0,0.71,0.61,1.2,0.29,0.0,2,1.0,99.0,6.7e-05,0.0,24.152449534733435,0.0,29.694444,0,0,0.446974,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.331027,0.0,0.0,0.0,,,,,
B,LONG,0.403144149750673,4.03144149750673,4.23,4.6647,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.9,POSITIVE,ema_pullback,6111405.4,41.1,50.0,30.0,21.61,27.03,472891.0,323663.0,0.684,73644.0,213580.0,509330.0,51.9,0.489,0.0,0.79,1.0,1.2,0.92,0.32,19,1.0,99.0,3.5e-05,1.1e-05,2.6689070975638405,0.0013047896231457446,0.767301,2,2,0.016737,0.037582,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.025269,0.344064,0.0,0.0,1.539485,,,,
DEO,LONG,0.39055555555555554,3.9055555555555554,3.37,4.3838,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.1,NEUTRAL,ema_pullback,,,85.0,70.0,7.42,11.54,17673.0,11553.0,0.654,2634.0,18024.0,8568.0,61.4,0.322,0.0,0.97,1.0,1.2,0.2,0.0,2,1.0,99.0,1e-06,0.0,0.07147950249119257,0.0,3.30942,0,0,0.00239,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.508818,0.0,0.0,0.0,,,,,
VICR,LONG,0.37962904559706107,3.7962904559706105,5.66,4.6961,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.5,NEUTRAL,trend_continuation,,,320.0,140.0,17.61,48.54,8580.0,7351.0,0.857,8623.0,3666.0,3642.0,81.5,0.917,2.34,0.0,0.25,1.4,1.52,0.15,4,1.0,20.9522328079398,3.3e-05,1.5e-05,6.1210610403977205e-09,8.764308457967533e-10,3.234951,0,0,0.026341,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.270112,0.192191,0.0,0.0,2.386364,,,,
SW,LONG,0.375,3.75,2.3,3.685,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.6,NEUTRAL,unknown,,,45.0,35.0,11.82,13.03,14036.0,2580.0,0.184,11699.0,2495.0,2422.0,92.1,0.497,0.0,0.74,1.0,0.0,0.48,0.07,1,1.0,99.0,4e-06,0.0,1.807293970215957e-24,0.0,12.0,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.468314,0.0,0.0,0.0,,,,,
BTDR,SHORT,0.5579179213360749,5.5791792133607485,3.83,4.7786,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.2,POSITIVE,bounce_and_fail,1373203.08,12.25,15.0,7.5,22.45,38.78,415995.0,247580.0,0.595,156423.0,324502.0,182650.0,74.8,1.098,0.0,0.39,1.0,1.0,1.38,0.06,4,1.0,0.003597764387635793,3.2e-05,0.001437,0.1795783476517634,16.637957011017622,0.026152,0,0,0.0,0.314303,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.441526,0.136181,0.0,0.0,512.974709,,,,
RELY,SHORT,0.5576105641932176,5.576105641932177,1.44,4.3201,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.5,NEUTRAL,unknown,,,30.0,17.5,43.64,16.21,21996.0,10811.0,0.491,7097.0,12226.0,13484.0,87.3,0.715,0.0,0.0,1.0,0.0,0.44,0.0,6,1.0,0.7687676227536498,3.7e-05,8.7e-05,9.102521727090808,11.840407240989771,2.37037,0,1,0.418294,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.497528,0.49344,0.0,0.0,5.672811,,,,
WCC,SHORT,0.5270550086376622,5.2705500863766215,3.81,4.7383,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,330.0,270.0,3.83,15.05,4529.0,1349.0,0.298,3078.0,1938.0,862.0,95.7,0.537,0.0,0.28,1.0,1.0,1.46,0.07,2,1.0,0.0,0.0,4.2e-05,0.0,8.840587115807475,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.33967,0.0,0.0,26.248208,,,,
AXSM,SHORT,0.5270550086376622,5.2705500863766215,2.01,4.0983,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",4.3,NEUTRAL,unknown,,,200.0,140.0,6.8,25.24,14963.0,10641.0,0.711,10224.0,5467.0,9913.0,98.5,0.809,0.0,0.28,1.0,0.0,0.73,0.0,4,1.0,5.546455747553757e-23,1.4e-05,0.000115,1.2974673112189926e-25,0.0023392728082095226,22.083333,0,0,0.383748,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.526566,0.190368,0.0,0.0,54.236111,,,,
NXST,SHORT,0.5032045744787734,5.032045744787734,4.89,4.823,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",4.2,NEUTRAL,ema_rally,,,220.0,160.0,7.82,21.59,1947.0,916.0,0.47,1719.0,3.0,1141.0,95.8,0.467,1.66,0.88,0.0,1.2,1.14,0.0,1,1.0,0.0,0.0,1.2e-05,0.0,1.0284315820577096e-19,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.670606,0.0,0.0,6.833333,,,,
SIRI,SHORT,0.490604375738742,4.90604375738742,3.3,4.143,watchlist_reeval_failed,"momentum_aligned, room_to_target, volume_capitulation_reversal","confirmation_volume, not_extended, trend_aligned",3.5,POSITIVE,unknown,10420524.08,27.39,30.0,13.0,9.53,52.54,204166.0,91264.0,0.447,86750.0,63148.0,145532.0,95.2,0.446,0.0,0.0,1.0,1.4,0.81,0.09,1,1.0,0.0,0.0,3.2e-05,0.0,7.833572536425223e-12,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.498151,0.0,0.0,54.806452,,,,
LC,SHORT,0.47509970703629767,4.750997070362977,2.61,4.0385,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",4.4,NEUTRAL,unknown,,,22.0,14.0,25.11,20.39,12350.0,8015.0,0.649,6939.0,5113.0,8313.0,92.9,0.723,0.0,0.01,1.0,0.0,1.11,0.49,1,0.7,0.0,0.0,2e-05,0.0,17.855951572772955,,0,1,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.365999,0.0,0.0,3.460123,,,,
