ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
ANET,LONG,0.3537520728118873,3.537520728118873,5.9,4.7788,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.2,NEGATIVE,trend_continuation,-1670464.69,176.68,195.0,105.0,10.23,40.65,168226.0,128288.0,0.763,106905.0,63459.0,126150.0,93.2,0.676,2.64,0.0,0.0,1.4,1.62,0.24,4,1.0,99.0,1.6e-05,0.0,24.34508276097023,0.0,2.430199,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.201858,0.0,0.0,0.0,,,,
EL,LONG,0.34697150165283397,3.4697150165283395,4.66,4.3929,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.3,NEUTRAL,ema_pullback,,,105.0,75.0,34.93,3.62,107183.0,92321.0,0.861,39716.0,68194.0,143621.0,73.2,0.153,0.0,0.83,1.0,1.2,1.63,0.01,2,0.7,99.0,4.5e-05,0.0,7.372650730555382e-08,0.0,8.16675,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.297568,0.0,0.0,0.0,,,,
VMI,LONG,0.3414994530821066,3.4149945308210663,5.97,4.1985,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEUTRAL,trend_continuation,,,500.0,440.0,0.22,11.81,881.0,677.0,0.768,962.0,326.0,270.0,63.1,0.316,2.25,0.0,0.0,1.4,2.0,0.33,1,1.0,99.0,9.1e-05,0.0,3.4165349582609844e-07,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.785622,0.0,0.0,0.0,,,,
NVTS,LONG,0.33481397117686024,3.3481397117686025,6.48,4.4381,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.1,POSITIVE,trend_continuation,1743308.78,17.23,20.0,7.0,15.74,59.49,323940.0,141793.0,0.438,219096.0,90520.0,156117.0,94.6,1.395,2.66,0.0,0.4,1.4,1.36,0.66,1,1.0,99.0,0.000186,0.0,1912.3481539614054,0.0,4.884892,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.417933,0.0,0.0,0.0,,,,
CIEN,LONG,0.3249270907927443,3.2492709079274427,5.49,4.3516,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.4,NEUTRAL,ema_pullback,,,600.0,480.0,15.21,7.83,38191.0,34994.0,0.916,37129.0,18019.0,18037.0,84.0,0.862,2.3,0.2,0.0,1.2,1.77,0.02,3,1.0,99.0,3.3e-05,1e-05,6.384225436665725e-07,5.83817689611102e-12,22.028571,8.272727,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,,,,
CHTR,LONG,0.3216485157398508,3.216485157398508,3.46,4.1862,price_validation_failed,"confirmation_volume, room_to_target, trend_continuation","momentum_aligned, not_extended, trend_aligned",7.7,NEUTRAL,trend_continuation,,,400.0,160.0,122.06,11.18,74726.0,64151.0,0.858,31989.0,32674.0,74214.0,50.7,0.469,0.0,0.0,1.0,1.4,0.06,1.0,1,1.0,99.0,1.2e-05,0.0,9892.834073694785,0.0,9.605405,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52301,0.0,0.0,0.0,,,,
WULF,LONG,0.3172877571933929,3.1728775719339293,3.56,3.8744,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",6.1,POSITIVE,unknown,18488486.16,19.98,25.0,11.0,24.94,45.03,1564104.0,765778.0,0.49,860920.0,676066.0,792896.0,48.5,0.99,1.91,0.54,0.24,0.0,0.53,0.34,2,1.0,99.0,0.000159,0.0,58.6977044592032,0.0,50.231848,,0,0,1e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.302273,0.0,0.0,0.0,,,,
GOOGL,LONG,0.28829082714071563,2.8829082714071563,7.36,4.6495,"wall_proximity (1.6%, 0.7 ATR to call wall)","confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.0,NEGATIVE,flag_breakout,-17950589.01,344.37,350.0,300.0,1.63,12.89,1542596.0,1299529.0,0.842,742096.0,628768.0,1471261.0,61.8,0.357,2.38,0.16,1.0,1.6,1.88,0.35,3,1.0,2.419142073894171,2e-06,1e-06,759364.8709467249,627796.8368549357,50.5,1.199234,0,0,0.492074,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.526899,0.482822,0.0,0.0,,,,
SLB,LONG,0.2866424488460133,2.866424488460133,7.1,4.4632,weak_relative_strength (-7.6% vs SPY),"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.5,POSITIVE,unknown,34113857.5,56.13,65.0,42.5,15.76,24.31,469679.0,296380.0,0.631,163650.0,142947.0,459462.0,83.9,0.4,2.24,0.31,1.0,1.2,1.74,0.62,1,0.7,99.0,7e-06,0.0,206057.9234875319,0.0,4.324242,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.453049,0.0,0.0,0.0,,,,
FIG,LONG,0.2843267542420787,2.843267542420787,3.43,3.8106,price_validation_failed,"confirmation_volume, hammer_at_support, not_extended, room_to_target","momentum_aligned, trend_aligned",6.8,NEGATIVE,unknown,-2246361.54,,20.0,15.0,14.48,14.14,241529.0,155750.0,0.645,163867.0,111376.0,122036.0,92.8,1.06,0.0,0.28,1.0,1.2,0.43,0.52,2,1.0,99.0,0.000145,0.0,3172.813214716158,0.0,2.938552,,0,0,0.012092,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.166533,0.0,0.0,0.0,,,,
AAOI,LONG,0.251299203500168,2.51299203500168,5.99,4.2935,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,6.2,NEGATIVE,retest_and_confirm,-47774.71,162.21,200.0,20.0,23.33,87.67,131190.0,120124.0,0.916,122488.0,54221.0,74605.0,98.2,1.603,2.46,0.2,0.07,1.4,1.45,0.41,2,1.0,22.167708282121566,9.3e-05,5.6e-05,1421.4122268198903,64.12084680698683,2.752688,311.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233146,0.123647,0.0,0.0,,,,
GOOG,LONG,0.25042909792365303,2.50429097923653,7.33,4.6311,poor_rr (0.2:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.9,NEGATIVE,flag_breakout,-28335707.68,342.35,350.0,300.0,2.24,12.36,993908.0,747559.0,0.752,516191.0,424020.0,801256.0,67.8,0.36,2.41,0.14,1.0,1.6,1.81,0.37,1,1.0,99.0,0.0,0.0,263056.0215046707,0.0,16.802469,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.247208,0.0,0.0,0.0,342.32,301.24,350.0,0.19
MSFT,LONG,0.24802900107324782,2.480290010732478,5.96,3.8281,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.0,POSITIVE,trend_continuation,1407461381.42,424.61,450.0,400.0,5.98,5.8,2683112.0,1291002.0,0.481,1159777.0,836833.0,1977504.0,99.9,0.387,2.17,0.0,1.0,1.4,1.19,0.2,1,1.0,99.0,0.0,0.0,811.1373494291907,0.0,2.395833,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.29198,0.0,0.0,0.0,,,,
GEV,LONG,0.2460872520919488,2.4608725209194877,6.71,4.1834,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,4.7,NEUTRAL,unknown,,,1200.0,800.0,4.42,30.39,93980.0,117442.0,1.25,81701.0,52238.0,77483.0,60.2,0.511,2.29,0.0,1.0,1.2,1.67,0.55,2,1.0,0.09623351610940026,5e-06,3e-06,150.8857904435552,1567.9130987173442,8.748387,475.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,,,,
RBLX,LONG,0.2326279147138443,2.326279147138443,0.0,1.3958,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.4e-05,2.8e-05,5.678013936980336e-17,1.3962462674385545e-21,2.580858,4.532394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,,,,
TSM,LONG,0.23097709048179985,2.3097709048179986,6.83,3.8839,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.4,POSITIVE,trend_continuation,193221238.26,402.29,450.0,300.0,11.81,25.46,735705.0,903001.0,1.227,470142.0,416527.0,752037.0,96.6,0.477,1.92,0.12,1.0,1.4,1.69,0.7,2,0.7,99.0,3e-06,0.0,26509.175449983653,0.0,2.198684,,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.268693,0.0,0.0,0.0,,,,
MU,LONG,0.22265158461574144,2.2265158461574144,5.37,2.9243,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",1.0,POSITIVE,trend_continuation,436892278.37,496.5,500.0,300.0,0.66,39.6,1268655.0,1472302.0,1.161,988554.0,653088.0,1099315.0,89.7,0.759,2.08,0.0,0.0,1.4,1.71,0.19,1,0.7,99.0,3e-06,0.0,796945.3040969053,0.0,3.733068,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.471011,0.0,0.0,0.0,,,,
VST,LONG,0.21520361138744143,2.152036113874414,0.0,1.2912,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433337e-23,1.7e-05,1.4e-05,7.143468877282254e-29,3.953244452959833e-06,1.960912,27.1,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.425939,0.702832,0.0,0.0,,,,
ARM,LONG,0.1870353818219228,1.870353818219228,0.0,1.1222,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.4222369550395362,1e-06,5e-06,12204.672932297011,28904.79572342081,1.643478,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,,,,
VG,LONG,0.16746909126763976,1.6746909126763976,3.6,2.7373,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.1,POSITIVE,ema_pullback,2565904.01,,12.5,7.5,5.04,36.97,496528.0,283509.0,0.571,208674.0,106209.0,465154.0,92.5,0.933,0.0,0.48,1.0,1.2,0.66,0.26,1,1.0,99.0,6.8e-05,0.0,1.8067189606407332e-07,0.0,1.140794,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.497685,0.0,0.0,0.0,,,,
BE,LONG,0.15461697540250707,1.5461697540250707,0.0,0.9277,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,88.72009115653823,9e-06,2.2e-05,14025.305640683595,158.08488762638066,1.207569,8.921569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,,,,
AMZN,LONG,0.1427319063174447,1.427319063174447,0.0,0.8564,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.284339063659782,0.0,1e-06,0.0025300487295740323,0.00030540139776175817,1.240876,1.219573,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,
USO,LONG,0.1354923049158787,1.354923049158787,5.81,3.1405,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.6,POSITIVE,trend_continuation,41959656.4,132.32,150.0,100.0,13.29,24.47,728239.0,1047340.0,1.438,714529.0,525406.0,535644.0,83.0,0.763,2.04,0.51,0.42,1.4,1.44,0.0,1,1.0,99.0,0.000448,0.0,21718.13909441773,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.5e-05,0.0,0.851281,0.0,0.0,0.0,,,,
FCX,LONG,0.12506060106266698,1.2506060106266697,1.92,2.3013,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.5,POSITIVE,unknown,1783304.2,61.05,70.0,35.0,14.66,42.67,576333.0,593236.0,1.029,241089.0,335674.0,592806.0,63.7,0.481,0.0,0.41,1.0,0.0,0.22,0.3,1,0.7,99.0,1.8e-05,0.0,42537.180881904846,0.0,1.107675,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381911,0.0,0.0,0.0,,,,
QQQ,LONG,0.06948886191169226,0.6948886191169226,6.02,3.0334,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.4,NEGATIVE,trend_continuation,-4389548.84,,675.0,600.0,1.68,9.62,3919448.0,6097290.0,1.556,4138839.0,2444711.0,3433188.0,64.9,0.208,2.46,0.0,0.0,1.4,1.94,0.22,1,1.0,99.0,1e-06,0.0,313277.563290339,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.51287,0.0,0.0,0.0,,,,
CDNS,SHORT,0.6814994530821066,6.814994530821066,1.57,4.9985,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.6,NEUTRAL,unknown,,,400.0,265.0,20.16,20.39,48380.0,55375.0,1.145,25618.0,48933.0,29204.0,99.8,0.553,0.0,0.0,0.77,0.0,0.15,0.64,1,1.0,0.0,0.0,0.000184,0.0,8127532.290858264,,10.699911,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-05,0.0,0.209118,0.0,0.0,,,,
FN,SHORT,0.540365673189473,5.40365673189473,1.76,4.2898,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.3,NEUTRAL,unknown,,,760.0,610.0,5.53,15.3,3998.0,7956.0,1.99,5410.0,2694.0,3850.0,98.9,1.032,0.0,0.08,1.0,0.0,0.51,0.18,4,1.0,99.0,8e-05,0.000228,34.24735820788306,4.405935288799227e-12,12.911932,51.613636,0,0,0.0,0.292166,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.247044,0.471274,0.0,0.0,,,,
RGTI,SHORT,0.4718914564678875,4.718914564678875,6.89,5.8665,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.2,NEGATIVE,ema_rally,-2022225.59,,20.0,14.0,20.41,15.71,343281.0,341658.0,0.995,314700.0,127985.0,242254.0,61.9,1.033,1.97,0.92,1.0,1.2,1.73,0.07,1,1.0,0.0,0.0,0.000129,0.0,526618.6469220158,,7.661972,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-05,0.0,0.208481,0.0,0.0,,,,
IP,SHORT,0.46983656470878693,4.698365647087869,6.98,4.9832,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,2.7,NEUTRAL,trend_continuation,,,37.5,32.5,14.85,0.46,32149.0,39498.0,1.229,16296.0,16874.0,38477.0,100.0,0.551,2.05,0.28,1.0,1.4,1.95,0.3,1,1.0,0.0,0.0,2e-05,0.0,3.1130925466916847e-24,,36.372263,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.412671,0.0,0.0,,,,
URA,SHORT,0.4202589150877482,4.202589150877482,4.16,5.0893,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.7,NEGATIVE,bounce_and_fail,-1902544.14,,60.0,50.0,8.48,9.6,187756.0,122550.0,0.653,30584.0,111607.0,168115.0,50.2,0.548,0.0,0.56,1.0,1.0,1.38,0.22,1,1.0,0.0,0.0,0.000331,0.0,1.8757075080986344e-14,,18.164502,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.148329,0.0,0.0,,,,
TER,SHORT,0.3895757372064729,3.8957573720647294,1.62,3.3739,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.7,NEUTRAL,unknown,,,440.0,350.0,5.24,16.28,39106.0,24753.0,0.633,28475.0,12734.0,22650.0,94.7,0.824,0.0,0.0,1.0,0.0,0.16,0.45,3,1.0,0.0,0.0,3.8e-05,0.0,93348.73709052008,,11.386939,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.286259,0.0,0.0,,,,
FFIV,SHORT,0.38510922292337646,3.851092229233765,4.89,4.3725,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,4.9,NEUTRAL,ema_rally,,,330.0,270.0,8.85,10.94,3030.0,3667.0,1.21,3164.0,1149.0,2384.0,97.3,0.539,0.0,0.9,1.0,1.2,1.27,0.52,2,1.0,0.0,0.0,0.000143,0.0,2.5713502488407085e-14,,,0,0,0.0,0.492759,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.451255,0.0,0.0,,,,
MRVL,SHORT,0.3769371105096626,3.769371105096626,0.0,2.2616,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,12,1.0,0.16099917821355073,7.3e-05,1.2e-05,13505.20921941528,251651.14572513875,115.837181,34.031706,7,1,0.390447,0.337324,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.660451,0.192822,0.0,0.0,,,,
APLD,SHORT,0.3706259295658262,3.7062592956582616,3.91,4.0461,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_resistance, room_to_target",trend_aligned,5.1,POSITIVE,pullback_to_resistance,10830904.1,34.98,40.0,25.0,14.35,28.53,558573.0,262687.0,0.47,302580.0,161220.0,357460.0,33.6,1.071,0.0,0.09,1.0,1.4,0.86,0.55,4,1.0,0.0,0.0,0.000265,0.0,57.932349146658886,,4.821407,0,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.3847,0.0,0.0,,,,
SEDG,SHORT,0.35528139265955355,3.5528139265955354,3.6,3.7764,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.6,NEUTRAL,ema_rally,,,70.0,25.0,52.74,45.45,103788.0,85611.0,0.825,66035.0,35687.0,87677.0,88.1,1.078,0.0,0.65,1.0,1.2,0.48,0.27,1,1.0,0.0,0.0,0.000339,0.0,5.4576581584655644e-12,,4.228448,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.79026,0.0,0.0,,,,
