ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
RDDT,0.0,0.3843289932184212,0,1,0.3843289932184212,1,32.0,0.337539,,0.337539,1,0,0,0.0,0.0,0.0,0.3843289932184212,0,1,-0.3843289932184212,SHORT,0.0,0.3843289932184212,0.0,1.0,0.0,1.0,692712070.70224,0.0,0.0,0.05,0.15486996801554495
SLV,212069.96144864435,0.0,2,0,212069.96144864435,2,90.0,0.066005,0.066005,,2,0,0,0.0,0.0,107969.17587597323,0.0,2,0,212069.96144864435,LONG,106034.98072432217,0.0,0.509121,0.0,inf,1.0,3383183574.7619033,6.3e-05,0.0,0.29471876882886705,0.05
SOXS,20820.90481512346,0.0,1,0,20820.90481512346,1,56.0,1.328358,1.328358,,1,1,0,20820.90481512346,0.0,20820.90481512346,0.0,1,0,20820.90481512346,LONG,20820.90481512346,0.0,1.0,0.0,inf,1.0,2190147622.7168655,1e-05,0.0,0.3214530841356655,0.05
SPY,280980.1534072749,315308.9926497962,2,3,596289.1460570712,5,51.8,0.837898,0.770209,0.883025,5,1,2,111973.70579561942,189176.40477194014,169006.44761165552,126132.58787785604,2,3,-34328.839242521266,SHORT,140490.07670363746,105102.99754993206,0.601489,0.400029,0.8911263552808047,1.0,58829483394.85289,5e-06,5e-06,0.34708436570264445,0.4632234176686135
TLT,0.0,33964.612627717004,0,1,33964.612627717004,1,119.0,0.142681,,0.142681,1,0,1,0.0,33964.612627717004,0.0,33964.612627717004,0,1,-33964.612627717004,SHORT,0.0,33964.612627717004,0.0,1.0,0.0,0.7,3867265630.974827,0.0,9e-06,0.0,0.27747905806953954
TQQQ,151438.8470952918,0.0,1,0,151438.8470952918,1,90.0,0.277038,0.277038,,1,0,0,0.0,0.0,151438.8470952918,0.0,1,0,151438.8470952918,LONG,151438.8470952918,0.0,1.0,0.0,inf,1.0,4798698263.319898,3.2e-05,0.0,0.28859129508413955,0.05
TSM,74280.402143731,0.0,1,0,74280.402143731,1,90.0,0.126289,0.126289,,1,0,0,0.0,0.0,74280.402143731,0.0,1,0,74280.402143731,LONG,74280.402143731,0.0,1.0,0.0,inf,1.0,4550137408.487854,1.6e-05,0.0,0.27401419781474623,0.05
U,0.0,124.24245197408985,0,1,124.24245197408985,1,30.0,0.695533,,0.695533,1,0,0,0.0,0.0,0.0,124.24245197408985,0,1,-124.24245197408985,SHORT,0.0,124.24245197408985,0.0,1.0,0.0,1.0,276265493.5714363,0.0,0.0,0.05,0.21070496467057542
USAR,215.1512260244407,0.0,3,0,215.1512260244407,3,31.333333,1.261801,1.261801,,3,2,0,0.9150149079232881,0.0,214.2362111165174,0.0,3,0,215.1512260244407,LONG,71.71707534148022,0.0,0.995747,0.0,inf,1.0,212582988.77191713,1e-06,0.0,0.3583354099883726,0.05
WFC,0.0,65908.83166851941,0,1,65908.83166851941,1,90.0,0.243972,,0.243972,1,0,0,0.0,0.0,0.0,65908.83166851941,0,1,-65908.83166851941,SHORT,0.0,65908.83166851941,0.0,1.0,0.0,1.0,1581054099.551119,0.0,4.2e-05,0.05,0.28590085592119036
XLI,0.0,71372.8290450672,0,3,71372.8290450672,3,61.0,74.277197,,74.277197,3,0,1,0.0,40777.89255500052,0.0,40777.89255500052,0,3,-71372.8290450672,SHORT,0.0,23790.943015022403,0.0,0.571336,0.0,1.0,2496668852.120533,0.0,2.9e-05,0.05,0.6013707495246375
XLU,0.0,18392.66188731036,0,2,18392.66188731036,2,43.0,0.662192,,0.662192,2,0,2,0.0,18392.66188731036,0.0,18164.93110861169,0,2,-18392.66188731036,SHORT,0.0,9196.33094365518,0.0,0.987618,0.0,1.0,1352190484.837553,0.0,1.4e-05,0.05,0.4123577902504981
