ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
PLTR,0.0,42839.331344421524,0,1,42839.331344421524,1,56.0,0.111087,,0.111087,1,0,0,0.0,0.0,0.0,42839.331344421524,0,1,-42839.331344421524,SHORT,0.0,42839.331344421524,0.0,1.0,0.0,1.0,7481292179.187055,0.0,6e-06,0.05,0.2806250553555278
QCOM,0.0,35516.94674388665,0,1,35516.94674388665,1,56.0,0.121536,,0.121536,1,0,0,0.0,0.0,0.0,35516.94674388665,0,1,-35516.94674388665,SHORT,0.0,35516.94674388665,0.0,1.0,0.0,1.0,1689881062.3287992,0.0,2.1e-05,0.05,0.2783981587401385
QQQ,0.0,429223.34471216716,0,2,429223.34471216716,2,90.0,0.135121,,0.135121,2,0,0,0.0,0.0,0.0,282784.9665696055,0,2,-429223.34471216716,SHORT,0.0,214611.67235608358,0.0,0.658829,0.0,1.0,41537768904.985,0.0,1e-05,0.05,0.33332874805930657
RDDT,0.0,0.3697232659364259,0,1,0.3697232659364259,1,32.0,0.337539,,0.337539,1,0,0,0.0,0.0,0.0,0.3697232659364259,0,1,-0.3697232659364259,SHORT,0.0,0.3697232659364259,0.0,1.0,0.0,1.0,692712070.70224,0.0,0.0,0.05,0.15475287087199496
SLV,204010.62666964694,0.0,2,0,204010.62666964694,2,90.0,0.066005,0.066005,,2,0,0,0.0,0.0,103866.00290299357,0.0,2,0,204010.62666964694,LONG,102005.31333482347,0.0,0.509121,0.0,inf,1.0,3383183574.7619033,6e-05,0.0,0.29453762668710415,0.05
SOXS,20029.644038913266,0.0,1,0,20029.644038913266,1,56.0,1.328358,1.328358,,1,1,0,20029.644038913266,0.0,20029.644038913266,0.0,1,0,20029.644038913266,LONG,20029.644038913266,0.0,1.0,0.0,inf,1.0,2190147622.7168655,9e-06,0.0,0.3212067677227953,0.05
SPY,270302.01159457094,303326.2454788418,2,3,573628.2570734128,5,51.8,0.837898,0.770209,0.883025,5,1,2,107718.34791613775,181987.09814911886,162583.66367843322,121339.14732972295,2,3,-33024.233884270885,SHORT,135151.00579728547,101108.74849294727,0.601489,0.400029,0.8911263552808045,1.0,58829483394.85289,5e-06,5e-06,0.34712127754614097,0.4631949358239913
TLT,0.0,32673.84904226681,0,1,32673.84904226681,1,119.0,0.142681,,0.142681,1,0,1,0.0,32673.84904226681,0.0,32673.84904226681,0,1,-32673.84904226681,SHORT,0.0,32673.84904226681,0.0,1.0,0.0,0.7,3867265630.974827,0.0,8e-06,0.0,0.2774051750248722
TQQQ,145683.68800086287,0.0,1,0,145683.68800086287,1,90.0,0.277038,0.277038,,1,0,0,0.0,0.0,145683.68800086287,0.0,1,0,145683.68800086287,LONG,145683.68800086287,0.0,1.0,0.0,inf,1.0,4798698263.319898,3e-05,0.0,0.28838024490131164,0.05
TSM,71457.50999858456,0.0,1,0,71457.50999858456,1,90.0,0.126289,0.126289,,1,0,0,0.0,0.0,71457.50999858456,0.0,1,0,71457.50999858456,LONG,71457.50999858456,0.0,1.0,0.0,inf,1.0,4550137408.487854,1.6e-05,0.0,0.2741324372115192,0.05
U,0.0,119.52084261752283,0,1,119.52084261752283,1,30.0,0.695533,,0.695533,1,0,0,0.0,0.0,0.0,119.52084261752283,0,1,-119.52084261752283,SHORT,0.0,119.52084261752283,0.0,1.0,0.0,1.0,276265493.5714363,0.0,0.0,0.05,0.2104210972436954
USAR,206.97479336609544,0.0,3,0,206.97479336609544,3,31.333333,1.261801,1.261801,,3,2,0,0.8802414236431333,0.0,206.0945519424523,0.0,3,0,206.97479336609544,LONG,68.99159778869848,0.0,0.995747,0.0,inf,1.0,212582988.77191713,1e-06,0.0,0.35804119315814936,0.05
WFC,0.0,63404.08589650766,0,1,63404.08589650766,1,90.0,0.243972,,0.243972,1,0,0,0.0,0.0,0.0,63404.08589650766,0,1,-63404.08589650766,SHORT,0.0,63404.08589650766,0.0,1.0,0.0,1.0,1581054099.551119,0.0,4e-05,0.05,0.28585304514422133
XLI,0.0,68660.43394927404,0,3,68660.43394927404,3,61.0,74.277197,,74.277197,3,0,1,0.0,39228.202606278945,0.0,39228.202606278945,0,3,-68660.43394927404,SHORT,0.0,22886.81131642468,0.0,0.571336,0.0,1.0,2496668852.120533,0.0,2.8e-05,0.05,0.6012849721038191
XLU,0.0,17693.6820854838,0,2,17693.6820854838,2,43.0,0.662192,,0.662192,2,0,2,0.0,17693.6820854838,0.0,17474.60580255849,0,2,-17693.6820854838,SHORT,0.0,8846.8410427419,0.0,0.987618,0.0,1.0,1352190484.837553,0.0,1.3e-05,0.05,0.41223417345841373
