ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
LEU,0.0,21716.56861756783,0,1,21716.56861756783,1,90.0,0.772152,,0.772152,1,0,0,0.0,0.0,0.0,21716.56861756783,0,1,-21716.56861756783,SHORT,0.0,21716.56861756783,0.0,1.0,0.0,1.0,143239854.59089205,0.0,0.000152,0.05,0.28676273848710104
NEM,80377.50485796269,0.0,2,0,80377.50485796269,2,90.0,0.473432,0.473432,,2,0,0,0.0,0.0,40217.82871865831,0.0,2,0,80377.50485796269,LONG,40188.752428981345,0.0,0.500362,0.0,99.0,1.0,1041712104.1442688,7.7e-05,0.0,0.34232736195802344,0.05
NFLX,62101.25343030276,0.0,1,0,62101.25343030276,1,90.0,0.26066,0.26066,,1,0,0,0.0,0.0,62101.25343030276,0.0,1,0,62101.25343030276,LONG,62101.25343030276,0.0,1.0,0.0,99.0,1.0,5013415483.062258,1.2e-05,0.0,0.2921271267546092,0.05
NOW,90.2151148081234,0.0,1,0,90.2151148081234,1,58.0,0.415313,0.415313,,1,0,0,0.0,0.0,90.2151148081234,0.0,1,0,90.2151148081234,LONG,90.2151148081234,0.0,1.0,0.0,99.0,1.0,1996466267.387992,0.0,0.0,0.19639400472494783,0.05
ORCL,17901.22715703533,30058.63276280625,1,1,47959.859919841576,2,49.0,0.320032,0.592157,0.047907,2,0,0,0.0,0.0,17901.22715703533,30058.63276280625,1,1,-12157.40560577092,SHORT,17901.22715703533,30058.63276280625,1.0,1.0,0.5955436262951331,1.0,4574635010.135596,4e-06,7e-06,0.27328534213886024,0.2881722566115221
PLTR,0.0,14713.575012837307,0,1,14713.575012837307,1,56.0,0.111087,,0.111087,1,0,0,0.0,0.0,0.0,14713.575012837307,0,1,-14713.575012837307,SHORT,0.0,14713.575012837307,0.0,1.0,0.0,1.0,7481292179.187055,0.0,2e-06,0.05,0.2787478491208151
QCOM,0.0,12198.632512296983,0,1,12198.632512296983,1,56.0,0.121536,,0.121536,1,0,0,0.0,0.0,0.0,12198.632512296983,0,1,-12198.632512296983,SHORT,0.0,12198.632512296983,0.0,1.0,0.0,1.0,1689881062.3287992,0.0,7e-06,0.05,0.2763016630220411
QQQ,0.0,147420.83224662137,0,2,147420.83224662137,2,90.0,0.135121,,0.135121,2,0,0,0.0,0.0,0.0,97125.18117224042,0,2,-147420.83224662137,SHORT,0.0,73710.41612331069,0.0,0.658829,0.0,1.0,41537768904.985,0.0,4e-06,0.05,0.33333261138430476
RDDT,0.0,0.12698496537236853,0,1,0.12698496537236853,1,32.0,0.337539,,0.337539,1,0,0,0.0,0.0,0.0,0.12698496537236853,0,1,-0.12698496537236853,SHORT,0.0,0.12698496537236853,0.0,1.0,0.0,1.0,692712070.70224,0.0,0.0,0.05,0.15250879376578183
SLV,70069.38634934313,0.0,2,0,70069.38634934313,2,90.0,0.066005,0.066005,,2,0,0,0.0,0.0,35673.7646699002,0.0,2,0,70069.38634934313,LONG,35034.69317467156,0.0,0.509121,0.0,99.0,1.0,3383183574.7619033,2.1e-05,0.0,0.29415107253830675,0.05
SOXS,6879.371381349916,0.0,1,0,6879.371381349916,1,56.0,1.328358,1.328358,,1,1,0,6879.371381349916,0.0,6879.371381349916,0.0,1,0,6879.371381349916,LONG,6879.371381349916,0.0,1.0,0.0,99.0,1.0,2190147622.7168655,3e-06,0.0,0.3185010723124134,0.05
SPY,92837.79178863006,104180.27840661915,2,3,197018.07019524922,5,51.8,0.837898,0.770209,0.883025,5,1,2,36996.889133970704,62505.19641535741,55840.90265465935,41675.081991261744,2,3,-11342.486617989096,SHORT,46418.89589431503,34726.75946887305,0.601489,0.400029,0.8911263552808049,1.0,58829483394.85289,2e-06,2e-06,0.3469836774600016,0.46232017038089845
TLT,0.0,11222.143617890933,0,1,11222.143617890933,1,119.0,0.142681,,0.142681,1,0,1,0.0,11222.143617890933,0.0,11222.143617890933,0,1,-11222.143617890933,SHORT,0.0,11222.143617890933,0.0,1.0,0.0,0.7,3867265630.974827,0.0,3e-06,0.0,0.275214718437037
TQQQ,50036.44558113788,0.0,1,0,50036.44558113788,1,90.0,0.277038,0.277038,,1,0,0,0.0,0.0,50036.44558113788,0.0,1,0,50036.44558113788,LONG,50036.44558113788,0.0,1.0,0.0,99.0,1.0,4798698263.319898,1e-05,0.0,0.2878980410910552,0.05
TSM,24542.76013651312,0.0,1,0,24542.76013651312,1,90.0,0.126289,0.126289,,1,0,0,0.0,0.0,24542.76013651312,0.0,1,0,24542.76013651312,LONG,24542.76013651312,0.0,1.0,0.0,99.0,1.0,4550137408.487854,5e-06,0.0,0.2726510575087494,0.05
U,0.0,41.050567977164405,0,1,41.050567977164405,1,30.0,0.695533,,0.695533,1,0,0,0.0,0.0,0.0,41.050567977164405,0,1,-41.050567977164405,SHORT,0.0,41.050567977164405,0.0,1.0,0.0,1.0,276265493.5714363,0.0,0.0,0.05,0.20191164093137015
USAR,71.08745753929946,0.0,3,0,71.08745753929946,3,31.333333,1.261801,1.261801,,3,2,0,0.3023272728524148,0.0,70.78513026644706,0.0,3,0,71.08745753929946,LONG,23.695819179766488,0.0,0.995747,0.0,99.0,1.0,212582988.77191713,0.0,0.0,0.3487239387654539,0.05
WFC,0.0,21776.73517960093,0,1,21776.73517960093,1,90.0,0.243972,,0.243972,1,0,0,0.0,0.0,0.0,21776.73517960093,0,1,-21776.73517960093,SHORT,0.0,21776.73517960093,0.0,1.0,0.0,1.0,1581054099.551119,0.0,1.4e-05,0.05,0.2844346121158366
XLI,0.0,23582.077815464236,0,3,23582.077815464236,3,61.0,74.277197,,74.277197,3,0,1,0.0,13473.298568219261,0.0,13473.298568219261,0,3,-23582.077815464236,SHORT,0.0,7860.692605154745,0.0,0.571336,0.0,1.0,2496668852.120533,0.0,9e-06,0.05,0.5986741605027218
XLU,0.0,6077.063073767193,0,2,6077.063073767193,2,43.0,0.662192,,0.662192,2,0,2,0.0,6077.063073767193,0.0,6001.819244762498,0,2,-6077.063073767193,SHORT,0.0,3038.5315368835963,0.0,0.987618,0.0,1.0,1352190484.837553,0.0,4e-06,0.05,0.4085188973470639
