ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
WFC,0.0,77801.65443208547,0,1,77801.65443208547,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,77801.65443208547,0,1,-77801.65443208547,SHORT,0.0,77801.65443208547,0.0,1.0,0.0,1.0,0.05,5.4389188331552205,0.5424436137589616
PLTR,0.0,52567.13043384281,0,1,52567.13043384281,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,52567.13043384281,0,1,-52567.13043384281,SHORT,0.0,52567.13043384281,0.0,1.0,0.0,1.0,0.05,5.2378971470139275,0.5284538078953981
QCOM,0.0,43582.00544931846,0,1,43582.00544931846,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,43582.00544931846,0,1,-43582.00544931846,SHORT,0.0,43582.00544931846,0.0,1.0,0.0,1.0,0.05,5.144582095126351,0.5219596853700404
TLT,0.0,40093.307492862834,0,1,40093.307492862834,1,119.0,0.14,,0.14,1,0,1,0.0,40093.307492862834,0.0,40093.307492862834,0,1,-40093.307492862834,SHORT,0.0,40093.307492862834,0.0,1.0,0.0,0.7,0.0,5.103648067392234,0.5191109424696774
HIMS,0.0,44350.99731453804,0,1,44350.99731453804,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,44350.99731453804,0,1,-44350.99731453804,SHORT,0.0,44350.99731453804,0.0,1.0,0.0,0.7,0.0,4.454599239899807,0.47394135272595994
CRM,2695.4021031027805,565.3513156748663,1,3,3260.753418777647,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2695.4021031027805,239.98749811473405,1,3,2130.050787427914,LONG,2695.4021031027805,188.45043855828877,1.0,0.42,4.767658672351807,1.0,0.42400559019302575,4.139963704847382,0.4520447596883908
ALAB,0.0,657.9941461520025,0,2,657.9941461520025,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,512.466644532423,0,2,-657.9941461520025,SHORT,0.0,328.99707307600124,0.0,0.78,0.0,1.0,0.05,3.5493170197015393,0.4109395803529645
U,0.0,146.6611995627301,0,1,146.6611995627301,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,146.6611995627301,0,1,-146.6611995627301,SHORT,0.0,146.6611995627301,0.0,1.0,0.0,1.0,0.05,2.3238605026343966,0.32565575303515987
HPQ,0.0,1.2916640932818677,0,1,1.2916640932818677,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.2916640932818677,0,1,-1.2916640932818677,SHORT,0.0,1.2916640932818677,0.0,1.0,0.0,1.0,0.05,0.2530780832980366,0.1815427242953962
RDDT,0.0,0.45367867646321935,0,1,0.45367867646321935,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.45367867646321935,0,1,-0.45367867646321935,SHORT,0.0,0.45367867646321935,0.0,1.0,0.0,1.0,0.05,0.0,0.16393013074081952
