ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
GEV,180579.44240350337,464337.4975002382,10,12,871880.9518085966,22,74.727273,1.631127,1.57905,1.674524,22,2,3,18596.015305556757,2359.79336941155,82351.52186063277,216400.09391458923,10,12,7.9729153809353805,1331717.5,2142943.0,-283758.0550967348,SHORT,18057.944240350338,38694.79145835318,0.54396,0.533959,0.3888969626094234,1.0,2451260817.7789307,0.000543,0.000874,5.638152004455592,0.6443748393605438,0.5638152004455592,none,none
KOD,55935.9984907672,0.0,1,0,55935.9984907672,1,84.0,5.578947,5.578947,,1,0,0,0.0,0.0,55935.9984907672,0.0,1,0,0.0,75000.0,0.0,55935.9984907672,LONG,55935.9984907672,0.0,0.0,0.0,99.0,1.0,14622107.5,0.005129,0.0,5.481889948158227,0.05,0.5481889948158227,none,not_extended
AAPL,3335024.047078438,252682.46427074354,24,3,3979866.730015979,27,64.296296,0.518399,0.57044,0.10207,27,3,0,376891.8002702406,0.0,543202.7775599157,111467.19328975824,24,3,1.8794388388784002,4114733.0,290309.5,3082341.5828076946,LONG,138959.33529493492,84227.48809024785,0.837122,0.558865,13.198478401354498,1.0,10432780133.648071,0.000394,2.8e-05,5.481596711333443,0.3057185194456818,0.5481596711333443,none,trend_aligned
BE,618217.0877345827,461271.3869002309,7,4,1085641.5967079746,11,53.363636,0.814856,0.731386,0.960929,11,0,0,0.0,0.0,320356.2683674306,432838.9992641994,7,4,36.530901857330804,1216169.5,1028760.0,156945.70083435182,LONG,88316.7268192261,115317.84672505772,0.481806,0.061639,1.3402459057541714,1.0,1569318308.7524414,0.000775,0.000656,5.318444215191621,0.47790879800129005,0.5318444215191621,none,none
LUV,95958.43358455523,0.0,2,0,95958.43358455523,2,85.0,0.826493,0.826493,,2,0,0,0.0,0.0,82695.73983287388,0.0,2,0,6.235214458027454,1428640.0,0.0,95958.43358455523,LONG,47979.21679227761,0.0,0.138213,0.0,99.0,1.0,419141696.62794113,0.003408,0.0,5.287170855097802,0.18,0.5287170855097802,none,trend_aligned
LRCX,363665.9384254194,5403.54585477458,3,5,737306.7388485922,8,64.375,17.71725,46.33223,0.548263,8,0,2,0.0,2378.891676167533,361599.6489699599,2267.932284611651,3,5,415.9347629860255,521145.5,767142.5,358262.3925706448,LONG,121221.9794751398,1080.709170954916,0.005682,0.580288,67.30135140873908,1.0,2597704335.7917023,0.000201,0.000295,5.178616598947798,0.34806982075736514,0.5178616598947798,none,none
RKT,1965.4789902063194,12157.614331352266,4,2,27388.07796543158,6,68.833333,1.62046,2.110546,0.640287,6,1,2,694.4482606815222,12157.614331352266,735.5562883105483,11322.118538025537,4,2,16.098988566002273,442986.0,323792.0,-10192.135341145946,SHORT,491.36974755157985,6078.807165676133,0.625762,0.068722,0.1616665027066789,1.0,418941643.6816406,0.001057,0.000773,5.021798275112875,0.3484453406334767,0.5021798275112875,none,none
PONY,16095.392447688459,0.0,2,0,16095.392447688459,2,51.5,0.716494,0.716494,,2,1,0,15763.773746391427,0.0,15763.773746391427,0.0,2,0,47.53584066500458,270367.0,0.0,16095.392447688459,LONG,8047.696223844229,0.0,0.020603,0.0,99.0,1.0,57087706.82076454,0.004736,0.0,4.840713167839752,0.18,0.4840713167839752,none,trend_aligned
FRMI,0.02463131316869092,0.0,1,0,0.02463131316869092,1,56.0,24.154589,24.154589,,1,0,0,0.0,0.0,0.02463131316869092,0.0,1,0,0.0,425000.0,0.0,0.02463131316869092,LONG,0.02463131316869092,0.0,0.0,0.0,99.0,1.0,49125191.17448807,0.008651,0.0,4.5,0.05,0.45,none,trend_aligned
GLW,244484.86663186477,13320.49436555944,5,2,258730.8258916608,7,56.0,1.519627,0.614598,6.044776,7,2,1,2214.7699459859996,5622.388717259709,232485.74648339057,7698.105648299731,5,2,62.6374653294647,1115215.0,215450.0,231164.37226630532,LONG,48896.97332637296,6660.24718277972,0.049079,0.422086,18.35403851556652,1.0,2082281790.0914001,0.000536,0.000103,4.472311313347948,0.39164611848425396,0.4472311313347948,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume
DAL,8914.870347895852,38523.481111939735,4,6,66012.39430804606,10,51.9,5.846758,12.939274,1.118415,10,0,0,0.0,0.0,4317.824621360316,27399.45905135579,4,6,4.006365361344313,217438.0,1585593.0,-29608.610764043882,SHORT,2228.717586973963,6420.580185323289,0.51566,0.28876,0.23141393484123196,1.0,1078538934.1125488,0.000202,0.00147,4.315015596310142,0.46647683837407156,0.4315015596310143,none,none
GOOG,275899.84288819367,205558.43510778592,8,10,897796.0569568075,18,79.555556,3.421817,0.135246,6.051074,18,1,4,527.2718263395489,40226.12122985569,99102.4845552962,83926.02735644366,8,10,16.143616172560453,879525.0,2096439.5,70341.40778040775,LONG,34487.48036102421,20555.84351077859,0.640803,0.591717,1.342196649548941,1.0,5839430241.405487,0.000151,0.000359,4.205185836741856,0.6567306747682828,0.4205185836741856,none,none
COMP,0.00021667469689279893,2974.122904925696,1,1,2974.1233382750897,2,54.0,521.122241,1041.25,0.994482,2,0,0,0.0,0.0,0.00021667469689279893,2974.122904925696,1,1,6863106.185391736,47437.5,62175.0,-2974.122688250999,SHORT,0.00021667469689279893,2974.122904925696,0.0,0.0,7.285330963758951e-08,1.0,125607716.4099884,0.000378,0.000495,3.972568594576857,0.2938270152771795,0.3972568594576857,none,none
CORZ,2130.690472572981,2650.1211995034073,1,1,7430.932871579796,2,58.0,0.675586,1.254691,0.096482,2,0,0,0.0,0.0,2130.690472572981,2650.1211995034073,1,1,2.4875703286016684,473936.0,31717.0,-519.4307269304263,SHORT,2130.690472572981,2650.1211995034073,0.0,0.0,0.80399736924192,1.0,216393901.56698227,0.00219,0.000147,3.9126942698196805,0.17408770019011677,0.39126942698196804,none,trend_aligned
JD,20099.716642121857,2121.0259285784805,3,3,24341.76849927882,6,85.833333,0.41834,0.590511,0.246168,6,2,0,20082.6543005247,0.0,14661.782551769653,1923.1057763039305,3,3,57.95280334594045,355628.0,228105.0,17978.690713543376,LONG,6699.905547373953,707.0086428594935,0.270548,0.093313,9.476412509295802,1.0,387803150.0,0.000917,0.000588,3.8671500423352216,0.30203515489676963,0.3867150042335222,"momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",confirmation_volume
INTC,369961.80308847746,205514.32170111357,5,8,701849.4596410964,13,65.230769,0.23183,0.40876,0.121249,13,0,2,0.0,50775.90416507253,177751.51789665292,111897.2201487694,5,8,15.552106794006487,547346.0,886835.5,164447.4813873639,LONG,73992.36061769549,25689.290212639196,0.519541,0.455526,1.8001752871827854,1.0,4011791385.749588,0.000136,0.000221,3.8564190948634156,0.42679651435654453,0.3856419094863416,none,none
EWY,278491.039517422,24076.979600862855,4,1,331830.12444524677,5,82.2,0.103048,0.121866,0.027778,5,2,0,187451.03205446605,0.0,130101.00921914008,24076.979600862855,4,1,4.669963263707821,413218.0,32902.5,254414.0599165591,LONG,69622.7598793555,24076.979600862855,0.532836,0.0,11.56669333671079,1.0,4398289316.94622,9.4e-05,7e-06,3.8300658029685106,0.24391139572526416,0.3830065802968511,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
SNOW,474.83683812684,830.2112572518554,7,2,1311.486395629693,9,73.333333,0.14569,0.127571,0.209103,9,2,1,14.973498323931691,0.002702105657272635,453.4277416575678,830.2085551461981,7,2,30683.33428931948,527520.5,186322.5,-355.3744191250154,SHORT,67.83383401812,415.1056286259277,0.045087,3e-06,0.5719470002112873,1.0,900168461.2708282,0.000586,0.000207,3.8014376615206573,0.23891244163079162,0.38014376615206574,none,trend_aligned
PSMT,105500.43583817418,0.0,1,0,211000.87167634835,1,113.0,,,,1,0,0,0.0,0.0,105500.43583817418,0.0,1,0,0.0,121000.0,0.0,105500.43583817418,LONG,105500.43583817418,0.0,0.0,0.0,99.0,0.7,33637251.426086426,0.003597,0.0,3.777281297224322,0.02857142857142857,0.3777281297224322,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume
RGTI,99288.07738658572,0.0,1,0,99288.07738658572,1,50.0,6.454545,6.454545,,1,1,0,99288.07738658572,0.0,99288.07738658572,0.0,1,0,0.0,99915.0,0.0,99288.07738658572,LONG,99288.07738658572,0.0,0.0,0.0,99.0,1.0,416702090.1493597,0.00024,0.0,3.7498314957191727,0.05,0.37498314957191725,none,trend_aligned
ADBE,178414.48292890948,23879.986358695678,5,6,267647.55021260754,11,90.272727,0.452476,0.511848,0.402998,11,1,2,147.9221244002249,22206.639101758396,134777.97016850102,21716.568164593875,5,6,134.91748158203464,469669.0,765257.5,154534.4965702138,LONG,35682.8965857819,3979.9977264492795,0.244579,0.090595,7.47129752291259,0.7,1596578620.0,0.000294,0.000479,3.6769050658088664,0.3322920199117978,0.36769050658088664,none,none
BMNR,612.1283914802805,47978.5922064773,2,1,97181.44119591515,3,62.666667,1.809988,2.56127,0.307424,3,0,0,0.0,0.0,309.57313731395254,47978.5922064773,2,1,155.96039074824333,150026.0,52920.0,-47366.46381499702,SHORT,306.06419574014024,47978.5922064773,0.494268,0.0,0.01275836499841362,1.0,999306306.0314941,0.00015,5.3e-05,3.6239642572463304,0.2719489542237699,0.36239642572463304,none,trend_aligned
RDDT,121310.27235532168,0.005975169315990918,2,1,242297.72260985593,3,64.0,0.358901,0.37903,0.318644,3,0,0,0.0,0.0,120987.43830419563,0.005975169315990918,2,1,20275384.499236975,208080.0,75944.0,121310.26638015236,LONG,60655.13617766084,0.005975169315990918,0.002661,0.0,99.0,1.0,672086687.7026367,0.00031,0.000113,3.502274472778173,0.18486114939253254,0.3502274472778173,none,trend_aligned
AMZN,276032.0158346737,73819.24290889273,2,4,411318.64494841197,6,66.833333,0.093916,0.15943,0.061159,6,1,1,238346.7551378182,12351.85670404727,238346.7551378182,51131.63056655088,2,4,11.455381449572087,713570.0,438733.0,202212.77292578097,LONG,138016.00791733686,18454.810727223183,0.136525,0.30734,3.7392962181331333,1.0,9598348443.338242,7.4e-05,4.6e-05,3.4335780107057943,0.30040784757406386,0.34335780107057945,none,trend_aligned
LITE,51314.45750177981,583282.9356715283,6,2,638017.3978816953,8,43.875,2.339993,0.572372,7.642857,8,1,1,1624.3408373882148,1795.6638709988267,11395.255675170638,581487.2718005296,6,2,25.687516823553334,575850.0,758880.0,-531968.4781697486,SHORT,8552.40958362997,291641.46783576417,0.777933,0.003079,0.08797524213990925,1.0,5949360566.374512,9.7e-05,0.000128,3.3375730480569343,0.5159476642511525,0.33375730480569343,none,none
NVDA,1474413.0027182926,4817064.587023096,5,8,7841521.350966217,13,78.0,0.144104,0.072849,0.188637,13,2,0,592578.6314435146,0.0,491104.0554704928,3011910.2159851207,5,8,0.2684337450639623,1719035.0,6052115.0,-3342651.5843048035,SHORT,294882.60054365854,602133.073377887,0.666916,0.374742,0.30608121939869337,1.0,34887815330.72388,4.9e-05,0.000173,3.3045946228610505,0.34860851706824786,0.33045946228610507,none,none
OKTA,114.28605119255067,81.95782391002021,3,5,278.20169901259106,8,53.0,0.394556,0.412096,0.384031,8,0,0,0.0,0.0,56.44058532794962,30.637760272082538,3,5,1.1908041327859784,538205.0,386870.0,32.32822728253046,LONG,38.09535039751689,16.391564782004043,0.506146,0.626177,1.3944495563721038,1.0,308915395.2610016,0.001742,0.001252,3.2866717579402867,0.34003455653066095,0.32866717579402865,none,none
SNDK,9218.528837141856,355434.5097377079,1,5,462311.20664689573,6,74.666667,0.751109,2.578947,0.385541,6,0,0,0.0,0.0,9218.528837141856,146927.0612915048,1,5,2.5423970040472748,152270.0,503325.0,-346215.98090056604,SHORT,9218.528837141856,71086.90194754158,0.0,0.586627,0.025935942021906223,1.0,12741917166.849365,1.2e-05,4e-05,3.09781510996145,0.356198953470082,0.309781510996145,none,none
LUNR,41902.49908696998,103.21048590290381,1,1,42108.92005877579,2,85.0,0.155324,0.166667,0.143982,2,0,1,0.0,103.21048590290381,41902.49908696998,103.21048590290381,1,1,202.99535808013798,56000.0,27284.0,41799.28860106708,LONG,41902.49908696998,103.21048590290381,0.0,0.0,99.0,1.0,252386665.12989044,0.000222,0.000108,3.0320412386229667,0.1955275244773891,0.30320412386229667,"confirmation_volume, momentum_aligned, not_extended, support_ema_confluence, trend_aligned",room_to_target
RITM,6502.048187402973,0.0,1,0,6502.048187402973,1,51.0,3.100753,3.100753,,1,0,0,0.0,0.0,6502.048187402973,0.0,1,0,0.0,77633.0,0.0,6502.048187402973,LONG,6502.048187402973,0.0,0.0,0.0,99.0,1.0,160111455.23391724,0.000485,0.0,2.935296761953494,0.05,0.2935296761953494,none,trend_aligned
COHR,73458.94088223486,141923.22828233227,2,1,357305.3974468994,3,62.0,1.506846,0.234182,4.052174,3,0,0,0.0,0.0,72414.48585763064,141923.22828233227,2,1,341.09744702247554,424080.0,186945.0,-68464.28740009741,SHORT,36729.47044111743,141923.22828233227,0.014218,0.0,0.5175963214147068,1.0,2886404339.463501,0.000147,6.5e-05,2.9071086810097153,0.46605075641171273,0.2907108681009715,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
MU,253069.6412704759,255097.7163035595,4,5,832842.645455056,9,92.555556,0.155611,0.155929,0.155356,9,0,3,0.0,128286.19957898873,106916.7492489604,81214.05165400922,4,5,1.7214875428066565,284147.5,286949.0,-2028.0750330835872,SHORT,63267.410317618975,51019.5432607119,0.57752,0.681636,0.9920498110979942,0.7,16035360010.860443,1.8e-05,1.8e-05,2.8047508307779534,0.3299959024030375,0.28047508307779534,none,none
GNRC,6738.527124107824,116.32452202720427,1,1,6971.176168162233,2,61.5,0.101498,,0.101498,2,0,0,0.0,0.0,6738.527124107824,116.32452202720427,1,1,28.96434477732871,111230.0,34160.0,6622.20260208062,LONG,6738.527124107824,116.32452202720427,0.0,0.0,57.92868955465742,1.0,223992666.1982727,0.000497,0.000153,2.765495791737001,0.19814568238646746,0.2765495791737001,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none
CDE,8172.492296860015,14.027458726855599,3,2,16373.036581894557,5,66.4,0.200263,0.23386,0.149867,5,0,0,0.0,0.0,4458.936490673426,8.610099412825356,3,2,949.6424432445648,147637.5,73927.5,8158.464838133159,LONG,2724.1640989533385,7.0137293634277995,0.454397,0.386197,99.0,1.0,582103862.5788116,0.000254,0.000127,2.760557794291622,0.2235510011585105,0.2760557794291622,none,trend_aligned
SIMO,6024.283113689888,13483.915969819442,1,5,32992.11505332877,6,51.0,,,,6,0,3,0.0,8463.265818891876,6024.283113689888,3047.019541326916,1,5,0.8625253546012152,98610.0,206996.5,-7459.632856129554,SHORT,6024.283113689888,2696.783193963888,0.0,0.774026,0.44677548622920976,1.0,57080140.95703125,0.001728,0.003626,2.6575268565625834,0.4521231774072483,0.2657526856562583,none,none
