ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
ELF,528.9284422854064,8.752017251763098,4,1,1066.608901822257,5,55.6,1.672143,1.165247,3.699725,5,1,0,528.0323811415519,0.0,528.0323811415519,8.752017251763098,4,1,263476.0,346498.0,160.0009155200703,2.663217224992078,0,0,520.1764250336433,LONG,132.2321105713516,8.752017251763098,0.001694,0.0,60.43503195550186,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,3945870610.0,6.7e-05,8.8e-05,0.0,0.0,0.3025,0.304298,0.0,0.0,0.0003351151713800154,2.2180193211563767e-05,3.803606174815407,0.4937354364471283,2.1346,0.0,0.4524,0.4667,0.15,0.6,0.0,2.6374,0.0,1.7,0.0,0.0,0.6,0.0,0.7653143959559112,0.694945719872199,3,3,0.3803606174815407,none,none
B,6094.058167614969,2.1667606236707724,11,8,6200.389064182865,19,65.105263,1.092431,0.767301,1.539485,19,2,2,5992.060792234925,2.0853300293061756,5992.060792234925,2.0853300293061756,11,8,2505590.0,793885.5,128.44734380621003,0.7455051950983264,0,0,6091.891406991298,LONG,554.0052879649971,0.27084507795884655,0.016737,0.037582,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1818,0,0.0,72543105104.0,3.5e-05,1.1e-05,0.0,0.0,0.025269,0.344064,0.0,0.0,7.636911697821017e-05,3.7335743703078995e-08,3.713397055051108,0.30964842208444654,1.2316,0.0,0.1818,1.4,0.3,0.6,0.0,0.4007,0.0,0.7068,1.0889,0.3,0.6,0.0,0.7262923331152135,0.6485501367421217,3,3,0.3713397055051108,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
KRE,30119.831343352627,3568.543272014947,5,1,45900.87765483398,6,81.333333,28.12838,33.603772,0.75142,6,2,0,14154.451073366019,0.0,9007.871907249324,3568.543272014947,5,1,365151.0,29202.5,9798.51769323765,1948.9306291398545,0,1,26551.28807133768,LONG,6023.966268670525,3568.543272014947,0.700932,0.0,8.44037161593552,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.4,0,0.0,68.794992,0.0,0.0,0.0,0.0,0.281773,0.546142,0.0,0.0,0.0,0.0,3.6514593650793654,0.07709656,0.0,0.0,1.7,0.6222,0.3,0.6,0.4292,0.0,0.0,0.171,0.0,0.0,0.6,0.0,0.6677856449185461,0.510429636360265,2,2,0.36514593650793653,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
APLD,10439.527552254454,4061.99704202443,3,1,22987.880470004344,4,64.5,6.521841,8.557223,0.415695,4,0,0,0.0,0.0,6015.168718553425,4061.99704202443,3,1,181537.0,30350.0,3342.648052924013,1326.205955682013,0,1,6377.530510230024,LONG,3479.8425174181516,4061.99704202443,0.423808,0.0,2.570048043917721,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,9010313565.0,2e-05,3e-06,0.0,0.0,0.224904,0.326491,0.0,0.0,0.0038620659451135894,0.004508163908748974,3.574075344442726,0.06832330638683377,0.7317,0.0,1.7,0.3111,0.0,0.6,0.2313,0.0832,0.0,0.0,0.0,0.0,0.6,0.0,0.7868691721074249,0.5283079753284988,3,3,0.3574075344442726,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
ETHA,15376.900563234969,11758.273593530714,2,2,38691.08940246462,4,52.0,15.248544,16.403537,14.09355,4,0,0,0.0,0.0,10388.561757778027,6567.5764402419945,2,2,175338.0,115302.0,4202.990507965162,5031.433307243953,0,0,3618.6269697042553,LONG,7688.4502816174845,5879.136796765357,0.324405,0.441451,1.3077515539096818,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7255426926.0,2.4e-05,1.6e-05,1e-06,1e-06,0.272787,0.344663,0.0,0.0,0.010596826844283602,0.00810308870412205,3.5102766219653123,0.3300304984486096,0.8709,0.0236,1.7,0.1556,0.0,0.6,0.1603,0.5878,0.0131,1.7,0.1556,0.0,0.6,0.2439,0.5617760984832362,0.6827852486864904,3,3,0.35102766219653125,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
EXE,2499.449383475462,1.0823807273690536e-10,3,2,4998.898766951141,5,76.2,150.290515,250.30512,0.268608,5,0,0,0.0,0.0,2499.4493831774257,1.0823790748209614e-10,3,2,550840.0,62935.0,549.7188689417302,2.5587061235681646e-11,0,0,2499.449383475354,LONG,833.1497944918207,5.411903636845268e-11,0.0,2e-06,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,23034961273.0,2.4e-05,3e-06,0.0,0.0,0.219936,0.236396,0.0,0.0,0.00036168925339951914,2.3494303171191913e-17,3.481968524564217,0.08387886194238933,0.8709,0.0,1.7,0.3111,0.0,0.6,0.0,0.0832,0.0,0.0,0.1556,0.0,0.6,0.0,0.717198729140689,0.5650906510005068,3,3,0.34819685245642173,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
HL,4.1811431433111,0.32142650039037973,2,4,4.502769269367165,6,46.5,6.804982,1.902176,9.256385,6,0,0,0.0,0.0,3.5863186342883524,0.32122685953129254,2,4,649194.0,893345.5,0.40966927113046847,0.13266553097915745,0,0,3.859716642920721,LONG,2.09057157165555,0.08035662509759493,0.142264,0.000621,13.008084704381897,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,13098635112.0,5e-05,6.8e-05,0.0,0.0,0.09798,0.412727,0.0,0.0,1.596022451026461e-06,6.134732696231697e-08,3.418085257431051,0.4926580082636214,1.6789,0.0,0.9535,0.1556,0.0,0.6,0.0302,2.1599,0.0,1.7,0.4667,0.0,0.6,0.0,0.6703808229423772,0.7301230253554588,3,3,0.3418085257431051,none,none
UPST,9976.120172405605,13366.258953335064,3,1,33318.49929814627,4,91.25,1.816791,1.892253,1.590406,4,0,1,0.0,13366.258953335064,6184.128270215565,13366.258953335064,3,1,155528.0,124000.0,637.5726056716197,2423.7704573021188,0,0,-3390.1387809294592,SHORT,3325.373390801868,13366.258953335064,0.380107,0.0,0.746365920878439,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,3389978311.0,4.6e-05,3.7e-05,0.0,1e-06,0.06391,0.181335,0.0,0.0,0.00980942379487061,0.03942874475026417,3.385173863017333,0.26713746899513247,1.5641,0.0203,0.9467,0.3111,0.0,0.3429,0.2001,1.2941,0.143,0.7415,0.0,0.15,0.3429,0.0,0.7996369851472237,0.7291241095709778,3,3,0.33851738630173334,none,none
IREN,24677.634670834486,32722.272821257695,2,1,57399.907492092185,3,44.0,9.523714,10.942547,6.686047,3,0,0,0.0,0.0,17415.98745942489,32722.272821257695,2,1,291702.0,269747.0,2063.9775042650235,1268.4881486022148,0,1,-8044.638150423209,SHORT,12338.817335417243,32722.272821257695,0.29426,0.0,0.7541540529789517,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,15989332030.0,1.8e-05,1.7e-05,0.0,0.0,0.083638,0.038765,0.0,0.0,0.007716906067286942,0.020465065557374443,3.2661037024538575,0.2989029084549137,0.6603,0.0115,1.7,0.1556,0.0,0.6,0.1388,0.6242,0.0648,1.7,0.0,0.0,0.6,0.0,0.5872127621206107,0.668621800509788,3,3,0.32661037024538575,none,none
ANET,2398.2418073637464,7.307902568281209,4,1,2908.505531670293,5,38.0,54.147847,66.484809,4.8,5,2,0,517.6636135382922,0.0,1866.6944824531934,7.307902568281209,4,1,628380.5,391950.0,753.5612187590194,3.855766560753037,0,0,2390.933904795465,LONG,599.5604518409366,7.307902568281209,0.22164,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,206361220302.0,3e-06,2e-06,0.0,0.0,0.307546,0.527616,0.0,0.0,2.9053930334561302e-05,3.5413158332686904e-07,3.236785444820719,0.23418205378098517,0.0832,0.0,1.7,0.4667,0.3,0.6,0.0869,0.0418,0.0,1.7,0.0,0.0,0.6,0.0,0.6051926751026276,0.5058689142638241,3,3,0.3236785444820719,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended
UNP,22324.858095615054,27061.63269745678,4,5,65560.57273584494,9,60.777778,24.619524,3.700412,41.354814,9,1,2,12430.81410048994,27061.632696931487,12430.81410048994,27061.632696931338,4,5,328100.0,415115.0,10974.208041484537,14023.520797392155,1,0,-4736.774601841724,SHORT,5581.214523903764,5412.326539491356,0.443185,0.0,0.8249634582363214,1.0,0.25,0.0,-0.05769230769230771,-0.3076923076923077,91+,0.4,0,0.0,149024331264.0,2e-06,3e-06,0.0,0.0,0.464027,0.518207,0.0,0.0,0.0003745169984367529,0.00036318408501382883,3.203619347333661,0.330545528609056,0.0418,0.0,1.7,0.4667,0.15,0.6,0.2451,0.0832,0.0,1.7,0.6222,0.3,0.6,0.0,0.6837200516769709,0.7014913556509587,3,3,0.3203619347333661,none,none
CAR,43749.47169493028,188662.87838539443,1,6,411686.4676996341,7,62.0,7.627851,5.352941,8.007003,7,0,2,0.0,48175.033049420425,43749.47169493028,46568.66323436187,1,6,330750.0,1446430.0,22044.57637976973,94328.11982685504,1,5,-144913.40669046415,SHORT,43749.47169493028,31443.813064232407,0.0,0.753165,0.23189231537939475,1.0,1.0,0.8333333333333334,0.6923076923076923,0.5256410256410257,31-90,0.3333,0,0.0,17412837877.0,1.9e-05,8.3e-05,1e-06,5e-06,0.503882,0.499009,0.0,0.0,0.02512483720572475,0.018057833700826805,3.080315328738541,0.6422056505550384,0.6962,0.0842,1.7,0.0,0.0,0.6,0.0,2.5229,0.0548,1.7,0.7778,0.3,0.6,0.4665,0.44308459190220084,0.8114379304833318,2,3,0.3080315328738541,none,none
LVS,17905.254464199916,12025.263071905469,3,9,30290.377844046827,12,69.083333,6.926168,18.928593,2.92536,12,0,4,0.0,12025.263071723226,17556.802787002853,7353.708347382727,3,9,454522.0,431685.5,13149.861077174772,2450.787891258307,0,0,5879.991392294447,LONG,5968.4181547333055,1336.14034132283,0.019461,0.388478,1.488969875929935,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,38728934074.0,1.2e-05,1.1e-05,0.0,0.0,0.721313,0.203957,0.0,0.0,0.0015410747280907222,0.0003449979642532493,3.0499264072366605,0.4700490490685736,0.4388,0.0,1.7,0.3111,0.0,0.6,0.0,0.4007,0.0,1.6492,1.2444,0.6,0.6,0.2061,0.7247234829359889,0.7693416344181611,3,3,0.30499264072366605,none,none
GAP,3.620467480921842e-15,6.1337960844223495e-09,2,2,6.133799704889831e-09,4,48.5,13.801654,20.876469,6.72684,4,1,0,2.5087711799254943e-32,0.0,3.620467480921842e-15,6.133792758863636e-09,2,2,88999.5,151552.0,1.7191641162839845e-15,2.2431682204411802e-09,0,0,-6.133792463954868e-09,SHORT,1.810233740460921e-15,3.0668980422111747e-09,0.0,1e-06,5.902490775845216e-07,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,10066639074.0,9e-06,1.5e-05,0.0,0.0,0.474846,0.365706,0.0,0.0,1.7982503665363072e-21,3.0465958098491124e-15,2.929121683999709,0.3006573426283946,0.3236,0.0,1.7,0.1556,0.15,0.6,0.0,0.551,0.0,1.7,0.1556,0.0,0.6,0.0,0.5581934139802612,0.6581527679542841,3,3,0.2929121683999709,none,none
ALB,3379.5661025193,187.7712922565175,2,4,3751.493330005695,6,56.666667,2.740778,2.17699,3.022672,6,1,1,831.3410759780477,0.8442082428687746,2548.225026541252,183.31172698700894,2,4,486498.0,267130.0,757.8696640603384,45.63403401703133,0,0,3191.7948102627824,LONG,1689.78305125965,46.94282306412938,0.24599,0.02375,17.998310934040003,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,0.0007250953425500431,2.0143427491817536e-05,2.9170864770837928,0.3317412198622244,0.7669,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.4007,0.0,1.7,0.4667,0.15,0.6,0.0,0.7342034298608126,0.6895391665095735,3,3,0.2917086477083793,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
TSM,252434.29385608714,50650.4028247312,9,10,322329.714230391,19,62.368421,0.158826,0.145021,0.17125,19,4,4,208054.17741748097,42227.1272855294,125596.62063575967,30277.138820548607,9,10,2999296.0,857656.0,117912.75814666293,21493.185905520026,4,1,201783.89103135595,LONG,28048.25487289857,5065.04028247312,0.502458,0.402233,4.9838556018912925,1.0,0.4444444444444444,0.1,0.1367521367521367,-0.2076923076923077,31-90,0.4444,0,0.0,890560819860.0,3e-06,1e-06,0.0,0.0,0.467354,0.437486,0.0,0.0,0.0003149504699444096,5.6874726234524515e-05,2.8151475083127817,0.28158807142857145,0.0832,0.0,0.0,1.2444,0.6,0.6,0.2875,0.0,0.0,0.0,1.4,0.6,0.6,0.2159,0.5174422202020826,0.47485157048796406,2,2,0.2815147508312782,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
ENTG,0.8711159597124577,3.8542421909981675e-15,5,1,0.8711159597124616,6,33.833333,0.242643,0.134922,0.78125,6,0,0,0.0,0.0,0.3174060542634594,3.8542421909981675e-15,5,1,749760.0,63000.0,0.7726583460952825,1.3234540717705126e-15,0,0,0.8711159597124538,LONG,0.17422319194249153,3.8542421909981675e-15,0.635633,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22201120000.0,3.4e-05,3e-06,0.0,0.0,0.886975,0.343376,0.0,0.0,7.847495619252161e-08,1.7360575461950422e-21,2.804889970464371,0.08744830638683378,1.2001,0.0,0.0,0.6222,0.0,0.6,0.3826,0.0832,0.0,0.1913,0.0,0.0,0.6,0.0,0.6459845379859913,0.4374402914123364,3,3,0.2804889970464371,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
STM,20538.12249960922,84.67509520519431,2,2,20622.797594814416,4,63.0,42.837505,66.718487,18.956522,4,0,0,0.0,0.0,13259.148154918486,58.13785202277204,2,2,189809.0,179960.0,4485.849271522409,48.54036661321917,1,0,20453.447404404025,LONG,10269.06124980461,42.337547602597155,0.354413,0.313401,99.0,1.0,0.5,0.0,0.1923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,39301327681.0,5e-06,5e-06,0.0,0.0,0.218416,0.573254,0.0,0.0,0.0026129044120738773,1.0772548944463522e-05,2.8021445192433383,0.2772850233529052,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1817,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1524,0.6696395255759128,0.5789859382119217,3,3,0.2802144519243338,none,none
BE,310.18834876826526,21435.931616272785,3,6,42769.30613830549,9,55.0,15.522554,59.279551,0.936888,9,0,2,0.0,12876.679335911493,277.29198674979773,12873.065712071138,3,6,281857.0,1553397.5,64.7803139213488,8987.440450348498,0,0,-21125.74326750452,SHORT,103.39611625608842,3572.6552693787976,0.106053,0.399463,0.014470486019501488,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,58314751970.0,5e-06,2.7e-05,0.0,0.0,0.21088,0.42298,0.0,0.0,1.7730696395533075e-05,0.000612650341240712,2.780300074798894,0.3161094139756797,0.1649,0.0,1.7,0.3111,0.0,0.6,0.0043,0.9723,0.0,0.2971,0.7778,0.3,0.6,0.2139,0.4367144122928308,0.6210128452168243,3,3,0.27803000747988943,none,none
CVNA,25192.16963298999,58116.61664097546,2,11,141425.4029149409,13,63.230769,2.935021,11.150685,1.441264,13,0,1,0.0,473.2631499776257,17709.849273057913,18817.34599327313,2,11,293400.0,843087.5,4394.968980517645,8049.041707378625,0,3,-32924.447007985465,SHORT,12596.084816494995,5283.328785543224,0.29701,0.676214,0.43347619130374676,1.0,0.0,0.2727272727272727,-0.3076923076923077,-0.034965034965035,31-90,0.0909,0,0.0,55314558423.0,5e-06,1.5e-05,0.0,0.0,0.174458,0.138498,0.0,0.0,0.002277173528200398,0.0009551425404394796,2.7611423763861955,0.375265881929982,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1407,0.551,0.0,0.6401,1.4,0.15,0.6,0.4116,0.544218449353982,0.6618756005971423,3,3,0.27611423763861953,none,none
SNDK,597212.9032467626,64507.52571586437,3,6,773585.2210182557,9,65.222222,0.231529,0.305779,0.194403,9,1,0,529639.7701818781,0.0,529639.7701818781,20215.86672512004,3,6,6506032.0,665640.0,231372.06085428604,16586.06932819442,0,1,532705.3775308982,LONG,199070.96774892087,10751.254285977395,0.113147,0.686612,9.258034572234255,1.0,0.0,0.16666666666666666,-0.3076923076923077,-0.14102564102564105,31-90,0.3333,0,0.0,135907960657.0,4.8e-05,5e-06,2e-06,0.0,0.396852,0.304284,0.0,0.0,0.014647483987441291,0.000791068766980549,2.732940730858911,0.1961651741465561,1.6219,0.0406,0.0,0.3111,0.15,0.6,0.0094,0.1649,0.0,0.0,0.7778,0.0,0.6,0.419,0.59277273730126,0.32579414277382185,2,2,0.2732940730858911,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target"
