ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
WFC,0.0,85405.19778051465,0,1,85405.19778051465,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,85405.19778051465,0,1,-85405.19778051465,SHORT,0.0,85405.19778051465,0.0,1.0,0.0,1.0,0.05,5.434833682800378,0.5428583035043949
PLTR,0.0,57704.50775407906,0,1,57704.50775407906,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,57704.50775407906,0,1,-57704.50775407906,SHORT,0.0,57704.50775407906,0.0,1.0,0.0,1.0,0.05,5.235085693863027,0.5289661636561725
QCOM,0.0,47841.267929843656,0,1,47841.267929843656,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,47841.267929843656,0,1,-47841.267929843656,SHORT,0.0,47841.267929843656,0.0,1.0,0.0,1.0,0.05,5.142381354907451,0.5225187313282716
TLT,0.0,44011.620075405575,0,1,44011.620075405575,1,119.0,0.14,,0.14,1,0,1,0.0,44011.620075405575,0.0,44011.620075405575,0,1,-44011.620075405575,SHORT,0.0,44011.620075405575,0.0,1.0,0.0,0.7,0.0,5.101719542229512,0.519690769999553
HIMS,0.0,48685.41324809028,0,1,48685.41324809028,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,48685.41324809028,0,1,-48685.41324809028,SHORT,0.0,48685.41324809028,0.0,1.0,0.0,0.7,0.0,4.451887614857517,0.47449604207804674
CRM,2958.8233231525323,620.6030100919525,1,3,3579.426333244485,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2958.8233231525323,263.4414382438521,1,3,2338.22031306058,LONG,2958.8233231525323,206.86767003065083,1.0,0.42,4.767658672351805,1.0,0.42523540951987526,4.153942233832055,0.4537744372080433
ALAB,0.0,722.299809698613,0,2,722.299809698613,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,562.5499284261821,0,2,-722.299809698613,SHORT,0.0,361.1499048493065,0.0,0.78,0.0,1.0,0.05,3.561893640504947,0.412598443901682
U,0.0,160.99437533576292,0,1,160.99437533576292,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,160.99437533576292,0,1,-160.99437533576292,SHORT,0.0,160.99437533576292,0.0,1.0,0.0,1.0,0.05,2.339904085232221,0.3276111061806494
HPQ,0.0,1.4178982202624353,0,1,1.4178982202624353,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.4178982202624353,0,1,-1.4178982202624353,SHORT,0.0,1.4178982202624353,0.0,1.0,0.0,1.0,0.05,0.26332047859287416,0.18318817595025955
RDDT,0.0,0.4980166215612529,0,1,0.4980166215612529,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4980166215612529,0,1,-0.4980166215612529,SHORT,0.0,0.4980166215612529,0.0,1.0,0.0,1.0,0.05,0.0,0.16487467535897016
