ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
GS,9865.264461295852,18783.519532612176,5,3,38514.048455203876,8,63.5,0.29626,0.302573,0.285739,8,2,2,4379.668502286426,160.7785118457985,5102.252913529946,18622.741020766378,5,3,0.0,-8918.255071316324,SHORT,1973.0528922591704,6261.173177537392,0.517194,0.99144,0.5252085182528046,1.0,2116556846.8655272,5e-06,9e-06,3.8697857557827904,0.3342791490555445,0.33506147505972517,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CRM,32338.041940909894,30881.81064036996,3,8,125781.8624466424,11,59.272727,2.639979,0.38381,3.486042,11,1,2,26672.669555586956,13798.25635724261,26672.669555586956,12606.45395580261,3,8,0.0,1456.2313005399337,LONG,10779.347313636632,3860.226330046245,0.824808,0.408216,1.0471549844501762,1.0,2818850071.0199037,1.1e-05,1.1e-05,3.7871218530868505,0.34187209028626003,0.33172958625129767,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
HD,4154.868456264697,6252.457556833073,6,3,19913.25362725657,9,67.222222,2.122374,1.805253,2.756615,9,1,0,0.03623338868280464,0.0,3543.6808065200617,3008.454617877652,6,3,0.0,-2097.589100568376,SHORT,692.4780760441162,2084.152518944358,0.852898,0.481164,0.6645176586163306,1.0,1392923174.025,3e-06,4e-06,3.747388865502744,0.26950286672432466,0.3301280904068077,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
AVGO,133492.23626387934,38620.463922730574,4,4,210733.1641093405,8,80.875,0.120806,0.065681,0.17593,8,0,0,0.0,0.0,67655.37398658645,15062.580358176934,4,4,0.0,94871.77234114877,LONG,33373.059065969836,9655.115980682644,0.506811,0.390016,3.4565156061036015,1.0,9252010792.059778,1.4e-05,4e-06,3.588148121726468,0.2920078461910073,0.32370966066020557,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
AAOI,22616.19385331986,13259.827523028887,1,5,49135.848899377634,6,84.833333,7.139394,41.0,0.367273,6,0,0,0.0,0.0,22616.19385331986,5214.221571325302,1,5,0.0,9356.366330290972,LONG,22616.19385331986,2651.9655046057774,1.0,0.393234,1.7056174987224673,1.0,1132609116.2982662,2e-05,1.2e-05,3.5830738489313627,0.28894745566822255,0.32350513471616554,"call_wall_clear, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned"
GLXY,12139.129999569794,5786.816373676294,3,2,23262.94541371054,5,90.4,0.573542,0.594733,0.541756,5,0,0,0.0,0.0,5940.498776212917,5336.9990404644495,3,2,0.0,6352.3136258935,LONG,4046.3766665232647,2893.408186838147,0.489368,0.922269,2.0977216513711414,0.7,108280552.2076623,0.000112,5.3e-05,3.5081529784532597,0.27298133508700323,0.3204853400812348,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, call_wall_clear, confirmation_volume, gamma_tailwind, not_extended, room_to_target, short_dated_noise","flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned"
MSFT,57481.22929522516,144890.67551081322,4,9,313272.91996609897,13,75.307692,0.279977,0.267842,0.28537,13,1,1,11144.581701229445,9226.375762523256,21553.653463105613,43102.58605869669,4,9,0.0,-87409.44621558806,SHORT,14370.30732380629,16098.963945645914,0.374969,0.297484,0.39672138384733613,1.0,12974603483.318153,4e-06,1.1e-05,3.4607899144352827,0.3505517461737519,0.3185763029103817,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
ISRG,19247.239725468466,42611.8644645839,2,2,104490.91623040095,4,60.25,0.47408,0.517272,0.430888,4,0,1,0.0,42611.07174603662,19227.292149703786,42611.07174603662,2,2,0.0,-23364.624739115436,SHORT,9623.619862734233,21305.93223229195,0.998964,0.999981,0.45168734030554963,1.0,799620224.222676,2.4e-05,5.3e-05,3.45483994032804,0.3645599984912654,0.3183364805515067,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
LNG,7170.870693445747,0.0,1,0,14341.741386891494,1,42.0,108.0,108.0,,1,0,0,0.0,0.0,7170.870693445747,0.0,1,0,0.0,7170.870693445747,LONG,7170.870693445747,0.0,1.0,0.0,99.0,1.0,1095650040.2462404,7e-06,0.0,3.396927184412245,0.115,0.31600222270729644,"call_wall_clear, confirmation_volume, room_to_target, short_dated_noise, strong_trend, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, structural_breakout"
IONQ,8513.995711124719,0.0,4,0,8514.54930150916,4,44.25,1.811179,1.811179,,4,0,0,0.0,0.0,8423.043245553226,0.0,4,0,0.0,8513.995711124719,LONG,2128.4989277811796,0.0,0.989317,0.0,99.0,1.0,738677694.4230238,1.2e-05,0.0,3.3469741892527916,0.115,0.3139887945954951,"call_wall_clear, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, structural_breakout, trend_aligned"
AMZN,86554.6339601298,75584.87036562614,4,6,200426.47437377716,10,85.6,0.077371,0.133399,0.040019,10,0,0,0.0,0.0,43337.44165012918,28439.226677519233,4,6,0.0,10969.76359450366,LONG,21638.65849003245,12597.478394271022,0.500695,0.376256,1.1451317378919843,1.0,9433033421.53916,9e-06,8e-06,3.3468262891808287,0.3137548429027708,0.3139828332680176,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
COST,4716.157367110358,87.648075597282,3,3,4853.074072497142,6,71.5,0.218692,0.085028,0.352355,6,1,1,0.0738251476594288,4.49739846909933,4680.6021420759325,49.268629789502135,3,3,0.0,4628.509291513076,LONG,1572.0524557034526,29.216025199094002,0.992461,0.562119,53.807882659965756,1.0,1841358769.4505463,3e-06,0.0,3.256864744560498,0.22389520658321438,0.31035680238955954,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
CRWD,307.2097261543151,398.9856157968637,5,8,872.1917023466855,13,49.153846,0.27397,0.211724,0.312874,13,3,4,154.77977059224781,29.698508724212108,150.09837631718216,362.4537588415366,5,8,0.0,-91.77588964254863,SHORT,61.44194523086302,49.873201974607966,0.488586,0.908438,0.7699769465140952,1.0,2120001479.3000002,0.0,0.0,3.208781853264359,0.321475913490552,0.30841875153348364,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
EBAY,8099.950653533171,0.0,2,0,8099.950653533171,2,60.0,0.26715,0.26715,,2,0,0,0.0,0.0,8071.548049055298,0.0,2,0,0.0,8099.950653533171,LONG,4049.9753267665856,0.0,0.996493,0.0,99.0,1.0,470505752.30969125,1.7e-05,0.0,3.0463321353612014,0.115,0.3018709794181911,"call_wall_near, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
CMG,0.336885743699657,24393.190796661227,1,3,24393.864568148627,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,24308.03131213093,0.336885743699657,20074.221004532064,1,3,0.0,-24392.85391091753,SHORT,0.336885743699657,8131.063598887075,1.0,0.822944,1.3810646852553935e-05,1.0,561417946.5549946,0.0,4.3e-05,2.9818837390499935,0.37465212521114866,0.2992732930836822,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CVNA,8988.763875446388,0.0,2,0,17977.527750892776,2,90.0,0.099118,0.099118,,2,1,0,4806.809650758402,0.0,4806.809650758402,0.0,2,0,0.0,8988.763875446388,LONG,4494.381937723194,0.0,0.534758,0.0,99.0,1.0,849701154.2484543,1.1e-05,0.0,2.8709147107306454,0.115,0.29480052502554566,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
QQQ,20743.987289671044,0.0,1,0,41487.97457934209,1,56.0,0.047262,0.047262,,1,0,0,0.0,0.0,20743.987289671044,0.0,1,0,0.0,20743.987289671044,LONG,20743.987289671044,0.0,1.0,0.0,99.0,1.0,41537768904.985,0.0,0.0,2.8676131582867095,0.115,0.29466745115315846,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
CDE,4775.765797258004,0.0,2,0,4775.765797258004,2,57.5,0.086359,0.086359,,2,0,0,0.0,0.0,4773.62978997002,0.0,2,0,0.0,4775.765797258004,LONG,2387.882898629002,0.0,0.999553,0.0,99.0,1.0,362152239.70116854,1.3e-05,0.0,2.8083262793147146,0.115,0.29227780728091135,"call_wall_clear, confirmation_volume, gamma_headwind, gamma_tailwind, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, structural_breakout, trend_aligned"
ARKK,6568.233818168929,5433.850734474671,1,1,24004.1691052872,2,90.0,0.480355,0.790909,0.169802,2,0,0,0.0,0.0,6568.233818168929,5433.850734474671,1,1,0.0,1134.383083694258,LONG,6568.233818168929,5433.850734474671,1.0,1.0,1.208762282794639,1.0,787183774.7776676,8e-06,7e-06,2.7057955380923766,0.29305197724906756,0.2881451566552198,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
GOOG,389.0768051515248,81412.5838317472,4,7,118417.12104528405,11,70.818182,0.236313,0.308006,0.195345,11,1,1,11.294489991032368,40830.96293418526,344.43351126561856,40830.96293418526,4,7,0.0,-81023.50702659567,SHORT,97.2692012878812,11630.369118821027,0.885258,0.501531,0.004779074521889853,1.0,5730693793.067783,0.0,1.4e-05,2.5445206129270925,0.34258550661002996,0.2816447362696168,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
COIN,5277.210378099693,40660.71800020633,1,2,91875.85675661205,3,67.333333,0.46787,0.0443,0.679654,3,0,0,0.0,0.0,5277.210378099693,36083.51909166552,1,2,0.0,-35383.50762210664,SHORT,5277.210378099693,20330.359000103166,1.0,0.887429,0.12978645330544616,1.0,2580078419.5,2e-06,1.6e-05,2.508429621576603,0.3199632609592899,0.28019003637953216,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
INTC,18867.657420286843,14591.430188547978,2,1,43160.51509602767,3,90.0,0.133618,0.089713,0.221429,3,0,0,0.0,0.0,9701.427487192854,14591.430188547978,2,1,0.0,4276.227231738865,LONG,9433.828710143422,14591.430188547978,0.514183,1.0,1.2930642970896056,1.0,3691174030.0204453,5e-06,4e-06,2.438514097847947,0.3040422994084596,0.27737198952413855,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
AAP,131.87835804446118,230.33077408508765,1,1,592.5399062146365,2,30.5,69.543401,138.631579,0.455223,2,0,0,0.0,0.0,131.87835804446118,230.33077408508765,1,1,0.0,-98.45241604062647,SHORT,131.87835804446118,230.33077408508765,1.0,1.0,0.5725607382179132,1.0,79798906.86510544,2e-06,3e-06,2.3149361910094672,0.24811793609468158,0.2723910022813931,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CEG,182.84798070216488,41.55389592046061,4,1,224.40187662262548,5,66.0,0.339706,0.403799,0.083333,5,2,0,116.15925249833485,0.0,79.38101107163607,41.55389592046061,4,1,0.0,141.29408478170427,LONG,45.71199517554122,41.55389592046061,0.434137,1.0,4.400260833596901,1.0,936814075.3205932,0.0,0.0,2.2633195789124385,0.22310250326043007,0.2703105196696826,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CORZ,1027.3837105536145,269.3436251616429,1,2,1518.979639500739,3,48.333333,5.307531,15.649452,0.13657,3,0,1,0.0,222.25230378548164,1027.3837105536145,222.25230378548164,1,2,0.0,758.0400853919716,LONG,1027.3837105536145,134.67181258082144,1.0,0.825163,3.8143977231205834,1.0,203396181.87138283,5e-06,1e-06,2.19224136461128,0.24971431929376114,0.26744560887997376,"call_wall_clear, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
MRVL,230.95066200874362,27038.37117875762,5,9,27358.432837809927,14,67.428571,0.232834,0.176902,0.263908,14,0,2,0.0,73.93026780604532,159.11397455099873,26494.409386136907,5,9,0.0,-26807.420516748876,SHORT,46.19013240174873,3004.2634643064025,0.688952,0.979882,0.008541589302176135,1.0,1927089128.4081802,0.0,1.4e-05,1.8862759476127162,0.37558961571069155,0.25511322781138146,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
DAL,6449.29926887256,96966.5309292452,2,15,153409.15395505828,17,90.235294,0.46918,1.325973,0.35494,17,1,9,1974.7913167037186,61625.116104423694,4474.507952168841,22214.586470896014,2,15,0.0,-90517.23166037264,SHORT,3224.64963443628,6464.435395283013,0.693798,0.229095,0.06651057026654385,0.7,912619354.7164516,7e-06,0.000106,1.652543269438561,0.4921489175056568,0.24569229232232304,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
NOW,300.8157207503626,7777.34273145512,3,2,16091.292036221781,5,78.0,0.153431,0.161807,0.140865,5,0,0,0.0,0.0,235.2695083670788,7758.110409261207,3,2,0.0,-7476.527010704757,SHORT,100.27190691678753,3888.67136572756,0.782105,0.997527,0.03867847041557351,1.0,1996466267.387992,0.0,4e-06,1.6305444500649757,0.29422945678393286,0.2448055979166757,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
RVMD,111.66928308726898,10941.174246210208,2,7,11061.897152518328,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,107.97915988161316,10929.831613195214,2,7,0.0,-10829.50496312294,SHORT,55.83464154363449,1563.024892315744,0.966955,0.998963,0.010206334400162657,1.0,227620338.6020096,0.0,4.8e-05,1.510933116442307,0.3574889827572353,0.23998448917560447,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
AEM,17.50183308036789,50579.24937414296,1,3,58809.033456714125,4,58.5,0.968474,1.378049,0.831949,4,1,1,17.50183308036789,8194.780416410433,17.50183308036789,42325.969802786356,1,3,0.0,-50561.74754106259,SHORT,17.50183308036789,16859.749791380986,1.0,0.836825,0.0003460279323424509,1.0,477319582.55250853,0.0,0.000106,1.3101859895787122,0.40069642208233913,0.23189308429987462,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
EXE,66.78306441738219,0.0,1,0,133.56612883476438,1,30.0,0.559334,0.559334,,1,0,0,0.0,0.0,66.78306441738219,0.0,1,0,0.0,66.78306441738219,LONG,66.78306441738219,0.0,1.0,0.0,99.0,1.0,430027509.40717125,0.0,0.0,1.1900463341583518,0.115,0.2270506807804592,"call_wall_clear, confirmation_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, structural_breakout, trend_aligned"
GPRE,46.14187791802196,1.7773758743597716,2,1,49.6966296667415,3,30.666667,81.911476,54.567214,136.6,3,0,1,0.0,1.7773758743597716,24.305411327926723,1.7773758743597716,2,1,0.0,44.36450204366219,LONG,23.07093895901098,1.7773758743597716,0.526754,1.0,25.960675276208935,1.0,23663661.675,2e-06,0.0,0.9854071001806763,0.27150837662537436,0.21880239886757438,"call_wall_clear, confirmation_volume, not_extended, room_to_target, short_dated_noise, strong_trend, structural_breakout, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support"
CRK,19.730995931650824,155.94756800421027,1,1,331.62613194007133,2,57.5,0.349396,0.507968,0.190824,2,0,0,0.0,0.0,19.730995931650824,155.94756800421027,1,1,0.0,-136.21657207255944,SHORT,19.730995931650824,155.94756800421027,1.0,1.0,0.1265232679429674,1.0,44342221.54780731,0.0,4e-06,0.8418211304392675,0.24353743037908226,0.2130149575536996,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
DDOG,36.68354966406113,99.29055491842443,3,2,137.72303034846632,5,48.4,0.583515,0.758819,0.320559,5,0,0,0.0,0.0,19.292002603051422,74.38680427252238,3,2,0.0,-62.6070052543633,SHORT,12.227849888020378,49.64527745921222,0.525903,0.749183,0.36945658823439714,1.0,675789025.7369217,0.0,0.0,0.7188067004565785,0.2210129415899134,0.20805668206503772,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
HOOD,1.4394647910994003,10478.148531769035,1,4,10480.688597360675,5,49.6,0.357802,0.957845,0.207791,5,0,0,0.0,0.0,1.4394647910994003,10274.303652079803,1,4,0.0,-10476.709066977935,SHORT,1.4394647910994003,2619.5371329422587,1.0,0.980546,0.00013737778069618318,1.0,1916649833.3274515,0.0,5e-06,0.21630993960633554,0.30488528188551234,0.18780281938562393,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
ALAB,1.219375135883218,443.4370757710482,1,3,756.5654656938416,4,54.25,1.943465,3.0,1.591286,4,0,1,0.0,310.689639651027,1.219375135883218,310.689639651027,1,3,0.0,-442.217700635165,SHORT,1.219375135883218,147.81235859034942,1.0,0.70064,0.0027498267567342425,1.0,562772275.9501362,0.0,1e-06,0.201624675610968,0.2535075144271772,0.18721090846490507,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
