ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bearish_score_raw,checks_passed,checks_failed
INTC,0.0,89096.94912590235,0,5,160237.7354320001,5,68.6,7.037452,,7.037452,5,0,0,0.0,0.0,0.0,49666.4777181921,0,5,0.0,854014.5,0.0,13992.0807227129,0,2,-89096.94912590235,SHORT,0.0,17819.38982518047,0.0,0.442557,0.0,1.0,0.0,0.4,-0.3076923076923077,0.09230769230769231,91+,0.0,0,0.0,342157500000.0,0.0,2e-06,0.0,0.0,0.0,0.155384,0.0,0.0,0.0,0.0005207949504301519,0.06,3.2087263314606456,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0418,0.0,1.7,0.6222,0.0,0.6,0.2447,0.40911592582123085,0.4839942071698614,2,2,0.32087263314606457,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned"
BE,310.18834876826526,21435.931616272785,3,6,42769.30613830549,9,55.0,15.522554,59.279551,0.936888,9,0,2,0.0,12876.679335911493,277.29198674979773,12873.065712071138,3,6,281857.0,1553397.5,64.7803139213488,8987.440450348498,0,0,-21125.74326750452,SHORT,103.39611625608842,3572.6552693787976,0.106053,0.399463,0.014470486019501488,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,58314751970.0,5e-06,2.7e-05,0.0,0.0,0.21088,0.42298,0.0,0.0,1.7730696395533075e-05,0.000612650341240712,0.27803000747988943,3.161094139756797,0.1649,0.0,1.7,0.3111,0.0,0.6,0.0043,0.9723,0.0,0.2971,0.7778,0.3,0.6,0.2139,0.4367144122928308,0.6210128452168243,3,3,0.3161094139756797,"confirmation_volume, momentum_aligned, room_to_target, volume_capitulation_reversal","not_extended, trend_aligned"
CNC,2.3368965934559592e-08,1.0461724138291439e-09,5,2,2.458208871413385e-08,7,62.571429,2.556412,2.430559,2.871044,7,3,1,2.298632086449494e-08,1.0496369807111985e-25,2.2819370498749824e-08,1.0461724138291436e-09,5,2,700614.0,325688.0,1.4013603441527143e-08,4.3279964100431053e-10,0,0,2.232279352073045e-08,LONG,4.673793186911919e-09,5.230862069145719e-10,0.023518,0.0,22.337585684395712,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,2.4899143986031347e-15,2.786687014638409e-16,0.42790586401125835,3.1420705084928,1.2941,0.0,1.3128,0.6222,0.45,0.6,0.0,0.6242,0.0,1.6123,0.1556,0.15,0.6,0.0,0.731391169242252,0.6575627689253646,3,3,0.31420705084927997,none,none
B,6094.058167614969,2.1667606236707724,11,8,6200.389064182865,19,65.105263,1.092431,0.767301,1.539485,19,2,2,5992.060792234925,2.0853300293061756,5992.060792234925,2.0853300293061756,11,8,2505590.0,793885.5,128.44734380621003,0.7455051950983264,0,0,6091.891406991298,LONG,554.0052879649971,0.27084507795884655,0.016737,0.037582,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1818,0,0.0,72543105104.0,3.5e-05,1.1e-05,0.0,0.0,0.025269,0.344064,0.0,0.0,7.636911697821017e-05,3.7335743703078995e-08,0.3713397055051108,3.0964842208444656,1.2316,0.0,0.1818,1.4,0.3,0.6,0.0,0.4007,0.0,0.7068,1.0889,0.3,0.6,0.0,0.7262923331152135,0.6485501367421217,3,3,0.30964842208444654,none,none
SOXX,1.634252384599872,20809.961788966026,1,3,20811.596041350625,4,38.25,2.078585,0.094262,2.740026,4,0,0,0.0,0.0,1.634252384599872,20715.844144183517,1,3,68080.0,498088.0,1.1358483498552028,7822.219168718302,0,0,-20808.327536581426,SHORT,1.634252384599872,6936.653929655342,0.0,0.004523,7.85322145793845e-05,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,27645636158.0,2e-06,1.8e-05,0.0,0.0,0.695026,0.375888,0.0,0.0,5.911429837460831e-07,0.0025091316003766607,0.06418205378098515,3.0946595761614217,0.0418,0.0,0.0,0.0,0.0,0.6,0.0,0.6603,0.0,1.5232,0.3111,0.0,0.6,0.0,0.3775224982210778,0.7899260012794559,3,3,0.30946595761614215,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
GAP,3.620467480921842e-15,6.1337960844223495e-09,2,2,6.133799704889831e-09,4,48.5,13.801654,20.876469,6.72684,4,1,0,2.5087711799254943e-32,0.0,3.620467480921842e-15,6.133792758863636e-09,2,2,88999.5,151552.0,1.7191641162839845e-15,2.2431682204411802e-09,0,0,-6.133792463954868e-09,SHORT,1.810233740460921e-15,3.0668980422111747e-09,0.0,1e-06,5.902490775845216e-07,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,10066639074.0,9e-06,1.5e-05,0.0,0.0,0.474846,0.365706,0.0,0.0,1.7982503665363072e-21,3.0465958098491124e-15,0.2929121683999709,3.0065734262839463,0.3236,0.0,1.7,0.1556,0.15,0.6,0.0,0.551,0.0,1.7,0.1556,0.0,0.6,0.0,0.5581934139802612,0.6581527679542841,3,3,0.3006573426283946,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
IREN,24677.634670834486,32722.272821257695,2,1,57399.907492092185,3,44.0,9.523714,10.942547,6.686047,3,0,0,0.0,0.0,17415.98745942489,32722.272821257695,2,1,291702.0,269747.0,2063.9775042650235,1268.4881486022148,0,1,-8044.638150423209,SHORT,12338.817335417243,32722.272821257695,0.29426,0.0,0.7541540529789517,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,15989332030.0,1.8e-05,1.7e-05,0.0,0.0,0.083638,0.038765,0.0,0.0,0.007716906067286942,0.020465065557374443,0.32661037024538575,2.989029084549137,0.6603,0.0115,1.7,0.1556,0.0,0.6,0.1388,0.6242,0.0648,1.7,0.0,0.0,0.6,0.0,0.5872127621206107,0.668621800509788,3,3,0.2989029084549137,none,none
CLF,319.3880410968634,14.861021645317562,5,2,653.6371038390444,7,56.142857,2.123537,2.398569,1.435956,7,0,1,0.0,14.86101605733374,318.5275159346383,14.86101605733374,5,2,337250.0,240449.0,93.07298599888964,4.0007918495092545,0,0,304.5270194515458,LONG,63.877608219372675,7.430510822658781,0.002694,0.0,21.49166111991343,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5669681560.0,5.9e-05,4.2e-05,0.0,0.0,0.29141,0.269214,0.0,0.0,0.00011266524855652154,1.3105693404514206e-05,0.44394475551157014,2.9882198103253406,1.9262,0.0,1.291,0.6222,0.0,0.6,0.0,1.4462,0.0,0.6365,0.1556,0.15,0.6,0.0,0.7754392940026228,0.6557488794943692,3,3,0.29882198103253405,none,none
LC,0.0,3706.495292396184,0,1,7412.990584792368,1,91.0,3.460123,,3.460123,1,0,1,0.0,3706.495292396184,0.0,3706.495292396184,0,1,0.0,39490.0,0.0,1356.5722168731897,0,0,-3706.495292396184,SHORT,0.0,3706.495292396184,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,2008749629.0,0.0,2e-05,0.0,1e-06,0.0,0.365999,0.0,0.0,0.0,0.018451753463378906,0.03428571428571428,2.980970748434416,0.0,0.0,0.0,0.0,0.0,0.3429,0.0,0.7317,0.0564,1.7,0.0,0.15,0.3429,0.0,0.34275825604327853,0.7603628137236614,3,3,0.2980970748434416,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
U,1198.3973551575382,396.8928941910487,2,2,1992.1831435396357,4,63.5,10.555295,9.033226,12.077364,4,0,0,0.0,0.0,856.5084512617768,366.39830099442736,2,2,996625.0,156600.0,320.3610417980479,100.07330012053498,0,0,801.5044609664894,LONG,599.1986775787691,198.44644709552435,0.285288,0.076833,3.0194477469800116,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11223038877.0,8.9e-05,1.4e-05,0.0,0.0,0.267325,0.252142,0.0,0.0,0.0005339005630700793,0.0001768206002584663,0.5247777113244596,2.9695011360351566,2.6599,0.0,1.7,0.1556,0.0,0.6,0.1323,0.5139,0.0,1.7,0.1556,0.0,0.6,0.0,0.6827852486864904,0.6182141831558375,3,3,0.29695011360351564,none,none
XLK,7256.129789998389,15894.520950203289,3,3,23553.341966957974,6,72.5,17.449378,3.732106,31.16665,6,0,1,0.0,4273.144191895881,6459.224742458956,9722.709130989599,3,3,192389.0,469330.0,4142.624615973803,3241.7863294720664,0,0,-8638.3911602049,SHORT,2418.709929999463,5298.1736500677625,0.109825,0.388298,0.4565176775526276,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,152.071217,0.0,0.0,0.0,0.0,0.555008,0.203956,0.0,0.0,0.0,0.0,0.2618128968253968,2.9670382539682545,0.0,0.0,1.7,0.3111,0.0,0.6,0.007,0.0,0.0,1.7,0.3111,0.15,0.6,0.2059,0.5180898961482623,0.5902453053605187,2,2,0.29670382539682544,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
ARM,1912.6539665238777,11862.25513925335,4,9,25065.27307772621,13,65.076923,0.544296,0.290476,0.657105,13,2,3,383.96094113945355,3922.7169672095106,1041.7874288425062,3058.3943583315677,4,9,362714.5,460988.0,922.8728414712957,6361.661266090665,0,0,-9949.601172729472,SHORT,478.1634916309694,1318.0283488059276,0.455318,0.742174,0.16123864678940522,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,176152535537.0,2e-06,3e-06,0.0,0.0,0.516205,0.536014,0.0,0.0,2.7144854326013006e-05,7.48231267173036e-05,0.16622857759050896,2.9432046225984965,0.0418,0.0,0.0,0.4667,0.3,0.6,0.2538,0.0832,0.0,0.1068,1.2444,0.45,0.6,0.4587,0.484126699578447,0.5439181003714552,3,3,0.29432046225984965,none,none
ON,1153.277693249716,16855.75733040824,3,2,18009.035023657954,5,68.4,8.527248,2.036331,28.0,5,0,0,0.0,0.0,474.33931318384043,9476.214669277559,3,2,262871.0,224598.0,157.5734151038418,9435.595246630855,0,0,-15702.479637158523,SHORT,384.42589774990535,8427.87866520412,0.588703,0.437805,0.06842040204086067,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,32707644195.0,8e-06,7e-06,0.0,0.0,0.136631,0.559785,0.0,0.0,0.00011753396100862328,0.0025767305694527776,0.2589333491904053,2.9418022370360877,0.2844,0.0,1.0447,0.3111,0.0,0.6,0.3491,0.245,0.0,1.7,0.1556,0.0,0.6,0.2413,0.6308812735285149,0.6959471461665897,3,3,0.29418022370360875,none,none
AAL,10139.48059026907,34604.50089327381,1,2,44743.981483542884,3,71.666667,1.116903,2.115489,0.61761,3,0,0,0.0,0.0,10139.48059026907,24179.721389907623,1,2,117408.0,473902.0,3893.483614644293,18569.098277017783,0,0,-24465.02030300474,SHORT,10139.48059026907,17302.250446636906,0.0,0.301255,0.2930104561120809,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8438692443.0,1.4e-05,5.6e-05,0.0,2e-06,0.383992,0.536609,0.0,0.0,0.012015464076641273,0.02050347321401592,0.2242007162514346,2.889611326299791,0.5139,0.0295,1.0985,0.0,0.0,0.6,0.0,1.8453,0.065,0.08,0.1556,0.0,0.6,0.1438,0.639912835874663,0.7089420484437089,3,3,0.28896113262997913,"confirmation_volume, retest_and_confirm, room_to_target","momentum_aligned, not_extended, trend_aligned"
GM,3.5942094348087347e-07,3782.2986918034735,2,10,3782.2986921628944,12,59.666667,0.731661,0.26618,0.824757,12,1,1,3.58831057569517e-07,8.172303623275064e-07,3.58831057569517e-07,3735.4852373675703,2,10,488818.0,1021262.5,1.829610420402968e-07,1983.5981304828654,0,0,-3782.2986914440526,SHORT,1.7971047174043674e-07,378.22986918034735,0.001641,0.012377,9.502711783703539e-11,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1,0,0.0,73510665806.0,7e-06,1.4e-05,0.0,0.0,0.509044,0.524442,0.0,0.0,2.4446856761535225e-14,5.145237973745518e-05,0.11505129513218015,2.884780340479601,0.245,0.0,0.0,0.1556,0.15,0.6,0.0,0.5139,0.0,0.2208,1.4,0.15,0.6,0.0,0.44517217262323056,0.7084943237136289,3,3,0.28847803404796013,"confirmation_volume, not_extended, pullback_to_resistance, room_to_target","momentum_aligned, trend_aligned"
CRS,3.976584412390486e-05,3.0367277529986466e-08,5,1,3.982657867896483e-05,6,81.666667,15.755556,6.7,33.866667,6,0,0,0.0,0.0,3.974577376505242e-05,3.0367277529986466e-08,5,1,600357.0,337725.0,8.227048554950007e-06,1.3855571604480913e-08,0,0,3.973547684637487e-05,LONG,7.953168824780971e-06,3.0367277529986466e-08,0.000505,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22199692770.0,2.7e-05,1.5e-05,0.0,0.0,0.206887,0.456267,0.0,0.0,3.582558059329832e-12,1.3679143150586254e-14,0.3894552601344099,2.8510178707283904,0.9723,0.0,1.7,0.6222,0.0,0.6,0.0,0.551,0.0,1.7,0.0,0.0,0.6,0.0,0.7075103794887,0.6354013608258656,3,3,0.28510178707283906,none,none
TSM,252434.29385608714,50650.4028247312,9,10,322329.714230391,19,62.368421,0.158826,0.145021,0.17125,19,4,4,208054.17741748097,42227.1272855294,125596.62063575967,30277.138820548607,9,10,2999296.0,857656.0,117912.75814666293,21493.185905520026,4,1,201783.89103135595,LONG,28048.25487289857,5065.04028247312,0.502458,0.402233,4.9838556018912925,1.0,0.4444444444444444,0.1,0.1367521367521367,-0.2076923076923077,31-90,0.4444,0,0.0,890560819860.0,3e-06,1e-06,0.0,0.0,0.467354,0.437486,0.0,0.0,0.0003149504699444096,5.6874726234524515e-05,0.2815147508312782,2.8158807142857145,0.0832,0.0,0.0,1.2444,0.6,0.6,0.2875,0.0,0.0,0.0,1.4,0.6,0.6,0.2159,0.5174422202020826,0.47485157048796406,2,2,0.28158807142857145,none,none
SPXL,2.692043143457256,5.552378908766413e-08,1,1,2.692043254504834,2,65.5,2.845833,0.391667,5.3,2,0,1,0.0,5.552378908766413e-08,2.692043143457256,5.552378908766413e-08,1,1,147490.0,59095.0,2.000501759524262,4.2297920155067824e-08,0,0,2.6920430879334667,LONG,2.692043143457256,5.552378908766413e-08,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5717583739.0,2.6e-05,1e-05,0.0,0.0,0.743117,0.761798,0.0,0.0,4.708358051836931e-06,9.711058311036681e-14,0.15387748664164713,2.812331240351296,0.9388,0.0,0.0,0.0,0.0,0.6,0.0,0.3623,0.0,1.7,0.0,0.15,0.6,0.0,0.5295714488417194,0.5973139264184514,3,3,0.2812331240351296,none,none
COHR,1109.8796295415336,9522.99742189671,6,3,10632.877090559607,9,68.666667,1.785394,0.732656,3.89087,9,1,0,0.00017064985174175843,0.0,1106.3132748347286,9504.972400845934,6,3,1547630.0,312805.0,464.65850654708987,1645.5172675754766,0,0,-8413.117792355177,SHORT,184.97993825692228,3174.3324739655704,0.003213,0.001893,0.11654729917174304,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,64684988577.0,2.4e-05,5e-06,0.0,0.0,0.418657,0.172794,0.0,0.0,2.8597042733759633e-05,0.0004907371159518555,0.2556841271230884,2.7759765033703228,0.8709,0.0,0.1582,0.7778,0.15,0.6,0.0,0.1649,0.0,1.7,0.3111,0.0,0.6,0.0,0.642221199185485,0.694488631748467,3,3,0.27759765033703226,none,none
SCHW,2910.9413499601865,5190.819125203152,3,4,13305.456387542963,7,57.142857,2.476044,0.994451,3.587239,7,0,0,0.0,0.0,2882.016934139279,4619.2462295146715,3,4,769578.0,194311.0,1267.4266303537154,1566.9181116183593,0,0,-2279.8777752429655,SHORT,970.3137833200622,1297.704781300788,0.009936,0.110112,0.5607865116753151,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,161693978019.0,5e-06,1e-06,0.0,0.0,0.434133,0.301863,0.0,0.0,6.000927153923101e-05,8.02568405576799e-05,0.14122031833703225,2.7738895238095242,0.1649,0.0,0.3362,0.3111,0.0,0.6,0.0,0.0,0.0,1.7,0.4667,0.0,0.6,0.0072,0.4815135544545526,0.48574983269038574,2,2,0.2773889523809524,none,none
STM,20538.12249960922,84.67509520519431,2,2,20622.797594814416,4,63.0,42.837505,66.718487,18.956522,4,0,0,0.0,0.0,13259.148154918486,58.13785202277204,2,2,189809.0,179960.0,4485.849271522409,48.54036661321917,1,0,20453.447404404025,LONG,10269.06124980461,42.337547602597155,0.354413,0.313401,99.0,1.0,0.5,0.0,0.1923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,39301327681.0,5e-06,5e-06,0.0,0.0,0.218416,0.573254,0.0,0.0,0.0026129044120738773,1.0772548944463522e-05,0.2802144519243338,2.772850233529052,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1817,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1524,0.6696395255759128,0.5789859382119217,3,3,0.2772850233529052,none,none
