ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
UVXY,19745.56502058733,0.4313075985770706,2,1,20031.7809348771,3,75.333333,0.865008,1.288506,0.018011,3,1,0,19460.21172149472,0.0,19460.21172149472,0.4313075985770706,2,1,0.0,19745.133712988754,LONG,9872.782510293666,0.4313075985770706,0.985548,1.0,99.0,1.0,525579883.8161316,3.8e-05,0.0,2.4624941819678194,0.17780240072625042,0.3509518408907259,"bounce_and_fail, bullish_strong_close, call_wall_clear, healthy_pullback_volume, not_extended, short_dated_noise, strong_trend, trend_aligned","bullish_rejection_wick, confirmation_volume, flag_breakout, pullback_to_support, room_to_target, structural_breakout"
WULF,16207.828862963968,69.289633348699,5,1,17329.40587544686,6,58.0,0.716257,0.743034,0.582372,6,0,1,0.0,69.289633348699,15155.541483829777,69.289633348699,5,1,0.0,16138.53922961527,LONG,3241.5657725927936,69.289633348699,0.935075,1.0,99.0,1.0,457559667.9592819,3.5e-05,0.0,2.3814046454983666,0.2412635820670358,0.34845860013435564,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
LYV,25616.132038364827,32251.796758606826,2,7,90119.72555557848,9,87.111111,5.128924,0.328579,6.500451,9,1,3,11549.768490898341,20748.04611642462,14066.363547466486,7163.353402047459,2,7,0.0,-6635.664720241999,SHORT,12808.066019182414,4607.399536943833,0.549121,0.222107,0.7942544172063474,1.0,496934926.70155334,5.2e-05,6.5e-05,2.24446066027486,0.3806403010018234,0.3442480158818777,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
FCX,2940.1984213935953,4843.402942722905,5,4,10729.12481300732,9,74.444444,0.138149,0.128169,0.150624,9,2,0,10.767863710494426,0.0,2867.982618006125,4811.102476443796,5,4,0.0,-1903.20452132931,SHORT,588.039684278719,1210.8507356807263,0.975438,0.993331,0.6070522019670429,1.0,1011453069.5733621,3e-06,5e-06,2.172423398268733,0.2954059436941746,0.34203310326268105,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
GS,9705.059807704461,18478.488962802818,5,3,37888.608578211744,8,63.5,0.29626,0.302573,0.285739,8,2,2,4308.545900555203,158.16758682739206,5019.396071348512,18320.321375975425,5,3,0.0,-8773.429155098356,SHORT,1941.0119615408923,6159.496320934272,0.517194,0.99144,0.525208518252804,1.0,2116556846.8655272,5e-06,9e-06,1.9456103006583731,0.33435086821914917,0.3350593347142104,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CRM,31812.895876423478,30380.31270330752,3,8,123739.25732638424,11,59.272727,2.639979,0.38381,3.486042,11,1,2,26239.5249801653,13574.182802139276,26239.5249801653,12401.73439689685,3,8,0.0,1432.583173115956,LONG,10604.298625474492,3797.53908791344,0.824808,0.408216,1.0471549844501762,1.0,2818850071.0199037,1.1e-05,1.1e-05,1.8410389164387373,0.3419611512859462,0.3318441031512002,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
HD,4087.396442274082,6150.922235512787,6,3,19589.87700499286,9,67.222222,2.122374,1.805253,2.756615,9,1,0,0.03564498504647599,0.0,3486.134031339904,2959.599523136564,6,3,0.0,-2063.525793238705,SHORT,681.2327403790136,2050.3074118375957,0.852898,0.481164,0.6645176586163304,1.0,1392923174.025,3e-06,4e-06,1.7836593375371772,0.26948641098683435,0.3300798668399639,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
AVGO,131324.4203323655,37993.29593665644,4,4,207311.01220567836,8,80.875,0.120806,0.065681,0.17593,8,0,0,0.0,0.0,66556.70037315824,14817.975109332221,4,4,0.0,93331.12439570905,LONG,32831.105083091374,9498.32398416411,0.506811,0.390016,3.4565156061036006,1.0,9252010792.059778,1.4e-05,4e-06,1.5822389082909352,0.2920211490341857,0.32388684064660905,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
AAOI,22248.923465785727,13044.497656977901,1,5,48337.91877974153,6,84.833333,7.139394,41.0,0.367273,6,0,0,0.0,0.0,22248.923465785727,5129.546440328035,1,5,0.0,9204.425808807826,LONG,22248.923465785727,2608.89953139558,1.0,0.393234,1.7056174987224668,1.0,1132609116.2982662,2e-05,1.2e-05,1.578344630105197,0.2890426028136245,0.3237671041983315,"call_wall_clear, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned"
SQQQ,44096.12221347874,0.0,2,0,44096.12221347874,2,45.5,5.231884,5.231884,,2,1,0,32326.501017903196,0.0,32326.501017903196,0.0,2,0,0.0,44096.12221347874,LONG,22048.06110673937,0.0,0.733092,0.0,99.0,1.0,4803571705.837501,9e-06,0.0,1.5673857086897724,0.115,0.3234301528392731,"bounce_and_fail, call_wall_clear, healthy_pullback_volume, not_extended, short_dated_noise, trend_aligned","bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, pullback_to_support, room_to_target, structural_breakout"
GLXY,11941.99943869009,5692.8427233824805,3,2,22885.172255561534,5,90.4,0.573542,0.594733,0.541756,5,0,0,0.0,0.0,5844.029436507224,5250.330093488964,3,2,0.0,6249.15671530761,LONG,3980.6664795633637,2846.4213616912402,0.489368,0.922269,2.0977216513711427,0.7,108280552.2076623,0.00011,5.3e-05,1.4674686423524148,0.27362622130960434,0.3203580264849303,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, call_wall_clear, confirmation_volume, gamma_tailwind, not_extended, room_to_target, short_dated_noise","flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned"
ISRG,18934.678680105055,41919.879063461136,2,2,102794.06044880342,4,60.25,0.47408,0.517272,0.430888,4,0,1,0.0,41919.099218081195,18915.05503832896,41919.099218081195,2,2,0.0,-22985.20038335608,SHORT,9467.339340052527,20959.939531730568,0.998964,0.999981,0.45168734030554963,1.0,799620224.222676,2.4e-05,5.2e-05,1.4117830725750422,0.3644906723956535,0.31864587547068757,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
MSFT,56547.77632360163,142537.75729256377,4,9,308185.5976931247,13,75.307692,0.279977,0.267842,0.28537,13,1,1,10963.601874700615,9076.546192445536,21203.637951587123,42402.63169908295,4,9,0.0,-85989.98096896213,SHORT,14136.944080900408,15837.52858806264,0.374969,0.297484,0.3967213838473362,1.0,12974603483.318153,4e-06,1.1e-05,1.4099446353147551,0.350668562613474,0.3185893494760285,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
LNG,7054.421016916626,0.0,1,0,14108.842033833253,1,42.0,108.0,108.0,,1,0,0,0.0,0.0,7054.421016916626,0.0,1,0,0.0,7054.421016916626,LONG,7054.421016916626,0.0,1.0,0.0,99.0,1.0,1095650040.2462404,6e-06,0.0,1.2988262616445883,0.115,0.3151728191802806,"call_wall_clear, confirmation_volume, room_to_target, short_dated_noise, strong_trend, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, structural_breakout"
AMZN,85149.05023708679,74357.42755137802,4,6,197171.6955461474,10,85.6,0.077371,0.133399,0.040019,10,0,0,0.0,0.0,42633.673408098286,27977.394511118244,4,6,0.0,10791.622685708775,LONG,21287.262559271698,12392.904591896337,0.500695,0.376256,1.1451317378919839,1.0,9433033421.53916,9e-06,8e-06,1.2632109108355665,0.3138267872504866,0.314077762431215,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
IONQ,8375.73467018348,0.0,4,0,8376.27927066642,4,44.25,1.811179,1.811179,,4,0,0,0.0,0.0,8286.25920589232,0.0,4,0,0.0,8375.73467018348,LONG,2093.93366754587,0.0,0.989317,0.0,99.0,1.0,738677694.4230238,1.1e-05,0.0,1.2351988672072904,0.115,0.31321648276574854,"call_wall_clear, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, structural_breakout, trend_aligned"
COST,4639.5704332025425,86.22473518465519,3,3,4774.263711792872,6,71.5,0.218692,0.085028,0.352355,6,1,1,0.07262628145026487,4.424364019122731,4604.592598924579,48.468543405673714,3,3,0.0,4553.345698017887,LONG,1546.523477734181,28.741578394885064,0.992461,0.562119,53.807882659965706,1.0,1841358769.4505463,3e-06,0.0,1.1410256890589485,0.22375003904602564,0.31032096238002266,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
CRWD,302.22086569836426,392.5063822580711,5,8,858.0279493030714,13,49.153846,0.27397,0.211724,0.312874,13,3,4,152.26626072862788,29.216226741705746,147.6608888603722,356.56777584473804,5,8,0.0,-90.28551655970682,SHORT,60.444173139672856,49.063297782258886,0.488586,0.908438,0.7699769465140963,1.0,2120001479.3000002,0.0,0.0,1.0750083639784913,0.3213379251863112,0.3082911433345143,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
TQQQ,35479.38717293699,9139.986789220126,1,1,44619.373962157115,2,90.0,0.192802,0.277038,0.108567,2,0,0,0.0,0.0,35479.38717293699,9139.986789220126,1,1,0.0,26339.400383716868,LONG,35479.38717293699,9139.986789220126,1.0,1.0,3.881776636130597,1.0,4798698263.319898,7e-06,2e-06,1.0453710222912784,0.2964640188123969,0.3073798910148902,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
NVO,15379.040597581847,2644.2684836242083,1,1,36046.61816241211,2,73.0,0.114546,0.097658,0.131435,2,0,0,0.0,0.0,15379.040597581847,2644.2684836242083,1,1,0.0,12734.772113957639,LONG,15379.040597581847,2644.2684836242083,1.0,1.0,5.815990582205739,1.0,1026425423.5569992,1.5e-05,3e-06,0.94988815149508,0.2806563506971419,0.3044441018197701,"bounce_and_fail, call_wall_clear, gamma_tailwind, healthy_pullback_volume, room_to_target, swing_dte_dominant","bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, not_extended, pullback_to_support, structural_breakout, trend_aligned"
NVDA,81822.3312734742,20526.615537062513,4,1,132755.83796271624,5,79.0,0.312124,0.309991,0.320654,5,0,0,0.0,0.0,34553.604290524956,20526.615537062513,4,1,0.0,61295.715736411694,LONG,20455.58281836855,20526.615537062513,0.4223,1.0,3.9861579287504645,1.0,34351354727.32195,2e-06,1e-06,0.9221404113928932,0.3066381724693078,0.30359094863216984,"call_wall_clear, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
VRT,11728.427630176246,6534.597738335934,5,7,28531.791855177355,12,59.916667,0.205232,0.101377,0.279414,12,0,2,0.0,2700.5757636400776,7530.767790421499,3511.8759229776847,5,7,0.0,5193.829891840312,LONG,2345.685526035249,933.5139626194192,0.642095,0.537428,1.7948201403997892,1.0,2855395065.9758787,4e-06,2e-06,0.8905141547421604,0.313170163020823,0.30261854361561463,"call_wall_near, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, short_dated_noise, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout"
EBAY,7968.413400411614,0.0,2,0,7968.413400411614,2,60.0,0.26715,0.26715,,2,0,0,0.0,0.0,7940.472033382501,0.0,2,0,0.0,7968.413400411614,LONG,3984.206700205807,0.0,0.996493,0.0,99.0,1.0,470505752.30969125,1.7e-05,0.0,0.8723899745363625,0.115,0.3020612837429809,"call_wall_near, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned"
SOXS,4877.9620117010245,15092.042015869558,1,1,35062.04604344014,2,56.0,4.552239,1.328358,7.776119,2,1,1,4877.9620117010245,15092.042015869558,4877.9620117010245,15092.042015869558,1,1,0.0,-10214.080004168532,SHORT,4877.9620117010245,15092.042015869558,1.0,1.0,0.32321418179009564,1.0,2190147622.7168655,2e-06,7e-06,0.7972463688521239,0.3221829688324781,0.29975086111104077,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CMG,0.331414966501435,23997.06328311109,1,3,23997.72611304409,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,23913.286726101156,0.331414966501435,19748.230390214005,1,3,0.0,-23996.731868144587,SHORT,0.331414966501435,7999.021094370363,1.0,0.822944,1.3810646852553903e-05,1.0,561417946.5549946,0.0,4.3e-05,0.7802780311043453,0.37518340399829625,0.299229139652483,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
SOXL,17773.526020188514,23174.640038413592,1,2,40948.16605860211,3,51.333333,0.699573,0.221337,0.938691,3,0,0,0.0,0.0,17773.526020188514,11799.33943540195,1,2,0.0,-5401.114018225078,SHORT,17773.526020188514,11587.320019206796,1.0,0.509149,0.7669386014508811,1.0,4550519082.19794,4e-06,5e-06,0.6928761256377978,0.28579943700869215,0.2965418139828424,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
SNDK,19603.68088982015,69508.15163294748,1,7,121751.96643117984,8,82.0,0.654309,,0.654309,8,0,1,0.0,9761.461168708864,19603.68088982015,18326.65864483632,1,7,0.0,-49904.470743127335,SHORT,19603.68088982015,9929.735947563926,1.0,0.263662,0.2820342712224825,1.0,13641609783.607893,1e-06,5e-06,0.6432049897623714,0.32241950782746,0.295014587342122,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
QQQ,20407.120162501367,0.0,1,0,40814.240325002735,1,56.0,0.047262,0.047262,,1,0,0,0.0,0.0,20407.120162501367,0.0,1,0,0.0,20407.120162501367,LONG,20407.120162501367,0.0,1.0,0.0,99.0,1.0,41537768904.985,0.0,0.0,0.6305542497364705,0.115,0.2946256180372758,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
TSLA,44791.38276204183,54359.70804583956,4,3,134883.95063525412,7,72.714286,0.237236,0.375607,0.052742,7,0,0,0.0,0.0,16836.498629588295,25213.604876209785,4,3,0.0,-9568.325283797727,SHORT,11197.845690510458,18119.902681946518,0.375887,0.463829,0.8239812974026809,1.0,22104076582.031826,2e-06,2e-06,0.6149751315652421,0.2947712307721653,0.29414661058373776,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
CVNA,8842.792948003911,0.0,2,0,17685.585896007822,2,90.0,0.099118,0.099118,,2,1,0,4728.750590304352,0.0,4728.750590304352,0.0,2,0,0.0,8842.792948003911,LONG,4421.3964740019555,0.0,0.534758,0.0,99.0,1.0,849701154.2484543,1e-05,0.0,0.6110030312568393,0.115,0.2940244813571016,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, short_dated_noise","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned"
CDE,4698.210866198121,0.0,2,0,4698.210866198121,2,57.5,0.086359,0.086359,,2,0,0,0.0,0.0,4696.109546100632,0.0,2,0,0.0,4698.210866198121,LONG,2349.1054330990605,0.0,0.999553,0.0,99.0,1.0,362152239.70116854,1.3e-05,0.0,0.5581545755445804,0.115,0.29239956241650966,"call_wall_clear, confirmation_volume, gamma_headwind, gamma_tailwind, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, structural_breakout, trend_aligned"
ORCL,12693.239133967829,57220.144945572116,1,3,105819.82743630948,4,55.75,0.394212,0.592157,0.328231,4,0,0,0.0,0.0,12693.239133967829,29051.598656516886,1,3,0.0,-44526.90581160429,SHORT,12693.239133967829,19073.38164852404,1.0,0.507716,0.22183164943118644,1.0,4574635010.135596,3e-06,1.3e-05,0.5377061128113291,0.30608285585932715,0.29177083837995205,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
ARKK,6461.5705221493145,5345.608987079137,1,1,23614.359018456904,2,90.0,0.480355,0.790909,0.169802,2,0,0,0.0,0.0,6461.5705221493145,5345.608987079137,1,1,0.0,1115.961535070178,LONG,6461.5705221493145,5345.608987079137,1.0,1.0,1.208762282794639,1.0,787183774.7776676,8e-06,7e-06,0.4217879046707149,0.29309420891526755,0.2882067287114936,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
GOOG,382.7584834243894,80090.50322844308,4,7,116494.11391954735,11,70.818182,0.236313,0.308006,0.195345,11,1,1,11.111075763912186,40167.89806670633,338.8401638623069,40167.89806670633,4,7,0.0,-79707.74474501869,SHORT,95.68962085609735,11441.500461206155,0.885258,0.501531,0.004779074521889854,1.0,5730693793.067783,0.0,1.4e-05,0.2044056994204036,0.3427360998614672,0.28152292957491953,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
SOFI,4706.403310614008,0.0,1,0,9412.806621228016,1,56.0,0.235568,0.235568,,1,0,0,0.0,0.0,4706.403310614008,0.0,1,0,0.0,4706.403310614008,LONG,4706.403310614008,0.0,1.0,0.0,99.0,1.0,1290789501.7390752,4e-06,0.0,0.18085601854147054,0.115,0.2807988531191491,"bounce_and_fail, call_wall_clear, confirmation_volume, gamma_tailwind, not_extended, room_to_target, swing_dte_dominant","bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned"
COIN,5191.512355115193,40000.41778549273,1,2,90383.86028121585,3,67.333333,0.46787,0.0443,0.679654,3,0,0,0.0,0.0,5191.512355115193,35497.54922749027,1,2,0.0,-34808.90543037754,SHORT,5191.512355115193,20000.208892746366,1.0,0.887429,0.12978645330544622,1.0,2580078419.5,2e-06,1.6e-05,0.15999750056369635,0.32015145304427445,0.2801575212111876,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
