ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
BABA,387043.6507433868,34.26429850542666,3,1,387077.91504189227,4,48.5,3.601904,1.162899,10.918919,4,2,0,137566.95981057675,0.0,249476.69093281007,34.26429850542666,3,1,3.5979500703421,438385.0,143250.0,387009.3864448814,LONG,129014.5502477956,34.26429850542666,0.35543,0.0,99.0,1.0,1487850751.0116577,0.000295,9.6e-05,4.743929645019946,0.33,0.47439296450199464,none,trend_aligned
DAL,443464.9036603245,259.66080205805275,3,13,443856.12066727737,16,89.4375,0.251899,0.161863,0.272677,16,0,8,0.0,166.40601343714712,185406.35984524147,60.5832733661157,3,13,1479.3862751134698,549205.0,1120166.0,443205.24285826646,LONG,147821.63455344152,19.973907850619444,0.581914,0.766683,99.0,1.0,930123953.8655281,0.00059,0.001204,4.743882775546821,0.592345478280786,0.4743882775546821,none,none
NET,32.94632199937588,1.012817956823643,8,6,34.12375174200321,14,53.857143,0.98732,0.872774,1.140049,14,1,0,0.13835534984343315,0.0,31.597150280625335,0.49485764235435187,8,6,40.13398915392395,1330709.5,1186748.0,31.93350404255224,LONG,4.118290249921985,0.1688029928039405,0.040951,0.511405,32.52936204123073,1.0,854238308.839035,0.001558,0.001389,4.714646667448523,0.46942186999940416,0.4714646667448523,none,none
COP,85.81114018330634,33502.02728181669,5,4,66966.19499260465,9,61.111111,7.419322,10.902379,1.614227,9,0,0,0.0,0.0,57.21047608118274,33369.38190517494,5,4,19024.851073695332,582710.5,689378.0,-33416.216141633384,SHORT,17.16222803666127,8375.506820454173,0.333298,0.003959,0.0025613715689939915,1.0,1469057095.2061462,0.000397,0.000469,4.702632244727937,0.38853737905864,0.4702632244727937,none,none
APH,0.34202443083305367,12.053275726319391,6,16,12.504752342805514,22,39.5,1.259688,1.35803,1.22281,22,1,0,0.002420408814476909,0.0,0.22657299175706827,6.401326148709591,6,16,47.09931194251413,1142615.5,2235962.5,-11.711251295486338,SHORT,0.05700407180550895,0.753329732894962,0.337553,0.468914,0.028376056318550245,1.0,1249615822.1374512,0.000914,0.001789,4.529254288650386,0.5430530702811291,0.4529254288650386,none,none
NEM,191.81844837864674,113119.9941092369,7,10,157917.46162488684,17,78.176471,0.70607,1.109511,0.423661,17,2,2,1.260191663568132,2.2366326151210325,79.05571962970093,68527.29377833508,7,10,33148.27922073167,670671.5,659229.5,-112928.17566085825,SHORT,27.40263548266382,11311.99941092369,0.587862,0.394207,0.0016957077295585155,1.0,1121554106.7276764,0.000598,0.000588,4.5290033464819155,0.47457862725403693,0.4529003346481915,none,none
AMAT,123.28650841419169,55.56834555344354,6,6,233.56735964908586,12,67.416667,2.265185,4.050126,0.480244,12,1,1,0.005155532744254663,49.97343642217384,98.91951651154552,49.97343642217384,6,6,105.20064732581531,551092.0,640207.5,67.71816286074815,LONG,20.547751402365282,9.261390925573924,0.197645,0.100685,2.218646374771395,1.0,2544657699.3008423,0.000217,0.000252,4.516947315547492,0.3028532870775141,0.45169473155474926,none,none
CELH,35736.47576200497,0.2678419788415135,3,1,71473.21936598879,4,50.75,1.709318,1.829628,1.348387,4,3,0,35736.47576200497,0.0,35724.56482335715,0.2678419788415135,3,1,206947.28744048937,119495.0,318500.0,35736.20792002613,LONG,11912.15858733499,0.2678419788415135,0.000333,0.0,99.0,1.0,267284539.59228516,0.000447,0.001192,4.369069904719336,0.37491483965829975,0.43690699047193365,none,none
CRDO,1.888211531587171,0.647088148018715,3,3,4.473812958111751,6,50.833333,3.471459,5.591094,1.351825,6,0,0,0.0,0.0,1.871645446353973,0.4771541785716605,3,3,32.59900520963635,346400.0,560018.0,1.241123383568456,LONG,0.6294038438623903,0.21569604933957165,0.008773,0.262613,2.918012850905377,1.0,848339625.5189896,0.000408,0.00066,4.286222571025965,0.37244275564505613,0.4286222571025965,none,none
LRCX,309372.41805801046,47.665080617270036,5,7,309454.0112550098,12,65.166667,0.419983,0.137818,0.62153,12,2,2,309342.90197607205,0.327653391228675,309299.6565394694,40.75244247692994,5,7,226684.94465222655,854383.0,1111145.0,309324.75297739316,LONG,61874.48361160209,6.809297231038577,0.000235,0.145025,99.0,1.0,2577387430.488739,0.000331,0.000431,4.198926215201705,0.37088156698959207,0.4198926215201705,none,none
SMH,570622.7037015131,627450.4460206749,6,7,1810341.41171783,13,65.307692,0.828601,0.761094,0.886464,13,1,2,80341.27539789969,111298.22394653143,207391.5600038128,179660.89881619898,6,7,2.147690088923662,674057.5,748090.5,-56827.74231916177,SHORT,95103.78395025218,89635.77800295355,0.636552,0.713665,0.9094307085450868,1.0,3998718140.5029297,0.000169,0.000187,4.188752850160419,0.46033076475676704,0.41887528501604193,none,none
XBI,43772.244060666395,135592.5912114196,4,3,179481.32576672366,7,84.428571,7.563979,12.475284,1.015572,7,0,1,0.0,87.38717174060638,43749.85011865853,135498.49465878986,4,3,4151.990566766334,141408.5,680170.5,-91820.34715075322,SHORT,10943.061015166599,45197.53040380654,0.000512,0.000694,0.3228217977810863,1.0,1180040759.9038696,0.00012,0.000576,4.092042687464949,0.433632027827144,0.4092042687464949,none,none
CMG,0.0009187495401025271,52202.608637523954,1,4,52202.61047502303,5,57.6,114.654698,460.269231,28.251065,5,0,2,0.0,66.29248345020086,0.0009187495401025271,52136.083908457214,1,4,223007.86733199088,239300.0,529781.0,-52202.607718774416,SHORT,0.0009187495401025271,13050.652159380988,0.0,0.001274,1.7599686377399104e-08,1.0,562862950.9337425,0.000425,0.000941,4.044965045386515,0.5613463102962857,0.40449650453865155,none,none
RKLB,258.9158782473097,102.08352119005332,3,2,406.4898690248066,5,83.8,3.770387,1.575785,7.062289,5,1,0,11.374838202779499,0.0,195.56771612757765,67.96788980538925,3,2,4.439956469498787,941331.0,379435.5,156.8323570572564,LONG,86.30529274910323,51.04176059502666,0.244667,0.334193,2.536314139921514,1.0,1363180087.0164108,0.000691,0.000278,4.001845979002852,0.40920003016682355,0.40018459790028527,none,trend_aligned
SPXU,127561.55726625852,0.0,1,0,255123.11453251704,1,39.0,125.333333,125.333333,,1,1,0,127561.55726625852,0.0,127561.55726625852,0.0,1,0,0.0,154160.0,0.0,127561.55726625852,LONG,127561.55726625852,0.0,0.0,0.0,99.0,1.0,514225290.28289795,0.0003,0.0,3.977177661073521,0.05,0.3977177661073521,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
UPRO,69362.45488731527,98211.40469887726,2,2,266713.61757593515,4,53.0,67.933333,72.9,58.0,4,1,1,31471.134415931432,68434.10159644991,37891.320471383835,68434.10159644991,2,2,0.9226079729244897,85157.0,115245.0,-28848.949811561994,SHORT,34681.22744365763,49105.70234943863,0.45372,0.303196,0.7062566216213402,1.0,482890689.3859863,0.000176,0.000239,3.9469221476046616,0.41395307135997067,0.3946922147604662,none,none
IONQ,22.971192022346173,0.0,1,0,22.971192022346173,1,57.0,6.343434,6.343434,,1,0,0,0.0,0.0,22.971192022346173,0.0,1,0,0.0,1720000.0,0.0,22.971192022346173,LONG,22.971192022346173,0.0,0.0,0.0,99.0,1.0,738779202.065506,0.002328,0.0,3.9271022289685464,0.05,0.39271022289685464,none,trend_aligned
ORCL,333880.51806852577,75477.3333586584,2,3,484776.09887991834,5,50.0,0.706382,1.174362,0.394395,5,0,0,0.0,0.0,273257.7331609872,75399.24443219372,2,3,4991.958879013987,354868.0,306971.0,258403.18470986735,LONG,166940.25903426288,25159.111119552803,0.18157,0.001035,4.423586568459822,1.0,4582132660.584717,7.7e-05,6.7e-05,3.822741324808769,0.2723657783925426,0.3822741324808769,none,none
FIG,0.5612282317092898,0.0,2,0,0.5612282317092898,2,30.0,0.261135,0.261135,,2,0,0,0.0,0.0,0.4261864640748643,0.0,2,0,3.155960348716724,629288.0,0.0,0.5612282317092898,LONG,0.2806141158546449,0.0,0.240618,0.0,99.0,1.0,351813972.86333084,0.001789,0.0,3.767109464716054,0.18,0.3767109464716054,none,trend_aligned
MSFT,640829.1883356351,844829.8063601606,6,8,2422424.971693954,14,63.5,0.196146,0.094521,0.272365,14,2,3,268056.6072975964,491660.16975907446,159252.86680494176,228991.49468662974,6,8,1.4587389439804035,732242.5,1037589.5,-204000.61802452547,SHORT,106804.86472260585,105603.72579502007,0.751489,0.72895,0.7585305152721403,1.0,13047961205.811157,5.6e-05,8e-05,3.7590413439822745,0.413000963976761,0.37590413439822745,none,none
WULF,285897.45864336897,1336338.2362212692,3,9,2905659.15577581,12,81.333333,0.485487,0.5645,0.45915,12,1,7,104447.02970533061,358298.6735811243,104556.67503120749,925124.7873300476,3,9,0.30549724413939283,301584.0,1490599.0,-1050440.7775779003,SHORT,95299.152881123,148482.02624680768,0.634286,0.307717,0.2139409401708015,1.0,457619328.0607891,0.000659,0.003257,3.672433803320457,0.6278485660740385,0.36724338033204573,none,none
ADBE,68536.67532455485,555524.2490966216,7,12,692569.7096785944,19,82.473684,0.245455,0.311084,0.207172,19,1,0,0.7519035940225716,0.0,68375.95247773857,343258.8081134313,7,12,6863.259926024528,638323.5,2357072.0,-486987.5737720668,SHORT,9790.95361779355,46293.68742471847,0.002345,0.382099,0.12337296785155161,1.0,1700281572.6797485,0.000375,0.001386,3.6659455249168857,0.5654556821498538,0.3665945524916886,none,none
ALB,37.68136180169291,0.2354608224218087,3,3,75.5907636123171,6,82.0,2.077325,0.537182,3.617468,6,2,1,0.0171603398369128,0.004779313004468742,37.664201461855995,0.22572129607542069,3,3,2805.8067379951626,355438.0,447848.0,37.4459009792711,LONG,12.560453933897636,0.07848694080726958,0.000455,0.041364,99.0,1.0,353305998.6193085,0.001006,0.001268,3.6591036910199453,0.5175904574222352,0.36591036910199454,none,none
LYB,0.9720842086381202,0.0,4,0,0.9720842086381202,4,66.5,0.566247,0.566247,,4,0,0,0.0,0.0,0.6814150387148141,0.0,4,0,5.04835584935566,701853.0,0.0,0.9720842086381202,LONG,0.24302105215953004,0.0,0.299016,0.0,99.0,1.0,779591027.1551514,0.0009,0.0,3.624259465733811,0.18,0.3624259465733811,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned"
APP,1.5672281417973872,55.38034722748155,6,6,59.07943555463002,12,75.75,4.772865,1.487879,8.057851,12,1,1,0.6973896016376321,0.09582864185173513,0.7368481315125178,33.69858499370662,6,6,95.6062624674654,310372.5,712127.0,-53.813119085684164,SHORT,0.26120469029956456,9.230057871246926,0.52984,0.391506,0.028299355642531564,1.0,2377414998.4710693,0.000131,0.0003,3.6026565457694133,0.48349392661485024,0.3602656545769413,none,none
SQQQ,122.24339905833106,0.0,2,0,122.24339905833106,2,45.5,5.231884,5.231884,,2,1,0,89.61562073327123,0.0,89.61562073327123,0.0,2,0,2.746605050471419,327430.0,0.0,122.24339905833106,LONG,61.12169952916553,0.0,0.266908,0.0,99.0,1.0,4812343323.75,6.8e-05,0.0,3.5677488552042815,0.1690195521870948,0.35677488552042813,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target
ALGN,55316.40740814704,0.0,1,0,55316.40740814704,1,32.0,40.333333,40.333333,,1,1,0,55316.40740814704,0.0,55316.40740814704,0.0,1,0,0.0,65319.0,0.0,55316.40740814704,LONG,55316.40740814704,0.0,0.0,0.0,99.0,1.0,256302925.56030273,0.000255,0.0,3.5452884361257646,0.05,0.35452884361257647,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
NVDA,2315753.1600215207,329083.01383277366,7,2,3122624.628406688,9,82.666667,0.074581,0.060038,0.125483,9,0,0,0.0,0.0,1043468.5075080553,193628.64173309924,7,2,0.8707509657211222,2632846.0,359062.5,1986670.1461887471,LONG,330821.88000307436,164541.50691638683,0.549404,0.411612,7.036987819730769,1.0,34611979021.376495,7.6e-05,1e-05,3.4983282756220095,0.26538797972694916,0.34983282756220097,none,trend_aligned
SMR,0.18119690272705524,0.0,2,0,0.18119690272705524,2,30.0,1.350179,1.350179,,2,0,0,0.0,0.0,0.13126019230217162,0.0,2,0,2.6285310182699626,169256.0,0.0,0.18119690272705524,LONG,0.09059845136352762,0.0,0.275594,0.0,99.0,1.0,250078848.42716217,0.000677,0.0,3.4554852195474717,0.1639030107916984,0.34554852195474717,none,trend_aligned
UVXY,54.73871314031486,0.001195672187102914,2,1,55.53216173559007,3,75.333333,0.865008,1.288506,0.018011,3,1,0,53.947655889413845,0.0,53.947655889413845,0.001195672187102914,2,1,23221.151662715853,257910.0,25000.0,54.737517468127756,LONG,27.36935657015743,0.001195672187102914,0.014452,0.0,99.0,1.0,525954234.1655731,0.00049,4.8e-05,3.366503756367871,0.18,0.33665037563678707,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target
CRK,0.05381006402613024,0.42529777250446843,1,1,0.9044056090350671,2,57.5,0.349396,0.507968,0.190824,2,0,0,0.0,0.0,0.05381006402613024,0.42529777250446843,1,1,15.807369130724068,57500.0,28750.0,-0.3714877084783382,SHORT,0.05381006402613024,0.42529777250446843,0.0,0.0,0.12652326794296784,1.0,46264662.68914223,0.001243,0.000621,3.2747814948069704,0.2789849555672892,0.32747814948069703,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target
ASST,0.0019695926906911766,0.0,1,0,0.003939185381382353,1,31.0,8.87037,8.87037,,1,0,0,0.0,0.0,0.0019695926906911766,0.0,1,0,0.0,35495.5,0.0,0.0019695926906911766,LONG,0.0019695926906911766,0.0,0.0,0.0,99.0,1.0,39750243.615989685,0.000893,0.0,3.2369345407123213,0.05,0.3236934540712321,none,trend_aligned
DLTR,0.7649514134397757,18.32759839323375,4,1,19.857299860034125,5,55.4,0.444528,0.521785,0.135496,5,1,0,0.00020136007917544654,0.0,0.7644078077018983,18.32759839323375,4,1,98614.8723285578,175597.0,59070.0,-17.562646979793975,SHORT,0.19123785335994392,18.32759839323375,0.000711,0.0,0.04173767871966156,1.0,330585317.4851227,0.000531,0.000179,3.224997961848681,0.20569677880887333,0.32249979618486807,none,trend_aligned
