ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
PCT,0.4558074486262137,2344.880183608863,3,1,4690.216174666351,4,61.5,1.979355,2.583168,0.167915,4,0,0,0.0,0.0,0.4558074430204624,2344.880183608863,3,1,462998.0,30920.0,0.05116343575352417,420.3128598203381,0,0,-2344.4243761602365,SHORT,0.1519358162087379,2344.880183608863,0.0,0.0,0.00019438411046005265,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.25,1222658046.0,0.000379,2.5e-05,0.0,0.0,0.112248,0.179247,0.0,0.0,1.2426681090907236e-06,0.0191785445757322,5.22766535111111,0.15644209799318423,2.9,0.0,1.4166,0.3111,0.0,0.6,0.0,0.905,0.0595,0.0,0.0,0.0,0.6,0.0,0.6821600198925654,0.6662821995158467,3,3,0.522766535111111,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
HTZ,1.8424479600855104,0.0,3,0,1.8424479600855104,3,54.0,3.120775,3.120775,,3,0,0,0.0,0.0,1.0943564137231008,0.0,3,0,159025.0,0.0,0.15976632909516644,0.0,0,0,1.8424479600855104,LONG,0.6141493200285034,0.0,0.406031,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2320839838.0,6.9e-05,0.0,0.0,0.0,0.086714,0.0,0.0,0.0,2.6462374092895225e-06,0.0,5.014809568602876,0.06,2.1851,0.0,1.7,0.3111,0.0,0.6,0.2186,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.7246245423065912,0.3498356837330293,3,3,0.5014809568602876,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
UVXY,36.63091702661394,1.2169969976943475,3,2,39.06491102200264,5,40.6,31.394871,2.127191,75.296392,5,0,1,0.0,1.1715998383741872,36.63091701410203,1.1715998383741872,3,2,312310.0,84766.0,0.24426894057632537,0.0666299824554367,0,0,35.4139200289196,LONG,12.210305675537981,0.6084984988471738,0.0,0.037303,30.099430890965852,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,272736161.0,0.001145,0.000311,0.0,0.0,0.006668,0.05475,0.0,0.0,0.0004476966175210621,2.2310884505233384e-05,4.917600991111111,0.5505555555555555,2.9,0.0,1.1065,0.3111,0.0,0.6,0.0,2.9,0.0,1.7,0.1556,0.15,0.6,0.0,0.7335040973969433,0.5114478199609246,3,3,0.49176009911111107,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
CIFR,93326.53505362466,0.0,5,0,93326.53505362466,5,62.0,0.557394,0.557394,,5,0,0,0.0,0.0,42952.71453897516,0.0,5,0,1184508.0,0.0,17446.224928666685,0.0,1,0,93326.53505362466,LONG,18665.30701072493,0.0,0.539759,0.0,99.0,1.0,0.2,0.0,-0.1076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7847162914.0,0.000151,0.0,2e-06,0.0,0.186937,0.0,0.0,0.0,0.023786057732310423,0.0,4.55398000231562,0.06,2.9,0.0786,0.039,0.6222,0.0,0.6,0.3141,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.7811700561231082,0.3498356837330293,3,3,0.45539800023156196,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CLF,252.35926392862018,11.742194450236923,5,2,516.4607223074772,7,56.142857,2.123537,2.398569,1.435956,7,0,1,0.0,11.742190034982428,251.6793339732424,11.742190034982428,5,2,337250.0,240449.0,73.54010550193148,3.1611605832404277,0,0,240.61706947838326,LONG,50.47185278572404,5.871097225118461,0.002694,0.0,21.491661119913434,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5669681560.0,5.9e-05,4.2e-05,0.0,0.0,0.29141,0.269214,0.0,0.0,8.902061297729045e-05,1.0355250401608907e-05,4.439447555115701,0.29882198103253405,1.9262,0.0,1.291,0.6222,0.0,0.6,0.0,1.4462,0.0,0.6365,0.1556,0.15,0.6,0.0,0.7776762717665494,0.6557488794943692,3,3,0.44394475551157014,none,none
VST,113.2369504225207,154.2273463669791,8,6,377.25000472688026,14,50.5,23.296563,39.015133,4.958231,14,4,2,7.6163607080270355,0.02819430056186627,104.9509258287652,154.06239000305794,8,6,666295.0,1254437.0,4.091178792648641,108.31869191176948,0,0,-40.9903959444584,SHORT,14.154618802815088,25.70455772782985,0.073174,0.00107,0.7342209607437383,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,2.5698971164705385e-06,4.666891401678915e-06,4.427704185014438,0.42142645560549835,0.4388,0.0,1.7,1.0889,0.6,0.6,0.0,0.8365,0.0,1.7,0.7778,0.3,0.6,0.0,0.4428883208863439,0.46332004867557847,3,3,0.44277041850144383,none,none
VSAT,101.06640035406619,1.767166255409099e-10,3,1,111.43788072238674,4,44.75,72.537048,108.793175,0.024794,4,0,0,0.0,0.0,90.69491998609908,1.767166255409099e-10,3,1,451902.5,36260.0,14.358738899958688,5.430860786824923e-12,0,0,101.06640035388948,LONG,33.688800118022066,1.767166255409099e-10,0.10262,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,1,0.25,8537003553.0,5.3e-05,4e-06,0.0,0.0,0.128881,0.030732,0.0,0.0,3.946208984085925e-05,2.0700076372676412e-16,4.375901197336389,0.07242454626463221,1.7629,0.0,1.7,0.3111,0.0,0.6,0.0019,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,0.5157974138709367,0.4390897870377509,3,3,0.43759011973363887,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CNC,1.8464608198119393e-08,8.2661611057717e-10,5,2,1.9423137423750465e-08,7,62.571429,2.556412,2.430559,2.871044,7,3,1,1.816226742200328e-08,8.29353581727267e-26,1.8030354306949375e-08,8.266161105771698e-10,5,2,700614.0,325688.0,1.1072620744803727e-08,3.4196959428200543e-10,0,0,1.763799208754222e-08,LONG,3.6929216396238785e-09,4.13308055288585e-10,0.023518,0.0,22.337585684395638,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,1.9673653488052547e-15,2.2018554025957212e-16,4.279058640112583,0.31420705084927997,1.2941,0.0,1.3128,0.6222,0.45,0.6,0.0,0.6242,0.0,1.6123,0.1556,0.15,0.6,0.0,0.7336193842030531,0.6575627689253646,3,3,0.42790586401125835,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
FAS,3.4645447692798025e-07,150.00840303282203,2,5,299.86723090256027,7,43.285714,2.569189,1.292096,3.207735,7,0,2,0.0,5.67299033915269,2.83745632072468e-07,136.74487152847314,2,5,276793.0,204081.0,1.525683532445266e-07,32.65812321364138,0,0,-150.00840268636756,SHORT,1.7322723846399013e-07,30.001680606564406,0.181002,0.088419,2.3095671303971924e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.4,0,0.0,2267262870.0,0.000122,9e-05,0.0,0.0,0.440371,0.217407,0.0,0.0,7.640368514657064e-13,0.00013232554991104498,4.252039406984126,0.5904494997941638,2.9,0.0,0.5386,0.1556,0.0,0.6,0.0579,2.6823,0.0,1.7,0.6222,0.3,0.6,0.0,0.7052120926798239,0.4269778516668399,3,3,0.42520394069841266,none,none
AI,30.462776123230178,1.8181162421267855e-15,1,2,30.46277612323018,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,30.462776123230178,1.8073423271282393e-15,1,2,90758.0,68209.0,6.918756856841611,2.2826866717291574e-16,0,0,30.462776123230174,LONG,30.462776123230178,9.090581210633928e-16,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.00023251348078982774,6.938575365346486e-21,4.230240206063194,0.4190639685588233,2.1851,0.0,1.4451,0.0,0.0,0.6,0.0,1.7351,0.0,1.7,0.1556,0.0,0.6,0.0,0.7433387874189258,0.6888896651820066,3,3,0.42302402060631944,none,none
BBBY,6964.152588989066,0.0,1,0,6964.152588989066,1,62.0,0.591981,0.591981,,1,0,0,0.0,0.0,6964.152588989066,0.0,1,0,82458.0,0.0,5504.98431139789,0.0,0,0,6964.152588989066,LONG,6964.152588989066,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,396113032.0,0.000208,0.0,1.4e-05,0.0,0.790474,0.0,0.0,0.0,0.17581225625995223,0.0,4.22888104192155,0.06,2.9,0.6663,0.0625,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6744976894612779,0.3498356837330293,3,3,0.42288810419215506,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
PONY,78239.01965780769,1.2848966053538034e-22,1,1,78239.01965780769,2,55.5,32.627119,,32.627119,2,0,1,0.0,1.2848966053538034e-22,78239.01965780769,1.2848966053538034e-22,1,1,1125000.0,25414.0,28733.4004334092,3.899615804576324e-23,0,0,78239.01965780769,LONG,78239.01965780769,1.2848966053538034e-22,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,4094919945.0,0.000275,6e-06,7e-06,0.0,0.367252,0.303496,0.0,0.0,0.19106361225288299,3.1377819899084827e-28,4.22104056024997,0.2655100293049481,2.9,0.721,0.0,0.0,0.0,0.6,0.0,0.2051,0.0,1.7,0.0,0.15,0.6,0.0,0.6110192449491793,0.6459374032502535,3,3,0.422104056024997,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
ZETA,4.091072720106701,72.84574279615467,4,6,107.37489545058489,10,50.5,1.006918,1.010673,1.004415,10,1,0,0.47405706817153537,0.0,3.617015558302974,41.64402195443475,4,6,348258.0,701175.0,1.4468141926349143,18.71010426869626,0,0,-68.75467007604797,SHORT,1.0227681800266752,12.140957132692444,0.115876,0.428326,0.05616076606638237,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,3964323429.0,8.8e-05,0.000177,0.0,0.0,0.386678,0.322932,0.0,0.0,2.579931224947174e-06,3.0625546452336254e-05,4.2126186711379505,0.4855298549206349,2.6374,0.0,0.3473,0.4667,0.15,0.6,0.0113,2.9,0.0,0.343,0.7778,0.0,0.6,0.2345,0.6812295386304364,0.7336746988690627,3,3,0.42126186711379504,none,none
HUN,6.895866048372416e-10,1.3656845711691355e-09,3,6,3.420955747175513e-09,9,39.666667,0.595196,1.075309,0.35514,9,1,0,4.052025089884195e-10,0.0,4.052025089884195e-10,3.760950348793047e-10,3,6,181153.0,280875.0,1.2236598763487376e-10,5.368708822624284e-10,0,0,-6.760979663318939e-10,SHORT,2.2986220161241389e-10,2.276140951948559e-10,0.412398,0.724611,0.5049384165238832,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2323024809.0,7.8e-05,0.000121,0.0,0.0,0.177448,0.393115,0.0,0.0,9.894952508551273e-16,9.798177544769213e-16,4.08080571375648,0.47239284920634916,2.4053,0.0,0.3912,0.3111,0.15,0.6,0.2231,2.9,0.0,0.0,0.7778,0.0,0.6,0.4462,0.6637724886143669,0.6505910330226471,3,3,0.408080571375648,none,none
HUT,2.668147910982581,7720.362960914752,3,6,15444.399138680137,9,65.333333,7.388491,4.188192,8.98864,9,1,2,0.7365530238999001,3262.5605815804906,1.005068939651361,4454.765444873999,3,6,180652.0,353572.5,0.46147385978728817,703.5399157005992,0,2,-7717.694813003769,SHORT,0.8893826369941937,1286.7271601524587,0.623308,0.422985,0.0003455987658210365,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,91+,0.3333,0,0.0,8305457572.0,2.2e-05,4.3e-05,0.0,0.0,0.16165,0.091128,0.0,0.0,1.07084122612648e-06,0.0015492549916700227,3.9367381030665163,0.5084483367287779,0.8018,0.0,1.7,0.3111,0.15,0.6,0.3738,1.476,0.0,1.7,0.7778,0.3,0.6,0.2307,0.6874636475470056,0.8577004881708062,3,3,0.3936738103066516,none,none
AR,12328.474739406696,3.529226056923235e-15,3,1,24656.8639599023,4,55.0,4643.529717,6965.162378,0.264395,4,0,0,0.0,0.0,12328.389177675788,3.529226056923235e-15,3,1,433641.0,40089.0,375.80376386130695,3.730781463848413e-16,0,0,12328.474739406696,LONG,4109.491579802232,3.529226056923235e-15,7e-06,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11316697000.0,3.8e-05,4e-06,0.0,0.0,0.030481,0.105711,0.0,0.0,0.0036313524872162188,3.118600822239241e-21,3.9360384559967616,0.07242454626463221,1.3249,0.0,1.7,0.3111,0.0,0.6,0.0,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,0.8057554669894965,0.42622235010841825,3,3,0.39360384559967615,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
NVAX,5.3745058484679964e-15,0.0,1,0,5.3745058484679964e-15,1,43.0,524.0,524.0,,1,1,0,5.3745058484679964e-15,0.0,5.3745058484679964e-15,0.0,1,0,61000.0,0.0,4.259910416236764e-15,0.0,0,0,5.3745058484679964e-15,LONG,5.3745058484679964e-15,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,1440353754.0,4.2e-05,0.0,0.0,0.0,0.792614,0.0,0.0,0.0,3.731379068192435e-20,0.0,3.896214174769785,0.06,1.4462,0.0,1.7,0.0,0.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6568951478914421,0.3498356837330293,3,3,0.3896214174769785,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
CRS,3.14203347067881e-05,2.3994210236128957e-08,5,1,3.146832312726035e-05,6,81.666667,15.755556,6.7,33.866667,6,0,0,0.0,0.0,3.140447643930447e-05,2.3994210236128957e-08,5,1,600357.0,337725.0,6.500468553869671e-06,1.0947754460088469e-08,0,0,3.139634049655197e-05,LONG,6.28406694135762e-06,2.3994210236128957e-08,0.000505,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22199692770.0,2.7e-05,1.5e-05,0.0,0.0,0.206887,0.456267,0.0,0.0,2.830699958987595e-12,1.0808352387900617e-14,3.894552601344099,0.28510178707283906,0.9723,0.0,1.7,0.6222,0.0,0.6,0.0,0.551,0.0,1.7,0.0,0.0,0.6,0.0,0.7075103794887,0.6354013608258656,3,3,0.3894552601344099,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
